WED_Title,County,State,Congressional District 7,F9,geogfips,WED,F5,F7,Number of Records,Total,Ucfe,UCX,UI
3/28/20,Escambia,Alabama,Escambia,0,53,3/28/20,97,0,1,53,0,0,287
3/28/20,Etowah,Alabama,Etowah,0,55,3/28/20,592,0,1,55,0,0,1913
3/28/20,Fayette,Alabama,Fayette,0,57,3/28/20,17,0,1,57,0,0,150
3/28/20,Franklin,Alabama,Franklin,0,59,3/28/20,147,0,1,59,0,0,675
3/28/20,Geneva,Alabama,Geneva,0,61,3/28/20,48,0,1,61,0,0,183
3/28/20,Greene,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,63,3/28/20,37,0,1,63,0,0,163
3/28/20,Hale,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,65,3/28/20,80,0,1,65,0,0,409
3/28/20,Henry,Alabama,Henry,0,67,3/28/20,51,0,1,67,0,0,108
3/28/20,Houston,Alabama,Houston,0,69,3/28/20,233,0,1,69,0,0,1337
3/28/20,Jackson,Alabama,Jackson,0,71,3/28/20,216,0,1,71,0,0,796
3/28/20,Jefferson,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,73,3/28/20,2523,0,1,73,0,0,13603
3/28/20,Lamar,Alabama,Lamar,0,75,3/28/20,32,0,1,75,0,0,166
3/28/20,Lauderdale,Alabama,Lauderdale,0,77,3/28/20,269,0,1,77,0,0,1797
3/28/20,Lawrence,Alabama,Lawrence,0,79,3/28/20,82,0,1,79,0,0,422
3/28/20,Lee,Alabama,Lee,0,81,3/28/20,468,0,1,81,0,0,1925
3/28/20,Limestone,Alabama,Limestone,0,83,3/28/20,151,0,1,83,0,0,1191
3/28/20,Lowndes,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,85,3/28/20,76,0,1,85,0,0,123
3/28/20,Macon,Alabama,Macon,0,87,3/28/20,87,0,1,87,0,0,221
3/28/20,Madison,Alabama,Madison,0,89,3/28/20,1056,0,1,89,0,0,6370
3/28/20,Marengo,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,91,3/28/20,47,0,1,91,0,0,158
3/28/20,Marion,Alabama,Marion,0,93,3/28/20,105,0,1,93,0,0,371
3/28/20,Marshall,Alabama,Marshall,0,95,3/28/20,237,0,1,95,0,0,1359
3/28/20,Mobile,Alabama,Mobile,0,97,3/28/20,1936,0,1,97,0,0,7068
3/28/20,Monroe,Alabama,Monroe,0,99,3/28/20,68,0,1,99,0,0,229
3/28/20,Montgomery,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,101,3/28/20,906,0,1,101,0,0,3968
3/28/20,Morgan,Alabama,Morgan,0,103,3/28/20,312,0,1,103,0,0,2428
3/28/20,Perry,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,105,3/28/20,39,0,1,105,0,0,151
3/28/20,Pickens,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,107,3/28/20,88,0,1,107,0,0,257
3/28/20,Pike,Alabama,Pike,0,109,3/28/20,81,0,1,109,0,0,328
3/28/20,Randolph,Alabama,Randolph,0,111,3/28/20,30,0,1,111,0,0,107
3/28/20,Russell,Alabama,Russell,0,113,3/28/20,96,0,1,113,0,0,347
3/28/20,St. Clair,Alabama,St. Clair,0,115,3/28/20,220,0,1,115,0,0,1295
3/28/20,Shelby,Alabama,Shelby,0,117,3/28/20,434,0,1,117,0,0,2439
3/28/20,Sumter,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,119,3/28/20,29,0,1,119,0,0,131
3/28/20,Talladega,Alabama,Talladega,0,121,3/28/20,281,0,1,121,0,0,1209
3/28/20,Tallapoosa,Alabama,Tallapoosa,0,123,3/28/20,150,0,1,123,0,0,394
3/28/20,Tuscaloosa,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,125,3/28/20,616,0,1,125,0,0,5458
3/28/20,Walker,Alabama,Walker,0,127,3/28/20,226,0,1,127,0,0,1099
3/28/20,Washington,Alabama,Washington,0,129,3/28/20,45,0,1,129,0,0,100
3/28/20,Wilcox,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,131,3/28/20,55,0,1,131,0,0,82
3/28/20,Winston,Alabama,Winston,0,133,3/28/20,86,0,1,133,0,0,195
3/28/20,Out of State,Alabama,Out of State,0,999,3/28/20,1029,0,1,,0,0,2615
3/21/20,Autauga,Alabama,Autauga,0,1,3/21/20,104,0,1,1,0,0,99
3/21/20,Baldwin,Alabama,Baldwin,0,3,3/21/20,340,0,1,3,0,0,503
3/21/20,Barbour,Alabama,Barbour,0,5,3/21/20,53,0,1,5,0,0,14
3/21/20,Bibb,Alabama,Bibb,0,7,3/21/20,44,0,1,7,0,0,36
3/21/20,Blount,Alabama,Blount,0,9,3/21/20,75,0,1,9,0,0,86
3/21/20,Bullock,Alabama,Bullock,0,11,3/21/20,28,0,1,11,0,0,9
3/21/20,Butler,Alabama,Butler,0,13,3/21/20,88,0,1,13,0,0,20
3/21/20,Calhoun,Alabama,Calhoun,0,15,3/21/20,321,0,1,15,0,0,307
3/21/20,Chambers,Alabama,Chambers,0,17,3/21/20,98,0,1,17,0,0,46
3/21/20,Cherokee,Alabama,Cherokee,0,19,3/21/20,39,0,1,19,0,0,15
3/21/20,Chilton,Alabama,Chilton,0,21,3/21/20,47,0,1,21,0,0,80
3/21/20,Choctaw,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,23,3/21/20,24,0,1,23,0,0,11
3/21/20,Clarke,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,25,3/21/20,78,0,1,25,0,0,31
3/21/20,Clay,Alabama,Clay,0,27,3/21/20,25,0,1,27,0,0,10
3/21/20,Cleburne,Alabama,Cleburne,0,29,3/21/20,17,0,1,29,0,0,10
3/21/20,Coffee,Alabama,Coffee,0,31,3/21/20,67,0,1,31,0,0,61
3/21/20,Colbert,Alabama,Colbert,0,33,3/21/20,154,0,1,33,0,0,98
3/21/20,Conecuh,Alabama,Conecuh,0,35,3/21/20,32,0,1,35,0,0,12
3/21/20,Coosa,Alabama,Coosa,0,37,3/21/20,21,0,1,37,0,0,16
3/21/20,Covington,Alabama,Covington,0,39,3/21/20,80,0,1,39,0,0,30
3/21/20,Crenshaw,Alabama,Crenshaw,0,41,3/21/20,33,0,1,41,0,0,9
3/21/20,Cullman,Alabama,Cullman,0,43,3/21/20,132,0,1,43,0,0,133
3/21/20,Dale,Alabama,Dale,0,45,3/21/20,81,0,1,45,0,0,73
3/21/20,Dallas,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,47,3/21/20,177,0,1,47,0,0,48
3/21/20,DeKalb,Alabama,DeKalb,0,49,3/21/20,109,0,1,49,0,0,74
3/21/20,Elmore,Alabama,Elmore,0,51,3/21/20,177,0,1,51,0,0,146
3/21/20,Escambia,Alabama,Escambia,0,53,3/21/20,97,0,1,53,0,0,23
3/21/20,Etowah,Alabama,Etowah,0,55,3/21/20,521,0,1,55,0,0,180
3/21/20,Fayette,Alabama,Fayette,0,57,3/21/20,15,0,1,57,0,0,13
3/21/20,Franklin,Alabama,Franklin,0,59,3/21/20,76,0,1,59,0,0,26
3/21/20,Geneva,Alabama,Geneva,0,61,3/21/20,40,0,1,61,0,0,30
3/21/20,Greene,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,63,3/21/20,38,0,1,63,0,0,8
3/21/20,Hale,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,65,3/21/20,67,0,1,65,0,0,32
3/21/20,Henry,Alabama,Henry,0,67,3/21/20,35,0,1,67,0,0,19
3/21/20,Houston,Alabama,Houston,0,69,3/21/20,180,0,1,69,0,0,169
3/21/20,Jackson,Alabama,Jackson,0,71,3/21/20,152,0,1,71,0,0,98
3/21/20,Jefferson,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,73,3/21/20,1624,0,1,73,0,0,2371
3/21/20,Lamar,Alabama,Lamar,0,75,3/21/20,29,0,1,75,0,0,13
3/21/20,Lauderdale,Alabama,Lauderdale,0,77,3/21/20,192,0,1,77,0,0,184
3/21/20,Lawrence,Alabama,Lawrence,0,79,3/21/20,67,0,1,79,0,0,30
3/21/20,Lee,Alabama,Lee,0,81,3/21/20,266,0,1,81,0,0,384
3/21/20,Limestone,Alabama,Limestone,0,83,3/21/20,106,0,1,83,0,0,112
3/21/20,Lowndes,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,85,3/21/20,26,0,1,85,0,0,20
3/21/20,Macon,Alabama,Macon,0,87,3/21/20,50,0,1,87,0,0,55
3/21/20,Madison,Alabama,Madison,0,89,3/21/20,712,0,1,89,0,0,1080
3/21/20,Marengo,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,91,3/21/20,44,0,1,91,0,0,13
3/21/20,Marion,Alabama,Marion,0,93,3/21/20,78,0,1,93,0,0,31
3/21/20,Marshall,Alabama,Marshall,0,95,3/21/20,192,0,1,95,0,0,156
3/21/20,Mobile,Alabama,Mobile,0,97,3/21/20,1574,0,1,97,0,0,1024
3/21/20,Monroe,Alabama,Monroe,0,99,3/21/20,75,0,1,99,0,0,24
3/21/20,Montgomery,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,101,3/21/20,629,0,1,101,0,0,523
3/21/20,Morgan,Alabama,Morgan,0,103,3/21/20,197,0,1,103,0,0,231
3/21/20,Perry,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,105,3/21/20,29,0,1,105,0,0,9
3/21/20,Pickens,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,107,3/21/20,80,0,1,107,0,0,31
3/21/20,Pike,Alabama,Pike,0,109,3/21/20,67,0,1,109,0,0,35
3/21/20,Randolph,Alabama,Randolph,0,111,3/21/20,30,0,1,111,0,0,7
3/21/20,Russell,Alabama,Russell,0,113,3/21/20,87,0,1,113,0,0,35
3/21/20,St. Clair,Alabama,St. Clair,0,115,3/21/20,152,0,1,115,0,0,195
3/21/20,Shelby,Alabama,Shelby,0,117,3/21/20,281,0,1,117,0,0,448
3/21/20,Sumter,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,119,3/21/20,29,0,1,119,0,0,7
3/21/20,Talladega,Alabama,Talladega,0,121,3/21/20,225,0,1,121,0,0,143
3/21/20,Tallapoosa,Alabama,Tallapoosa,0,123,3/21/20,113,0,1,123,0,0,52
3/21/20,Tuscaloosa,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,125,3/21/20,306,0,1,125,0,0,576
3/21/20,Walker,Alabama,Walker,0,127,3/21/20,167,0,1,127,0,0,158
3/21/20,Washington,Alabama,Washington,0,129,3/21/20,42,0,1,129,0,0,19
3/21/20,Wilcox,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,131,3/21/20,60,0,1,131,0,0,4
3/21/20,Winston,Alabama,Winston,0,133,3/21/20,67,0,1,133,0,0,26
3/21/20,Out of State,Alabama,Out of State,0,999,3/21/20,193,0,1,,0,0,321
3/14/20,Autauga,Alabama,Autauga,0,,3/14/20,110,0,1,1,0,0,21
3/14/20,Baldwin,Alabama,Baldwin,0,,3/14/20,352,0,1,3,0,0,30
3/14/20,Barbour,Alabama,Barbour,0,,3/14/20,51,0,1,5,0,0,3
3/14/20,Bibb,Alabama,Bibb,0,,3/14/20,50,0,1,7,0,0,4
3/14/20,Blount,Alabama,Blount,0,,3/14/20,73,0,1,9,0,0,12
3/14/20,Bullock,Alabama,Bullock,0,,3/14/20,26,0,1,11,0,0,0
3/14/20,Butler,Alabama,Butler,0,,3/14/20,101,0,1,13,0,0,4
3/14/20,Calhoun,Alabama,Calhoun,0,,3/14/20,339,0,1,15,0,0,52
3/14/20,Chambers,Alabama,Chambers,0,,3/14/20,96,0,1,17,0,0,12
3/14/20,Cherokee,Alabama,Cherokee,0,,3/14/20,42,0,1,19,0,0,12
3/14/20,Chilton,Alabama,Chilton,0,,3/14/20,55,0,1,21,0,0,10
3/14/20,Choctaw,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,,3/14/20,24,0,1,23,0,0,1
3/14/20,Clarke,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,,3/14/20,85,0,1,25,0,0,7
3/14/20,Clay,Alabama,Clay,0,,3/14/20,25,0,1,27,0,0,4
3/14/20,Cleburne,Alabama,Cleburne,0,,3/14/20,23,0,1,29,0,0,2
3/14/20,Coffee,Alabama,Coffee,0,,3/14/20,78,0,1,31,0,0,12
3/14/20,Colbert,Alabama,Colbert,0,,3/14/20,167,0,1,33,0,0,17
3/14/20,Conecuh,Alabama,Conecuh,0,,3/14/20,36,0,1,35,0,0,3
3/14/20,Coosa,Alabama,Coosa,0,,3/14/20,25,0,1,37,0,0,3
3/14/20,Covington,Alabama,Covington,0,,3/14/20,77,0,1,39,0,0,21
3/14/20,Crenshaw,Alabama,Crenshaw,0,,3/14/20,31,0,1,41,0,0,3
3/14/20,Cullman,Alabama,Cullman,0,,3/14/20,152,0,1,43,0,0,25
3/14/20,Dale,Alabama,Dale,0,,3/14/20,86,0,1,45,0,0,15
3/14/20,Dallas,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,,3/14/20,185,0,1,47,0,0,23
3/14/20,DeKalb,Alabama,DeKalb,0,,3/14/20,114,0,1,49,0,0,18
3/14/20,Elmore,Alabama,Elmore,0,,3/14/20,176,0,1,51,0,0,21
3/14/20,Escambia,Alabama,Escambia,0,,3/14/20,101,0,1,53,0,0,15
3/14/20,Etowah,Alabama,Etowah,0,,3/14/20,551,0,1,55,0,0,36
3/14/20,Fayette,Alabama,Fayette,0,,3/14/20,16,0,1,57,0,0,3
3/14/20,Franklin,Alabama,Franklin,0,,3/14/20,89,0,1,59,0,0,9
3/14/20,Geneva,Alabama,Geneva,0,,3/14/20,42,0,1,61,0,0,5
3/14/20,Greene,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,,3/14/20,42,0,1,63,0,0,2
3/14/20,Hale,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,,3/14/20,73,0,1,65,0,0,17
3/14/20,Henry,Alabama,Henry,0,,3/14/20,34,0,1,67,0,0,5
3/14/20,Houston,Alabama,Houston,0,,3/14/20,184,0,1,69,0,0,37
3/14/20,Jackson,Alabama,Jackson,0,,3/14/20,141,0,1,71,0,0,21
3/14/20,Jefferson,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,,3/14/20,1665,0,1,73,0,0,252
3/14/20,Lamar,Alabama,Lamar,0,,3/14/20,26,0,1,75,0,0,8
3/14/20,Lauderdale,Alabama,Lauderdale,0,,3/14/20,200,0,1,77,0,0,33
3/14/20,Lawrence,Alabama,Lawrence,0,,3/14/20,63,0,1,79,0,0,9
3/14/20,Lee,Alabama,Lee,0,,3/14/20,226,0,1,81,0,0,46
3/14/20,Limestone,Alabama,Limestone,0,,3/14/20,115,0,1,83,0,0,26
3/14/20,Lowndes,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,,3/14/20,31,0,1,85,0,0,6
3/14/20,Macon,Alabama,Macon,0,,3/14/20,44,0,1,87,0,0,5
3/14/20,Madison,Alabama,Madison,0,,3/14/20,726,0,1,89,0,0,114
3/14/20,Marengo,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,,3/14/20,44,0,1,91,0,0,3
3/14/20,Marion,Alabama,Marion,0,,3/14/20,85,0,1,93,0,0,11
3/14/20,Marshall,Alabama,Marshall,0,,3/14/20,198,0,1,95,0,0,25
3/14/20,Mobile,Alabama,Mobile,0,,3/14/20,1603,0,1,97,0,0,188
3/14/20,Monroe,Alabama,Monroe,0,,3/14/20,81,0,1,99,0,0,7
3/14/20,Montgomery,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,,3/14/20,660,0,1,101,0,0,105
3/14/20,Morgan,Alabama,Morgan,0,,3/14/20,214,0,1,103,0,0,35
3/14/20,Perry,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,,3/14/20,36,0,1,105,0,0,4
3/14/20,Pickens,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,,3/14/20,56,0,1,107,0,0,28
3/14/20,Pike,Alabama,Pike,0,,3/14/20,71,0,1,109,0,0,19
3/14/20,Randolph,Alabama,Randolph,0,,3/14/20,30,0,1,111,0,0,6
3/14/20,Russell,Alabama,Russell,0,,3/14/20,82,0,1,113,0,0,16
3/14/20,St. Clair,Alabama,St. Clair,0,,3/14/20,154,0,1,115,0,0,24
3/14/20,Shelby,Alabama,Shelby,0,,3/14/20,294,0,1,117,0,0,38
3/14/20,Sumter,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,,3/14/20,30,0,1,119,0,0,1
3/14/20,Talladega,Alabama,Talladega,0,,3/14/20,247,0,1,121,0,0,41
3/14/20,Tallapoosa,Alabama,Tallapoosa,0,,3/14/20,112,0,1,123,0,0,18
3/14/20,Tuscaloosa,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,,3/14/20,316,0,1,125,0,0,54
3/14/20,Walker,Alabama,Walker,0,,3/14/20,169,0,1,127,0,0,23
3/14/20,Washington,Alabama,Washington,0,,3/14/20,47,0,1,129,0,0,3
3/14/20,Wilcox,Alabama,"Choctaw, Clarke, Dallas and 11 more",0,,3/14/20,65,0,1,131,0,0,6
3/14/20,Winston,Alabama,Winston,0,,3/14/20,69,0,1,133,0,0,5
3/14/20,Out of State,Alabama,Out of State,0,,3/14/20,189,0,1,,0,0,175
