SortingColumn (Ignore),ID,Region,Area,Year,Period,Adjustment,State Name,Employed,Labor Force,Unemployed,Unemployment Rate
"2019, 04",814551,OH,CLINTON COUNTY,2019,April,Not Adj,Ohio,"16,700","17,400",700,4.00%
"2019, 04",814564,OH,COLUMBIANA COUNTY,2019,April,Not Adj,Ohio,"45,000","46,900","1,900",4.10%
"2019, 04",814585,OH,COSHOCTON COUNTY,2019,April,Not Adj,Ohio,"13,600","14,300",700,4.70%
"2019, 04",814598,OH,CRAWFORD COUNTY,2019,April,Not Adj,Ohio,"17,400","18,100",700,3.80%
"2019, 04",814619,OH,CUYAHOGA COUNTY,2019,April,Not Adj,Ohio,"590,500","613,700","23,200",3.80%
"2019, 04",814632,OH,DARKE COUNTY,2019,April,Not Adj,Ohio,"24,900","25,700",800,3.10%
"2019, 04",814653,OH,DEFIANCE COUNTY,2019,April,Not Adj,Ohio,"17,300","17,900",600,3.50%
"2019, 04",814666,OH,DELAWARE COUNTY,2019,April,Not Adj,Ohio,"105,700","108,400","2,800",2.60%
"2019, 04",814687,OH,ERIE COUNTY,2019,April,Not Adj,Ohio,"34,700","36,400","1,700",4.70%
"2019, 04",814700,OH,FAIRFIELD COUNTY,2019,April,Not Adj,Ohio,"74,400","76,800","2,400",3.10%
"2019, 04",814721,OH,FAYETTE COUNTY,2019,April,Not Adj,Ohio,"13,300","13,700",400,3.10%
"2019, 04",814734,OH,FRANKLIN COUNTY,2019,April,Not Adj,Ohio,"665,200","685,700","20,600",3.00%
"2019, 04",814755,OH,FULTON COUNTY,2019,April,Not Adj,Ohio,"21,700","22,500",800,3.40%
"2019, 04",814768,OH,GALLIA COUNTY,2019,April,Not Adj,Ohio,"11,800","12,300",500,4.20%
"2019, 04",814789,OH,GEAUGA COUNTY,2019,April,Not Adj,Ohio,"47,700","49,200","1,500",3.10%
"2019, 04",814802,OH,GREENE COUNTY,2019,April,Not Adj,Ohio,"79,700","82,200","2,500",3.10%
"2019, 04",814823,OH,GUERNSEY COUNTY,2019,April,Not Adj,Ohio,"17,700","18,600",900,4.80%
"2019, 04",814836,OH,HAMILTON COUNTY,2019,April,Not Adj,Ohio,"397,200","410,100","12,900",3.10%
"2019, 04",814857,OH,HANCOCK COUNTY,2019,April,Not Adj,Ohio,"40,900","42,000","1,100",2.60%
"2019, 04",814870,OH,HARDIN COUNTY,2019,April,Not Adj,Ohio,"13,700","14,100",500,3.20%
"2019, 04",814891,OH,HARRISON COUNTY,2019,April,Not Adj,Ohio,"6,500","6,800",300,4.20%
"2019, 04",814904,OH,HENRY COUNTY,2019,April,Not Adj,Ohio,"12,600","13,200",600,4.20%
"2019, 04",814925,OH,HIGHLAND COUNTY,2019,April,Not Adj,Ohio,"16,200","16,900",700,4.20%
"2019, 04",814938,OH,HOCKING COUNTY,2019,April,Not Adj,Ohio,"12,300","12,800",500,4.00%
"2019, 04",814959,OH,HOLMES COUNTY,2019,April,Not Adj,Ohio,"20,300","20,800",500,2.30%
"2019, 04",814972,OH,HURON COUNTY,2019,April,Not Adj,Ohio,"26,600","27,900","1,300",4.60%
"2019, 04",814993,OH,JACKSON COUNTY,2019,April,Not Adj,Ohio,"12,000","12,600",700,5.20%
"2019, 04",815006,OH,JEFFERSON COUNTY,2019,April,Not Adj,Ohio,"26,100","27,500","1,300",4.90%
"2019, 04",815027,OH,KNOX COUNTY,2019,April,Not Adj,Ohio,"30,700","31,700","1,000",3.20%
"2019, 04",815040,OH,LAKE COUNTY,2019,April,Not Adj,Ohio,"122,500","126,600","4,100",3.30%
"2019, 04",815061,OH,LAWRENCE COUNTY,2019,April,Not Adj,Ohio,"22,400","23,500","1,000",4.30%
"2019, 04",815074,OH,LICKING COUNTY,2019,April,Not Adj,Ohio,"86,300","89,000","2,700",3.10%
"2019, 04",815095,OH,LOGAN COUNTY,2019,April,Not Adj,Ohio,"22,200","22,800",700,2.90%
"2019, 04",815108,OH,LORAIN COUNTY,2019,April,Not Adj,Ohio,"148,300","154,000","5,800",3.70%
"2019, 04",815129,OH,LUCAS COUNTY,2019,April,Not Adj,Ohio,"200,700","208,900","8,200",3.90%
"2019, 04",815142,OH,MADISON COUNTY,2019,April,Not Adj,Ohio,"20,000","20,600",600,3.00%
"2019, 04",815163,OH,MAHONING COUNTY,2019,April,Not Adj,Ohio,"97,100","102,500","5,400",5.30%
"2019, 04",815176,OH,MARION COUNTY,2019,April,Not Adj,Ohio,"27,400","28,400","1,000",3.40%
"2019, 04",815197,OH,MEDINA COUNTY,2019,April,Not Adj,Ohio,"94,900","97,800","2,900",3.00%
"2019, 04",815210,OH,MEIGS COUNTY,2019,April,Not Adj,Ohio,"8,600","9,100",500,6.00%
"2019, 04",815231,OH,MERCER COUNTY,2019,April,Not Adj,Ohio,"22,900","23,400",500,2.10%
"2019, 04",815244,OH,MIAMI COUNTY,2019,April,Not Adj,Ohio,"51,900","53,500","1,700",3.10%
"2019, 04",815265,OH,MONROE COUNTY,2019,April,Not Adj,Ohio,"4,900","5,300",400,7.60%
"2019, 04",815278,OH,MONTGOMERY COUNTY,2019,April,Not Adj,Ohio,"240,200","249,000","8,800",3.50%
"2019, 04",815299,OH,MORGAN COUNTY,2019,April,Not Adj,Ohio,"6,300","6,700",400,5.50%
"2019, 04",815312,OH,MORROW COUNTY,2019,April,Not Adj,Ohio,"16,000","16,500",600,3.40%
"2019, 04",815333,OH,MUSKINGUM COUNTY,2019,April,Not Adj,Ohio,"37,500","39,200","1,700",4.40%
"2019, 04",815346,OH,NOBLE COUNTY,2019,April,Not Adj,Ohio,"4,400","4,700",300,5.80%
"2019, 04",815367,OH,OTTAWA COUNTY,2019,April,Not Adj,Ohio,"19,400","20,500","1,100",5.30%
"2019, 04",815380,OH,PAULDING COUNTY,2019,April,Not Adj,Ohio,"8,400","8,700",300,3.00%
"2019, 04",815401,OH,PERRY COUNTY,2019,April,Not Adj,Ohio,"15,000","15,700",700,4.50%
"2019, 04",815414,OH,PICKAWAY COUNTY,2019,April,Not Adj,Ohio,"25,200","26,100",900,3.40%
"2019, 04",815435,OH,PIKE COUNTY,2019,April,Not Adj,Ohio,"10,200","10,800",600,5.20%
"2019, 04",815448,OH,PORTAGE COUNTY,2019,April,Not Adj,Ohio,"83,600","86,600","3,100",3.50%
"2019, 04",815469,OH,PREBLE COUNTY,2019,April,Not Adj,Ohio,"20,300","20,900",600,3.10%
"2019, 04",815482,OH,PUTNAM COUNTY,2019,April,Not Adj,Ohio,"18,300","18,800",500,2.60%
"2019, 04",815503,OH,RICHLAND COUNTY,2019,April,Not Adj,Ohio,"49,700","51,700","2,000",3.80%
"2019, 04",815516,OH,ROSS COUNTY,2019,April,Not Adj,Ohio,"34,000","35,200","1,200",3.50%
"2019, 04",815537,OH,SANDUSKY COUNTY,2019,April,Not Adj,Ohio,"29,300","30,500","1,200",3.80%
"2019, 04",815550,OH,SCIOTO COUNTY,2019,April,Not Adj,Ohio,"27,000","28,500","1,500",5.30%
"2019, 04",815571,OH,SENECA COUNTY,2019,April,Not Adj,Ohio,"26,400","27,300",900,3.40%
"2019, 04",815584,OH,SHELBY COUNTY,2019,April,Not Adj,Ohio,"23,400","24,100",700,2.90%
"2019, 04",815605,OH,STARK COUNTY,2019,April,Not Adj,Ohio,"177,200","184,500","7,300",3.90%
"2019, 04",815618,OH,SUMMIT COUNTY,2019,April,Not Adj,Ohio,"260,400","270,400","10,000",3.70%
"2019, 04",815639,OH,TRUMBULL COUNTY,2019,April,Not Adj,Ohio,"81,300","86,300","5,000",5.70%
"2019, 04",815652,OH,TUSCARAWAS COUNTY,2019,April,Not Adj,Ohio,"42,900","44,500","1,600",3.60%
"2019, 04",815673,OH,UNION COUNTY,2019,April,Not Adj,Ohio,"27,900","28,600",700,2.50%
"2019, 04",815686,OH,VAN WERT COUNTY,2019,April,Not Adj,Ohio,"14,500","14,900",400,2.60%
"2019, 04",815707,OH,VINTON COUNTY,2019,April,Not Adj,Ohio,"5,300","5,500",300,4.90%
"2019, 04",815720,OH,WARREN COUNTY,2019,April,Not Adj,Ohio,"114,200","117,600","3,400",2.90%
"2019, 04",815741,OH,WASHINGTON COUNTY,2019,April,Not Adj,Ohio,"25,800","27,100","1,300",4.60%
"2019, 04",815754,OH,WAYNE COUNTY,2019,April,Not Adj,Ohio,"60,500","62,100","1,600",2.60%
"2019, 04",815775,OH,WILLIAMS COUNTY,2019,April,Not Adj,Ohio,"18,300","18,800",500,2.70%
"2019, 04",815788,OH,WOOD COUNTY,2019,April,Not Adj,Ohio,"68,700","70,900","2,200",3.10%
"2019, 04",815809,OH,WYANDOT COUNTY,2019,April,Not Adj,Ohio,"12,600","13,000",300,2.40%
"2019, 04",815843,OH,Akron City,2019,April,Not Adj,Ohio,"86,400","90,400","3,900",4.30%
"2019, 04",815856,OH,Athens,2019,April,Not Adj,Ohio,"10,500","10,900",400,3.40%
"2019, 04",815877,OH,Barberton City,2019,April,Not Adj,Ohio,"11,900","12,500",500,4.10%
"2019, 04",815890,OH,Beavercreek City,2019,April,Not Adj,Ohio,"22,900","23,500",600,2.60%
"2019, 04",815911,OH,Bowling Green City,2019,April,Not Adj,Ohio,"16,400","16,900",500,2.90%
"2019, 04",815924,OH,Brunswick City,2019,April,Not Adj,Ohio,"19,700","20,300",600,2.70%
"2019, 04",815945,OH,Canton City,2019,April,Not Adj,Ohio,"29,500","30,900","1,400",4.60%
"2019, 04",815958,OH,Cincinnati City,2019,April,Not Adj,Ohio,"140,000","144,900","4,900",3.40%
"2019, 04",815979,OH,Cleveland City,2019,April,Not Adj,Ohio,"151,400","159,000","7,600",4.80%
"2019, 04",815992,OH,Cleveland Heights City,2019,April,Not Adj,Ohio,"22,200","22,900",700,3.20%
"2019, 04",816013,OH,Columbus City,2019,April,Not Adj,Ohio,"453,200","467,500","14,300",3.10%
"2019, 04",816026,OH,Cuyahoga Falls City,2019,April,Not Adj,Ohio,"25,500","26,400",900,3.50%
"2019, 04",816047,OH,Dayton City,2019,April,Not Adj,Ohio,"55,400","57,900","2,500",4.20%
"2019, 04",816060,OH,Delaware City,2019,April,Not Adj,Ohio,"20,600","21,200",600,2.70%
"2019, 04",816081,OH,Dublin City,2019,April,Not Adj,Ohio,"25,400","26,100",700,2.60%
"2019, 04",816094,OH,Elyria City,2019,April,Not Adj,Ohio,"26,200","27,300","1,000",3.70%
"2019, 04",816115,OH,Euclid City,2019,April,Not Adj,Ohio,"21,600","22,500",900,4.10%
"2019, 04",816128,OH,Fairborn City,2019,April,Not Adj,Ohio,"16,300","16,900",600,3.30%
"2019, 04",816149,OH,Fairfield City,2019,April,Not Adj,Ohio,"23,400","24,100",700,2.80%
"2019, 04",816162,OH,Findlay City,2019,April,Not Adj,Ohio,"21,400","22,000",600,2.70%
"2019, 04",816183,OH,Gahanna City,2019,April,Not Adj,Ohio,"19,600","20,100",500,2.60%
"2019, 04",816196,OH,Garfield Heights City,2019,April,Not Adj,Ohio,"13,100","13,700",600,4.50%
"2019, 04",816217,OH,Green,2019,April,Not Adj,Ohio,"13,300","13,800",500,3.50%
"2019, 04",816230,OH,Grove City,2019,April,Not Adj,Ohio,"21,600","22,200",600,2.80%
"2019, 04",816251,OH,Hamilton City,2019,April,Not Adj,Ohio,"26,800","27,800","1,000",3.60%
"2019, 04",816264,OH,Hilliard City,2019,April,Not Adj,Ohio,"19,100","19,500",500,2.50%
"2019, 04",816285,OH,Huber Heights City,2019,April,Not Adj,Ohio,"17,400","18,000",600,3.40%
"2019, 04",816298,OH,Kent City,2019,April,Not Adj,Ohio,"15,900","16,400",500,2.90%
"2019, 04",816319,OH,Kettering City,2019,April,Not Adj,Ohio,"27,900","28,700",900,3.00%
"2019, 04",816332,OH,Lakewood City,2019,April,Not Adj,Ohio,"29,200","30,000",800,2.70%
"2019, 04",816353,OH,Lancaster City,2019,April,Not Adj,Ohio,"17,300","18,000",700,3.70%
"2019, 04",816366,OH,Lima City,2019,April,Not Adj,Ohio,"13,800","14,300",600,4.00%
"2019, 04",816387,OH,Lorain City,2019,April,Not Adj,Ohio,"26,200","27,600","1,400",4.90%
"2019, 04",816400,OH,Mansfield City,2019,April,Not Adj,Ohio,"16,400","17,100",700,4.20%
"2019, 04",816421,OH,Maple Heights City,2019,April,Not Adj,Ohio,"9,700","10,200",600,5.40%
"2019, 04",816434,OH,Marion City,2019,April,Not Adj,Ohio,"13,300","13,900",600,4.00%
"2019, 04",816455,OH,Mason City,2019,April,Not Adj,Ohio,"16,700","17,200",500,2.70%
"2019, 04",816468,OH,Massillon City,2019,April,Not Adj,Ohio,"14,600","15,300",600,4.10%
"2019, 04",816489,OH,Medina City,2019,April,Not Adj,Ohio,"12,900","13,300",400,3.30%
"2019, 04",816502,OH,Mentor City,2019,April,Not Adj,Ohio,"26,100","27,000",800,3.10%
"2019, 04",816523,OH,Middletown City,2019,April,Not Adj,Ohio,"20,000","20,800",800,4.00%
"2019, 04",816536,OH,Newark City,2019,April,Not Adj,Ohio,"23,100","23,900",800,3.40%
"2019, 04",816557,OH,North Olmsted City,2019,April,Not Adj,Ohio,"16,900","17,500",600,3.20%
"2019, 04",816570,OH,North Ridgeville,2019,April,Not Adj,Ohio,"17,700","18,300",600,3.10%
"2019, 04",816591,OH,North Royalton,2019,April,Not Adj,Ohio,"17,100","17,700",600,3.20%
"2019, 04",816604,OH,Parma City,2019,April,Not Adj,Ohio,"40,700","42,300","1,600",3.70%
"2019, 04",816625,OH,Reynoldsburg City,2019,April,Not Adj,Ohio,"20,200","20,800",600,2.90%
"2019, 04",816638,OH,Riverside City,2019,April,Not Adj,Ohio,"10,300","10,700",400,3.60%
"2019, 04",816659,OH,Sandusky City,2019,April,Not Adj,Ohio,"10,800","11,400",700,5.80%
"2019, 04",816672,OH,Shaker Heights City,2019,April,Not Adj,Ohio,"13,800","14,200",400,2.70%
"2019, 04",816693,OH,South Euclid City,2019,April,Not Adj,Ohio,"11,900","12,300",400,3.20%
"2019, 04",816706,OH,Springfield City,2019,April,Not Adj,Ohio,"24,200","25,100",900,3.70%
"2019, 04",816727,OH,Stow City,2019,April,Not Adj,Ohio,"18,000","18,600",600,3.30%
"2019, 04",816740,OH,Strongsville City,2019,April,Not Adj,Ohio,"24,000","24,800",700,3.00%
"2019, 04",816761,OH,Toledo City,2019,April,Not Adj,Ohio,"121,600","127,100","5,500",4.40%
"2019, 04",816774,OH,Trotwood City,2019,April,Not Adj,Ohio,"10,100","10,600",500,4.30%
"2019, 04",816795,OH,Troy,2019,April,Not Adj,Ohio,"13,300","13,800",400,3.10%
"2019, 04",816808,OH,Upper Arlington City,2019,April,Not Adj,Ohio,"17,900","18,300",500,2.50%
"2019, 04",816829,OH,Warren City,2019,April,Not Adj,Ohio,"12,600","13,400",900,6.60%
"2019, 04",816842,OH,Westerville City,2019,April,Not Adj,Ohio,"21,700","22,300",600,2.60%
"2019, 04",816863,OH,Westlake City,2019,April,Not Adj,Ohio,"16,700","17,200",500,2.80%
"2019, 04",816876,OH,Wooster City,2019,April,Not Adj,Ohio,"13,700","14,100",400,2.70%
"2019, 04",816897,OH,Xenia City,2019,April,Not Adj,Ohio,"11,000","11,500",500,4.00%
"2019, 04",816910,OH,Youngstown City,2019,April,Not Adj,Ohio,"20,900","22,300","1,400",6.30%
"2019, 04",816931,OH,Zanesville City,2019,April,Not Adj,Ohio,"9,200","9,700",500,5.10%
"2019, 03",814302,OH,Ohio,2019,March,Not Adj,Ohio,"5,530,000","5,775,000","245,000",4.20%
"2019, 03",814325,OH,ADAMS COUNTY,2019,March,Not Adj,Ohio,"10,000","10,800",900,7.80%
"2019, 03",814346,OH,ALLEN COUNTY,2019,March,Not Adj,Ohio,"45,800","47,700","1,900",4.00%
"2019, 03",814359,OH,ASHLAND COUNTY,2019,March,Not Adj,Ohio,"25,900","27,100","1,200",4.50%
"2019, 03",814380,OH,ASHTABULA COUNTY,2019,March,Not Adj,Ohio,"42,000","44,300","2,300",5.20%
"2019, 03",814393,OH,ATHENS COUNTY,2019,March,Not Adj,Ohio,"27,600","29,100","1,500",5.10%
"2019, 03",814414,OH,AUGLAIZE COUNTY,2019,March,Not Adj,Ohio,"24,300","25,000",700,2.90%
"2019, 03",814427,OH,BELMONT COUNTY,2019,March,Not Adj,Ohio,"28,100","29,900","1,800",6.00%
"2019, 03",814448,OH,BROWN COUNTY,2019,March,Not Adj,Ohio,"18,500","19,600","1,000",5.30%
"2019, 03",814461,OH,BUTLER COUNTY,2019,March,Not Adj,Ohio,"186,800","193,900","7,100",3.70%
"2019, 03",814482,OH,CARROLL COUNTY,2019,March,Not Adj,Ohio,"12,300","13,000",700,5.40%
"2019, 03",814495,OH,CHAMPAIGN COUNTY,2019,March,Not Adj,Ohio,"19,300","20,000",700,3.50%
"2019, 03",814516,OH,CLARK COUNTY,2019,March,Not Adj,Ohio,"60,500","63,100","2,700",4.20%
"2019, 03",814529,OH,CLERMONT COUNTY,2019,March,Not Adj,Ohio,"102,300","106,300","4,000",3.80%
"2019, 03",814550,OH,CLINTON COUNTY,2019,March,Not Adj,Ohio,"16,800","17,700",900,5.00%
"2019, 03",814563,OH,COLUMBIANA COUNTY,2019,March,Not Adj,Ohio,"44,900","47,300","2,400",5.00%
"2019, 03",814584,OH,COSHOCTON COUNTY,2019,March,Not Adj,Ohio,"13,700","14,500",800,5.80%
"2019, 03",814597,OH,CRAWFORD COUNTY,2019,March,Not Adj,Ohio,"17,200","18,100",900,4.80%
"2019, 03",814618,OH,CUYAHOGA COUNTY,2019,March,Not Adj,Ohio,"583,400","610,100","26,700",4.40%
"2019, 03",814631,OH,DARKE COUNTY,2019,March,Not Adj,Ohio,"24,900","25,900","1,000",3.90%
"2019, 03",814652,OH,DEFIANCE COUNTY,2019,March,Not Adj,Ohio,"17,300","18,000",800,4.20%
"2019, 03",814665,OH,DELAWARE COUNTY,2019,March,Not Adj,Ohio,"105,600","108,800","3,200",3.00%
"2019, 03",814686,OH,ERIE COUNTY,2019,March,Not Adj,Ohio,"34,100","36,200","2,100",5.70%
"2019, 03",814699,OH,FAIRFIELD COUNTY,2019,March,Not Adj,Ohio,"74,400","77,300","2,900",3.80%
"2019, 03",814720,OH,FAYETTE COUNTY,2019,March,Not Adj,Ohio,"13,300","13,800",600,4.10%
"2019, 03",814733,OH,FRANKLIN COUNTY,2019,March,Not Adj,Ohio,"664,900","688,600","23,800",3.50%
"2019, 03",814754,OH,FULTON COUNTY,2019,March,Not Adj,Ohio,"21,500","22,600","1,100",4.80%
"2019, 03",814767,OH,GALLIA COUNTY,2019,March,Not Adj,Ohio,"11,800","12,500",700,5.70%
"2019, 03",814788,OH,GEAUGA COUNTY,2019,March,Not Adj,Ohio,"47,200","49,100","1,900",3.90%
"2019, 03",814801,OH,GREENE COUNTY,2019,March,Not Adj,Ohio,"79,700","82,800","3,000",3.70%
"2019, 03",814822,OH,GUERNSEY COUNTY,2019,March,Not Adj,Ohio,"17,600","18,700","1,100",6.10%
"2019, 03",814835,OH,HAMILTON COUNTY,2019,March,Not Adj,Ohio,"397,900","412,900","15,000",3.60%
"2019, 03",814856,OH,HANCOCK COUNTY,2019,March,Not Adj,Ohio,"40,600","41,900","1,300",3.00%
"2019, 03",814869,OH,HARDIN COUNTY,2019,March,Not Adj,Ohio,"13,700","14,300",600,3.90%
"2019, 03",814890,OH,HARRISON COUNTY,2019,March,Not Adj,Ohio,"6,500","6,800",400,5.20%
"2019, 03",814903,OH,HENRY COUNTY,2019,March,Not Adj,Ohio,"12,600","13,400",800,5.70%
"2019, 03",814924,OH,HIGHLAND COUNTY,2019,March,Not Adj,Ohio,"16,300","17,200",900,5.30%
"2019, 03",814937,OH,HOCKING COUNTY,2019,March,Not Adj,Ohio,"12,300","13,000",700,5.30%
"2019, 03",814958,OH,HOLMES COUNTY,2019,March,Not Adj,Ohio,"20,100","20,800",600,3.00%
"2019, 03",814971,OH,HURON COUNTY,2019,March,Not Adj,Ohio,"26,200","28,100","1,900",6.80%
"2019, 03",814992,OH,JACKSON COUNTY,2019,March,Not Adj,Ohio,"12,000","12,800",900,6.70%
"2019, 03",815005,OH,JEFFERSON COUNTY,2019,March,Not Adj,Ohio,"26,000","27,700","1,700",6.10%
"2019, 03",815026,OH,KNOX COUNTY,2019,March,Not Adj,Ohio,"30,600","31,900","1,300",4.10%
"2019, 03",815039,OH,LAKE COUNTY,2019,March,Not Adj,Ohio,"121,000","126,200","5,200",4.10%
"2019, 03",815060,OH,LAWRENCE COUNTY,2019,March,Not Adj,Ohio,"22,500","23,700","1,200",5.00%
"2019, 03",815073,OH,LICKING COUNTY,2019,March,Not Adj,Ohio,"86,200","89,600","3,300",3.70%
"2019, 03",815094,OH,LOGAN COUNTY,2019,March,Not Adj,Ohio,"22,200","23,000",800,3.60%
"2019, 03",815107,OH,LORAIN COUNTY,2019,March,Not Adj,Ohio,"146,500","153,500","7,100",4.60%
"2019, 03",815128,OH,LUCAS COUNTY,2019,March,Not Adj,Ohio,"199,300","209,100","9,800",4.70%
"2019, 03",815141,OH,MADISON COUNTY,2019,March,Not Adj,Ohio,"20,000","20,700",800,3.60%
"2019, 03",815162,OH,MAHONING COUNTY,2019,March,Not Adj,Ohio,"97,000","103,500","6,500",6.20%
"2019, 03",815175,OH,MARION COUNTY,2019,March,Not Adj,Ohio,"27,400","28,600","1,200",4.20%
"2019, 03",815196,OH,MEDINA COUNTY,2019,March,Not Adj,Ohio,"93,800","97,300","3,500",3.60%
"2019, 03",815209,OH,MEIGS COUNTY,2019,March,Not Adj,Ohio,"8,600","9,300",700,7.50%
"2019, 03",815230,OH,MERCER COUNTY,2019,March,Not Adj,Ohio,"22,900","23,400",600,2.50%
"2019, 03",815243,OH,MIAMI COUNTY,2019,March,Not Adj,Ohio,"51,900","53,900","2,000",3.70%
"2019, 03",815264,OH,MONROE COUNTY,2019,March,Not Adj,Ohio,"4,900","5,400",500,9.20%
"2019, 03",815277,OH,MONTGOMERY COUNTY,2019,March,Not Adj,Ohio,"240,400","250,600","10,200",4.10%
"2019, 03",815298,OH,MORGAN COUNTY,2019,March,Not Adj,Ohio,"6,300","6,800",500,7.50%
"2019, 03",815311,OH,MORROW COUNTY,2019,March,Not Adj,Ohio,"16,000","16,700",700,4.50%
"2019, 03",815332,OH,MUSKINGUM COUNTY,2019,March,Not Adj,Ohio,"37,200","39,400","2,200",5.50%
"2019, 03",815345,OH,NOBLE COUNTY,2019,March,Not Adj,Ohio,"4,400","4,700",400,7.80%
"2019, 03",815366,OH,OTTAWA COUNTY,2019,March,Not Adj,Ohio,"18,800","20,300","1,500",7.60%
"2019, 03",815379,OH,PAULDING COUNTY,2019,March,Not Adj,Ohio,"8,300","8,600",300,3.50%
"2019, 03",815400,OH,PERRY COUNTY,2019,March,Not Adj,Ohio,"15,000","15,900",900,5.70%
"2019, 03",815413,OH,PICKAWAY COUNTY,2019,March,Not Adj,Ohio,"25,200","26,300","1,100",4.30%
"2019, 03",815434,OH,PIKE COUNTY,2019,March,Not Adj,Ohio,"10,200","11,000",700,6.80%
"2019, 03",815447,OH,PORTAGE COUNTY,2019,March,Not Adj,Ohio,"83,200","87,100","3,900",4.40%
"2019, 03",815468,OH,PREBLE COUNTY,2019,March,Not Adj,Ohio,"20,300","21,100",800,3.90%
"2019, 03",815481,OH,PUTNAM COUNTY,2019,March,Not Adj,Ohio,"18,300","18,900",600,3.20%
"2019, 03",815502,OH,RICHLAND COUNTY,2019,March,Not Adj,Ohio,"49,800","52,200","2,400",4.70%
"2019, 03",815515,OH,ROSS COUNTY,2019,March,Not Adj,Ohio,"33,800","35,300","1,600",4.40%
"2019, 03",815536,OH,SANDUSKY COUNTY,2019,March,Not Adj,Ohio,"29,200","30,600","1,400",4.60%
"2019, 03",815549,OH,SCIOTO COUNTY,2019,March,Not Adj,Ohio,"27,000","28,900","1,900",6.60%
"2019, 03",815570,OH,SENECA COUNTY,2019,March,Not Adj,Ohio,"26,300","27,500","1,200",4.20%
"2019, 03",815583,OH,SHELBY COUNTY,2019,March,Not Adj,Ohio,"23,400","24,200",800,3.50%
"2019, 03",815604,OH,STARK COUNTY,2019,March,Not Adj,Ohio,"176,500","185,500","9,000",4.90%
"2019, 03",815617,OH,SUMMIT COUNTY,2019,March,Not Adj,Ohio,"259,400","271,600","12,200",4.50%
"2019, 03",815638,OH,TRUMBULL COUNTY,2019,March,Not Adj,Ohio,"81,200","87,200","5,900",6.80%
"2019, 03",815651,OH,TUSCARAWAS COUNTY,2019,March,Not Adj,Ohio,"42,300","44,400","2,100",4.60%
"2019, 03",815672,OH,UNION COUNTY,2019,March,Not Adj,Ohio,"27,800","28,700",900,3.10%
"2019, 03",815685,OH,VAN WERT COUNTY,2019,March,Not Adj,Ohio,"14,600","15,100",500,3.10%
"2019, 03",815706,OH,VINTON COUNTY,2019,March,Not Adj,Ohio,"5,200","5,600",400,6.50%
"2019, 03",815719,OH,WARREN COUNTY,2019,March,Not Adj,Ohio,"114,400","118,400","4,100",3.40%
"2019, 03",815740,OH,WASHINGTON COUNTY,2019,March,Not Adj,Ohio,"25,700","27,200","1,600",5.70%
"2019, 03",815753,OH,WAYNE COUNTY,2019,March,Not Adj,Ohio,"60,000","62,000","2,000",3.30%
"2019, 03",815774,OH,WILLIAMS COUNTY,2019,March,Not Adj,Ohio,"18,300","19,000",600,3.30%
"2019, 03",815787,OH,WOOD COUNTY,2019,March,Not Adj,Ohio,"68,300","70,800","2,600",3.70%
"2019, 03",815808,OH,WYANDOT COUNTY,2019,March,Not Adj,Ohio,"12,600","13,100",400,3.10%
"2019, 03",815842,OH,Akron City,2019,March,Not Adj,Ohio,"86,100","90,800","4,700",5.20%
"2019, 03",815855,OH,Athens,2019,March,Not Adj,Ohio,"10,400","10,900",500,4.50%
"2019, 03",815876,OH,Barberton City,2019,March,Not Adj,Ohio,"11,900","12,600",700,5.30%
"2019, 03",815889,OH,Beavercreek City,2019,March,Not Adj,Ohio,"22,900","23,700",700,3.20%
"2019, 03",815910,OH,Bowling Green City,2019,March,Not Adj,Ohio,"16,200","16,900",600,3.60%
"2019, 03",815923,OH,Brunswick City,2019,March,Not Adj,Ohio,"19,500","20,100",700,3.30%
"2019, 03",815944,OH,Canton City,2019,March,Not Adj,Ohio,"29,400","31,100","1,700",5.50%
"2019, 03",815957,OH,Cincinnati City,2019,March,Not Adj,Ohio,"140,200","146,000","5,700",3.90%
"2019, 03",815978,OH,Cleveland City,2019,March,Not Adj,Ohio,"149,600","158,400","8,800",5.60%
"2019, 03",815991,OH,Cleveland Heights City,2019,March,Not Adj,Ohio,"21,900","22,700",800,3.50%
"2019, 03",816012,OH,Columbus City,2019,March,Not Adj,Ohio,"453,000","469,500","16,500",3.50%
"2019, 03",816025,OH,Cuyahoga Falls City,2019,March,Not Adj,Ohio,"25,400","26,500","1,100",4.20%
"2019, 03",816046,OH,Dayton City,2019,March,Not Adj,Ohio,"55,500","58,300","2,900",4.90%
"2019, 03",816059,OH,Delaware City,2019,March,Not Adj,Ohio,"20,600","21,300",700,3.20%
"2019, 03",816080,OH,Dublin City,2019,March,Not Adj,Ohio,"25,400","26,200",700,2.90%
"2019, 03",816093,OH,Elyria City,2019,March,Not Adj,Ohio,"25,900","27,200","1,300",4.70%
"2019, 03",816114,OH,Euclid City,2019,March,Not Adj,Ohio,"21,300","22,400","1,100",4.80%
"2019, 03",816127,OH,Fairborn City,2019,March,Not Adj,Ohio,"16,300","17,000",600,3.70%
"2019, 03",816148,OH,Fairfield City,2019,March,Not Adj,Ohio,"23,500","24,200",800,3.20%
"2019, 03",816161,OH,Findlay City,2019,March,Not Adj,Ohio,"21,300","22,000",700,3.20%
"2019, 03",816182,OH,Gahanna City,2019,March,Not Adj,Ohio,"19,600","20,200",600,2.90%
