Claim Type1,Parish1,Region,Week Ending,Claims,Number of Records
Initial,Winn Parish,RLMA 6 - Alexandria,3/28/20,70,1
Initial,Bienville Parish,RLMA 7 - Shreveport,3/28/20,116,1
Initial,Bossier Parish,RLMA 7 - Shreveport,3/28/20,1994,1
Initial,Caddo Parish,RLMA 7 - Shreveport,3/28/20,4275,1
Initial,Claiborne Parish,RLMA 7 - Shreveport,3/28/20,66,1
Initial,De Soto Parish,RLMA 7 - Shreveport,3/28/20,286,1
Initial,Lincoln Parish,RLMA 7 - Shreveport,3/28/20,604,1
Initial,Natchitoches Parish,RLMA 7 - Shreveport,3/28/20,459,1
Initial,Red River Parish,RLMA 7 - Shreveport,3/28/20,47,1
Initial,Sabine Parish,RLMA 7 - Shreveport,3/28/20,125,1
Initial,Webster Parish,RLMA 7 - Shreveport,3/28/20,456,1
Initial,Caldwell Parish,RLMA 8 - Monroe,3/28/20,78,1
Initial,East Carroll Parish,RLMA 8 - Monroe,3/28/20,38,1
Initial,Franklin Parish,RLMA 8 - Monroe,3/28/20,132,1
Initial,Jackson Parish,RLMA 8 - Monroe,3/28/20,108,1
Initial,Madison Parish,RLMA 8 - Monroe,3/28/20,54,1
Initial,Morehouse Parish,RLMA 8 - Monroe,3/28/20,315,1
Initial,Ouachita Parish,RLMA 8 - Monroe,3/28/20,2777,1
Initial,Richland Parish,RLMA 8 - Monroe,3/28/20,204,1
Initial,Tensas Parish,RLMA 8 - Monroe,3/28/20,22,1
Initial,Union Parish,RLMA 8 - Monroe,3/28/20,224,1
Initial,West Carroll Parish,RLMA 8 - Monroe,3/28/20,90,1
Initial,Jefferson Parish,RLMA 1 - New Orleans,4/11/20,10266,1
Initial,Orleans Parish,RLMA 1 - New Orleans,4/11/20,9653,1
Initial,Plaquemines Parish,RLMA 1 - New Orleans,4/11/20,341,1
Initial,St. Bernard Parish,RLMA 1 - New Orleans,4/11/20,956,1
Initial,St. Charles Parish,RLMA 1 - New Orleans,4/11/20,949,1
Initial,St. James Parish,RLMA 1 - New Orleans,4/11/20,326,1
Initial,St. John the Baptist Parish,RLMA 1 - New Orleans,4/11/20,997,1
Initial,St. Tammany Parish,RLMA 1 - New Orleans,4/11/20,4530,1
Initial,Ascension Parish,RLMA 2 - Baton Rouge,4/11/20,2189,1
Initial,East Baton Rouge Parish,RLMA 2 - Baton Rouge,4/11/20,8349,1
Initial,East Feliciana Parish,RLMA 2 - Baton Rouge,4/11/20,263,1
Initial,Iberville Parish,RLMA 2 - Baton Rouge,4/11/20,490,1
Initial,Livingston Parish,RLMA 2 - Baton Rouge,4/11/20,2274,1
Initial,Pointe Coupee Parish,RLMA 2 - Baton Rouge,4/11/20,257,1
Initial,St. Helena Parish,RLMA 2 - Baton Rouge,4/11/20,107,1
Initial,Tangipahoa Parish,RLMA 2 - Baton Rouge,4/11/20,2651,1
Initial,Washington Parish,RLMA 2 - Baton Rouge,4/11/20,503,1
Initial,West Baton Rouge Parish,RLMA 2 - Baton Rouge,4/11/20,407,1
Initial,West Feliciana Parish,RLMA 2 - Baton Rouge,4/11/20,112,1
Initial,Assumption Parish,RLMA 3 - Houma,4/11/20,330,1
Initial,Lafourche Parish,RLMA 3 - Houma,4/11/20,1202,1
Initial,Terrebonne Parish,RLMA 3 - Houma,4/11/20,1811,1
Initial,Acadia Parish,RLMA 4 - Lafayette,4/11/20,665,1
Initial,Evangeline Parish,RLMA 4 - Lafayette,4/11/20,298,1
Initial,Iberia Parish,RLMA 4 - Lafayette,4/11/20,1017,1
Initial,Lafayette Parish,RLMA 4 - Lafayette,4/11/20,4091,1
Initial,St. Landry Parish,RLMA 4 - Lafayette,4/11/20,1071,1
Initial,St. Martin Parish,RLMA 4 - Lafayette,4/11/20,704,1
Initial,St. Mary Parish,RLMA 4 - Lafayette,4/11/20,764,1
Initial,Vermilion Parish,RLMA 4 - Lafayette,4/11/20,722,1
Initial,Allen Parish,RLMA 5 - Lake Charles,4/11/20,431,1
Initial,Beauregard Parish,RLMA 5 - Lake Charles,4/11/20,413,1
Initial,Calcasieu Parish,RLMA 5 - Lake Charles,4/11/20,3724,1
Initial,Cameron Parish,RLMA 5 - Lake Charles,4/11/20,52,1
Initial,Jefferson Davis Parish,RLMA 5 - Lake Charles,4/11/20,417,1
Initial,Vernon Parish,RLMA 5 - Lake Charles,4/11/20,393,1
Initial,Avoyelles Parish,RLMA 6 - Alexandria,4/11/20,412,1
Initial,Catahoula Parish,RLMA 6 - Alexandria,4/11/20,83,1
Initial,Concordia Parish,RLMA 6 - Alexandria,4/11/20,133,1
Initial,Grant Parish,RLMA 6 - Alexandria,4/11/20,172,1
Initial,La Salle Parish,RLMA 6 - Alexandria,4/11/20,294,1
Initial,Rapides Parish,RLMA 6 - Alexandria,4/11/20,1371,1
Initial,Winn Parish,RLMA 6 - Alexandria,4/11/20,117,1
Initial,Bienville Parish,RLMA 7 - Shreveport,4/11/20,115,1
Initial,Bossier Parish,RLMA 7 - Shreveport,4/11/20,1725,1
Initial,Caddo Parish,RLMA 7 - Shreveport,4/11/20,4050,1
Initial,Claiborne Parish,RLMA 7 - Shreveport,4/11/20,76,1
Initial,De Soto Parish,RLMA 7 - Shreveport,4/11/20,271,1
Initial,Lincoln Parish,RLMA 7 - Shreveport,4/11/20,553,1
Initial,Natchitoches Parish,RLMA 7 - Shreveport,4/11/20,423,1
Initial,Red River Parish,RLMA 7 - Shreveport,4/11/20,65,1
Initial,Sabine Parish,RLMA 7 - Shreveport,4/11/20,150,1
Initial,Webster Parish,RLMA 7 - Shreveport,4/11/20,387,1
Initial,Caldwell Parish,RLMA 8 - Monroe,4/11/20,94,1
Initial,East Carroll Parish,RLMA 8 - Monroe,4/11/20,26,1
Initial,Franklin Parish,RLMA 8 - Monroe,4/11/20,194,1
Initial,Jackson Parish,RLMA 8 - Monroe,4/11/20,122,1
Initial,Madison Parish,RLMA 8 - Monroe,4/11/20,68,1
Initial,Morehouse Parish,RLMA 8 - Monroe,4/11/20,307,1
Initial,Ouachita Parish,RLMA 8 - Monroe,4/11/20,2236,1
Initial,Richland Parish,RLMA 8 - Monroe,4/11/20,215,1
Initial,Tensas Parish,RLMA 8 - Monroe,4/11/20,19,1
Initial,Union Parish,RLMA 8 - Monroe,4/11/20,200,1
Initial,West Carroll Parish,RLMA 8 - Monroe,4/11/20,76,1
Initial,Jefferson Parish,RLMA 1 - New Orleans,3/14/20,248,1
Initial,Orleans Parish,RLMA 1 - New Orleans,3/14/20,305,1
Initial,Plaquemines Parish,RLMA 1 - New Orleans,3/14/20,3,1
Initial,St. Bernard Parish,RLMA 1 - New Orleans,3/14/20,35,1
Initial,St. Charles Parish,RLMA 1 - New Orleans,3/14/20,18,1
Initial,St. James Parish,RLMA 1 - New Orleans,3/14/20,10,1
Initial,St. John the Baptist Parish,RLMA 1 - New Orleans,3/14/20,31,1
Initial,St. Tammany Parish,RLMA 1 - New Orleans,3/14/20,79,1
Initial,Ascension Parish,RLMA 2 - Baton Rouge,3/14/20,48,1
Initial,East Baton Rouge Parish,RLMA 2 - Baton Rouge,3/14/20,156,1
Initial,East Feliciana Parish,RLMA 2 - Baton Rouge,3/14/20,11,1
Initial,Iberville Parish,RLMA 2 - Baton Rouge,3/14/20,18,1
Initial,Livingston Parish,RLMA 2 - Baton Rouge,3/14/20,53,1
Initial,Pointe Coupee Parish,RLMA 2 - Baton Rouge,3/14/20,4,1
Initial,St. Helena Parish,RLMA 2 - Baton Rouge,3/14/20,6,1
Initial,Tangipahoa Parish,RLMA 2 - Baton Rouge,3/14/20,56,1
Initial,Washington Parish,RLMA 2 - Baton Rouge,3/14/20,18,1
Initial,West Baton Rouge Parish,RLMA 2 - Baton Rouge,3/14/20,13,1
Initial,West Feliciana Parish,RLMA 2 - Baton Rouge,3/14/20,5,1
Initial,Assumption Parish,RLMA 3 - Houma,3/14/20,10,1
Initial,Lafourche Parish,RLMA 3 - Houma,3/14/20,25,1
Initial,Terrebonne Parish,RLMA 3 - Houma,3/14/20,28,1
Initial,Acadia Parish,RLMA 4 - Lafayette,3/14/20,25,1
Initial,Evangeline Parish,RLMA 4 - Lafayette,3/14/20,10,1
Initial,Iberia Parish,RLMA 4 - Lafayette,3/14/20,30,1
Initial,Lafayette Parish,RLMA 4 - Lafayette,3/14/20,82,1
Initial,St. Landry Parish,RLMA 4 - Lafayette,3/14/20,37,1
Initial,St. Martin Parish,RLMA 4 - Lafayette,3/14/20,12,1
Initial,St. Mary Parish,RLMA 4 - Lafayette,3/14/20,22,1
Initial,Vermilion Parish,RLMA 4 - Lafayette,3/14/20,14,1
Initial,Allen Parish,RLMA 5 - Lake Charles,3/14/20,8,1
Initial,Beauregard Parish,RLMA 5 - Lake Charles,3/14/20,14,1
Initial,Calcasieu Parish,RLMA 5 - Lake Charles,3/14/20,123,1
Initial,Cameron Parish,RLMA 5 - Lake Charles,3/14/20,1,1
Initial,Jefferson Davis Parish,RLMA 5 - Lake Charles,3/14/20,7,1
Initial,Vernon Parish,RLMA 5 - Lake Charles,3/14/20,18,1
Initial,Avoyelles Parish,RLMA 6 - Alexandria,3/14/20,14,1
Initial,Catahoula Parish,RLMA 6 - Alexandria,3/14/20,3,1
Initial,Concordia Parish,RLMA 6 - Alexandria,3/14/20,6,1
Initial,Grant Parish,RLMA 6 - Alexandria,3/14/20,5,1
Initial,La Salle Parish,RLMA 6 - Alexandria,3/14/20,10,1
Initial,Rapides Parish,RLMA 6 - Alexandria,3/14/20,35,1
Initial,Winn Parish,RLMA 6 - Alexandria,3/14/20,2,1
Initial,Bienville Parish,RLMA 7 - Shreveport,3/14/20,2,1
Initial,Bossier Parish,RLMA 7 - Shreveport,3/14/20,34,1
Initial,Caddo Parish,RLMA 7 - Shreveport,3/14/20,88,1
Initial,Claiborne Parish,RLMA 7 - Shreveport,3/14/20,7,1
Initial,De Soto Parish,RLMA 7 - Shreveport,3/14/20,9,1
Initial,Lincoln Parish,RLMA 7 - Shreveport,3/14/20,12,1
Initial,Natchitoches Parish,RLMA 7 - Shreveport,3/14/20,12,1
Initial,Red River Parish,RLMA 7 - Shreveport,3/14/20,2,1
Initial,Sabine Parish,RLMA 7 - Shreveport,3/14/20,9,1
Initial,Webster Parish,RLMA 7 - Shreveport,3/14/20,11,1
Initial,Caldwell Parish,RLMA 8 - Monroe,3/14/20,4,1
Initial,East Carroll Parish,RLMA 8 - Monroe,3/14/20,2,1
Initial,Franklin Parish,RLMA 8 - Monroe,3/14/20,3,1
Initial,Jackson Parish,RLMA 8 - Monroe,3/14/20,3,1
Initial,Madison Parish,RLMA 8 - Monroe,3/14/20,4,1
Initial,Morehouse Parish,RLMA 8 - Monroe,3/14/20,6,1
Initial,Ouachita Parish,RLMA 8 - Monroe,3/14/20,51,1
Initial,Richland Parish,RLMA 8 - Monroe,3/14/20,6,1
Initial,Tensas Parish,RLMA 8 - Monroe,3/14/20,3,1
Initial,Union Parish,RLMA 8 - Monroe,3/14/20,2,1
Initial,West Carroll Parish,RLMA 8 - Monroe,3/14/20,3,1
Initial,Jefferson Parish,RLMA 1 - New Orleans,3/21/20,10542,1
Initial,Orleans Parish,RLMA 1 - New Orleans,3/21/20,13786,1
Initial,Plaquemines Parish,RLMA 1 - New Orleans,3/21/20,283,1
Initial,St. Bernard Parish,RLMA 1 - New Orleans,3/21/20,1145,1
Initial,St. Charles Parish,RLMA 1 - New Orleans,3/21/20,884,1
Initial,St. James Parish,RLMA 1 - New Orleans,3/21/20,190,1
Initial,St. John the Baptist Parish,RLMA 1 - New Orleans,3/21/20,596,1
Initial,St. Tammany Parish,RLMA 1 - New Orleans,3/21/20,4682,1
Initial,Ascension Parish,RLMA 2 - Baton Rouge,3/21/20,1533,1
Initial,East Baton Rouge Parish,RLMA 2 - Baton Rouge,3/21/20,7510,1
Initial,East Feliciana Parish,RLMA 2 - Baton Rouge,3/21/20,142,1
Initial,Iberville Parish,RLMA 2 - Baton Rouge,3/21/20,351,1
Initial,Livingston Parish,RLMA 2 - Baton Rouge,3/21/20,2139,1
Initial,Pointe Coupee Parish,RLMA 2 - Baton Rouge,3/21/20,226,1
Initial,St. Helena Parish,RLMA 2 - Baton Rouge,3/21/20,52,1
Initial,Tangipahoa Parish,RLMA 2 - Baton Rouge,3/21/20,2121,1
Initial,Washington Parish,RLMA 2 - Baton Rouge,3/21/20,291,1
Initial,West Baton Rouge Parish,RLMA 2 - Baton Rouge,3/21/20,322,1
Initial,West Feliciana Parish,RLMA 2 - Baton Rouge,3/21/20,99,1
Initial,Assumption Parish,RLMA 3 - Houma,3/21/20,134,1
Initial,Lafourche Parish,RLMA 3 - Houma,3/21/20,760,1
Initial,Terrebonne Parish,RLMA 3 - Houma,3/21/20,1217,1
Initial,Acadia Parish,RLMA 4 - Lafayette,3/21/20,537,1
Initial,Evangeline Parish,RLMA 4 - Lafayette,3/21/20,135,1
Initial,Iberia Parish,RLMA 4 - Lafayette,3/21/20,616,1
Initial,Lafayette Parish,RLMA 4 - Lafayette,3/21/20,3808,1
Initial,St. Landry Parish,RLMA 4 - Lafayette,3/21/20,642,1
Initial,St. Martin Parish,RLMA 4 - Lafayette,3/21/20,492,1
Initial,St. Mary Parish,RLMA 4 - Lafayette,3/21/20,373,1
Initial,Vermilion Parish,RLMA 4 - Lafayette,3/21/20,519,1
Initial,Allen Parish,RLMA 5 - Lake Charles,3/21/20,98,1
Initial,Beauregard Parish,RLMA 5 - Lake Charles,3/21/20,231,1
Initial,Calcasieu Parish,RLMA 5 - Lake Charles,3/21/20,3040,1
Initial,Cameron Parish,RLMA 5 - Lake Charles,3/21/20,21,1
Initial,Jefferson Davis Parish,RLMA 5 - Lake Charles,3/21/20,202,1
Initial,Vernon Parish,RLMA 5 - Lake Charles,3/21/20,234,1
Initial,Avoyelles Parish,RLMA 6 - Alexandria,3/21/20,699,1
Initial,Catahoula Parish,RLMA 6 - Alexandria,3/21/20,22,1
Initial,Concordia Parish,RLMA 6 - Alexandria,3/21/20,70,1
Initial,Grant Parish,RLMA 6 - Alexandria,3/21/20,116,1
Initial,La Salle Parish,RLMA 6 - Alexandria,3/21/20,189,1
Initial,Rapides Parish,RLMA 6 - Alexandria,3/21/20,969,1
Initial,Winn Parish,RLMA 6 - Alexandria,3/21/20,21,1
Initial,Bienville Parish,RLMA 7 - Shreveport,3/21/20,62,1
Initial,Bossier Parish,RLMA 7 - Shreveport,3/21/20,1346,1
Initial,Caddo Parish,RLMA 7 - Shreveport,3/21/20,2857,1
Initial,Claiborne Parish,RLMA 7 - Shreveport,3/21/20,31,1
Initial,De Soto Parish,RLMA 7 - Shreveport,3/21/20,161,1
Initial,Lincoln Parish,RLMA 7 - Shreveport,3/21/20,322,1
Initial,Natchitoches Parish,RLMA 7 - Shreveport,3/21/20,303,1
Initial,Red River Parish,RLMA 7 - Shreveport,3/21/20,27,1
Initial,Sabine Parish,RLMA 7 - Shreveport,3/21/20,93,1
Initial,Webster Parish,RLMA 7 - Shreveport,3/21/20,264,1
Initial,Caldwell Parish,RLMA 8 - Monroe,3/21/20,38,1
Initial,East Carroll Parish,RLMA 8 - Monroe,3/21/20,21,1
Initial,Franklin Parish,RLMA 8 - Monroe,3/21/20,92,1
Initial,Jackson Parish,RLMA 8 - Monroe,3/21/20,47,1
Initial,Madison Parish,RLMA 8 - Monroe,3/21/20,28,1
Initial,Morehouse Parish,RLMA 8 - Monroe,3/21/20,130,1
Initial,Ouachita Parish,RLMA 8 - Monroe,3/21/20,1512,1
Initial,Richland Parish,RLMA 8 - Monroe,3/21/20,112,1
Initial,Tensas Parish,RLMA 8 - Monroe,3/21/20,7,1
Initial,Union Parish,RLMA 8 - Monroe,3/21/20,86,1
Initial,West Carroll Parish,RLMA 8 - Monroe,3/21/20,38,1
Initial,Jefferson Parish,RLMA 1 - New Orleans,4/18/20,12041,1
Initial,Orleans Parish,RLMA 1 - New Orleans,4/18/20,10881,1
Initial,Plaquemines Parish,RLMA 1 - New Orleans,4/18/20,557,1
Initial,St. Bernard Parish,RLMA 1 - New Orleans,4/18/20,1201,1
Initial,St. Charles Parish,RLMA 1 - New Orleans,4/18/20,1114,1
Initial,St. James Parish,RLMA 1 - New Orleans,4/18/20,380,1
Initial,St. John the Baptist Parish,RLMA 1 - New Orleans,4/18/20,1198,1
Initial,St. Tammany Parish,RLMA 1 - New Orleans,4/18/20,5317,1
Initial,Ascension Parish,RLMA 2 - Baton Rouge,4/18/20,2325,1
Initial,East Baton Rouge Parish,RLMA 2 - Baton Rouge,4/18/20,9577,1
Initial,East Feliciana Parish,RLMA 2 - Baton Rouge,4/18/20,227,1
Initial,Iberville Parish,RLMA 2 - Baton Rouge,4/18/20,581,1
Initial,Livingston Parish,RLMA 2 - Baton Rouge,4/18/20,2402,1
Initial,Pointe Coupee Parish,RLMA 2 - Baton Rouge,4/18/20,330,1
Initial,St. Helena Parish,RLMA 2 - Baton Rouge,4/18/20,129,1
Initial,Tangipahoa Parish,RLMA 2 - Baton Rouge,4/18/20,3160,1
Initial,Washington Parish,RLMA 2 - Baton Rouge,4/18/20,662,1
Initial,West Baton Rouge Parish,RLMA 2 - Baton Rouge,4/18/20,519,1
Initial,West Feliciana Parish,RLMA 2 - Baton Rouge,4/18/20,134,1
Initial,Assumption Parish,RLMA 3 - Houma,4/18/20,393,1
Initial,Lafourche Parish,RLMA 3 - Houma,4/18/20,1564,1
Initial,Terrebonne Parish,RLMA 3 - Houma,4/18/20,2127,1
Initial,Acadia Parish,RLMA 4 - Lafayette,4/18/20,915,1
Initial,Evangeline Parish,RLMA 4 - Lafayette,4/18/20,386,1
Initial,Iberia Parish,RLMA 4 - Lafayette,4/18/20,1175,1
Initial,Lafayette Parish,RLMA 4 - Lafayette,4/18/20,4988,1
Initial,St. Landry Parish,RLMA 4 - Lafayette,4/18/20,1437,1
Initial,St. Martin Parish,RLMA 4 - Lafayette,4/18/20,909,1
Initial,St. Mary Parish,RLMA 4 - Lafayette,4/18/20,903,1
Initial,Vermilion Parish,RLMA 4 - Lafayette,4/18/20,883,1
Initial,Allen Parish,RLMA 5 - Lake Charles,4/18/20,683,1
Initial,Beauregard Parish,RLMA 5 - Lake Charles,4/18/20,435,1
Initial,Calcasieu Parish,RLMA 5 - Lake Charles,4/18/20,4284,1
Initial,Cameron Parish,RLMA 5 - Lake Charles,4/18/20,53,1
Initial,Jefferson Davis Parish,RLMA 5 - Lake Charles,4/18/20,561,1
Initial,Vernon Parish,RLMA 5 - Lake Charles,4/18/20,368,1
Initial,Avoyelles Parish,RLMA 6 - Alexandria,4/18/20,491,1
Initial,Catahoula Parish,RLMA 6 - Alexandria,4/18/20,135,1
Initial,Concordia Parish,RLMA 6 - Alexandria,4/18/20,190,1
Initial,Grant Parish,RLMA 6 - Alexandria,4/18/20,177,1
Continued,Jefferson Parish,RLMA 1 - New Orleans,5/23/20,41184,1
Continued,Orleans Parish,RLMA 1 - New Orleans,5/23/20,42963,1
Continued,Plaquemines Parish,RLMA 1 - New Orleans,5/23/20,1356,1
Continued,St. Bernard Parish,RLMA 1 - New Orleans,5/23/20,3920,1
Continued,St. Charles Parish,RLMA 1 - New Orleans,5/23/20,3687,1
Continued,St. James Parish,RLMA 1 - New Orleans,5/23/20,1433,1
Continued,St. John the Baptist Parish,RLMA 1 - New Orleans,5/23/20,4041,1
Continued,St. Tammany Parish,RLMA 1 - New Orleans,5/23/20,15813,1
Continued,Jefferson Parish,RLMA 1 - New Orleans,5/30/20,38895,1
Continued,Orleans Parish,RLMA 1 - New Orleans,5/30/20,41480,1
Continued,Plaquemines Parish,RLMA 1 - New Orleans,5/30/20,1198,1
Continued,St. Bernard Parish,RLMA 1 - New Orleans,5/30/20,3696,1
Continued,St. Charles Parish,RLMA 1 - New Orleans,5/30/20,3516,1
Continued,St. James Parish,RLMA 1 - New Orleans,5/30/20,1377,1
Continued,St. John the Baptist Parish,RLMA 1 - New Orleans,5/30/20,3853,1
Continued,St. Tammany Parish,RLMA 1 - New Orleans,5/30/20,14477,1
Continued,Jefferson Parish,RLMA 1 - New Orleans,6/6/20,38425,1
Continued,Orleans Parish,RLMA 1 - New Orleans,6/6/20,41650,1
Continued,Plaquemines Parish,RLMA 1 - New Orleans,6/6/20,1181,1
Continued,St. Bernard Parish,RLMA 1 - New Orleans,6/6/20,3686,1
Continued,St. Charles Parish,RLMA 1 - New Orleans,6/6/20,3484,1
Continued,St. James Parish,RLMA 1 - New Orleans,6/6/20,1369,1
Continued,St. John the Baptist Parish,RLMA 1 - New Orleans,6/6/20,3820,1
Continued,St. Tammany Parish,RLMA 1 - New Orleans,6/6/20,14053,1
Continued,Jefferson Parish,RLMA 1 - New Orleans,6/13/20,37913,1
Continued,Orleans Parish,RLMA 1 - New Orleans,6/13/20,41754,1
Continued,Plaquemines Parish,RLMA 1 - New Orleans,6/13/20,1132,1
Continued,St. Bernard Parish,RLMA 1 - New Orleans,6/13/20,3645,1
Continued,St. Charles Parish,RLMA 1 - New Orleans,6/13/20,3352,1
Continued,St. James Parish,RLMA 1 - New Orleans,6/13/20,1389,1
Continued,St. John the Baptist Parish,RLMA 1 - New Orleans,6/13/20,3788,1
Continued,St. Tammany Parish,RLMA 1 - New Orleans,6/13/20,13666,1
Continued,Jefferson Parish,RLMA 1 - New Orleans,6/20/20,37529,1
Continued,Orleans Parish,RLMA 1 - New Orleans,6/20/20,41757,1
Continued,Plaquemines Parish,RLMA 1 - New Orleans,6/20/20,1159,1
Continued,St. Bernard Parish,RLMA 1 - New Orleans,6/20/20,3616,1
Continued,St. Charles Parish,RLMA 1 - New Orleans,6/20/20,3320,1
Continued,St. James Parish,RLMA 1 - New Orleans,6/20/20,1382,1
Continued,St. John the Baptist Parish,RLMA 1 - New Orleans,6/20/20,3828,1
Continued,St. Tammany Parish,RLMA 1 - New Orleans,6/20/20,13422,1
Continued,Jefferson Parish,RLMA 1 - New Orleans,6/27/20,37248,1
Continued,Orleans Parish,RLMA 1 - New Orleans,6/27/20,41816,1
Continued,Plaquemines Parish,RLMA 1 - New Orleans,6/27/20,1132,1
Continued,St. Bernard Parish,RLMA 1 - New Orleans,6/27/20,3629,1
Continued,St. Charles Parish,RLMA 1 - New Orleans,6/27/20,3273,1
Continued,St. James Parish,RLMA 1 - New Orleans,6/27/20,1387,1
Continued,St. John the Baptist Parish,RLMA 1 - New Orleans,6/27/20,3822,1
Continued,St. Tammany Parish,RLMA 1 - New Orleans,6/27/20,13175,1
Continued,Jefferson Parish,RLMA 1 - New Orleans,7/4/20,37005,1
Continued,Orleans Parish,RLMA 1 - New Orleans,7/4/20,41669,1
Continued,Plaquemines Parish,RLMA 1 - New Orleans,7/4/20,1147,1
Continued,St. Bernard Parish,RLMA 1 - New Orleans,7/4/20,3600,1
Continued,St. Charles Parish,RLMA 1 - New Orleans,7/4/20,3314,1
Continued,St. James Parish,RLMA 1 - New Orleans,7/4/20,1390,1
Continued,St. John the Baptist Parish,RLMA 1 - New Orleans,7/4/20,3859,1
Continued,St. Tammany Parish,RLMA 1 - New Orleans,7/4/20,13125,1
Continued,Jefferson Parish,RLMA 1 - New Orleans,7/11/20,37107,1
Continued,Orleans Parish,RLMA 1 - New Orleans,7/11/20,41789,1
Continued,Plaquemines Parish,RLMA 1 - New Orleans,7/11/20,1126,1
Continued,St. Bernard Parish,RLMA 1 - New Orleans,7/11/20,3617,1
Continued,St. Charles Parish,RLMA 1 - New Orleans,7/11/20,3327,1
Continued,St. James Parish,RLMA 1 - New Orleans,7/11/20,1436,1
Continued,St. John the Baptist Parish,RLMA 1 - New Orleans,7/11/20,3875,1
Continued,St. Tammany Parish,RLMA 1 - New Orleans,7/11/20,13280,1
Continued,Ascension Parish,RLMA 2 - Baton Rouge,5/23/20,7932,1
Continued,East Baton Rouge Parish,RLMA 2 - Baton Rouge,5/23/20,33369,1
Continued,East Feliciana Parish,RLMA 2 - Baton Rouge,5/23/20,865,1
Continued,Iberville Parish,RLMA 2 - Baton Rouge,5/23/20,2316,1
Continued,Livingston Parish,RLMA 2 - Baton Rouge,5/23/20,8279,1
Continued,Pointe Coupee Parish,RLMA 2 - Baton Rouge,5/23/20,1186,1
Continued,St. Helena Parish,RLMA 2 - Baton Rouge,5/23/20,515,1
Continued,Tangipahoa Parish,RLMA 2 - Baton Rouge,5/23/20,10871,1
Continued,Washington Parish,RLMA 2 - Baton Rouge,5/23/20,2247,1
Continued,West Baton Rouge Parish,RLMA 2 - Baton Rouge,5/23/20,1731,1
Continued,West Feliciana Parish,RLMA 2 - Baton Rouge,5/23/20,439,1
Continued,Ascension Parish,RLMA 2 - Baton Rouge,5/30/20,7383,1
Continued,East Baton Rouge Parish,RLMA 2 - Baton Rouge,5/30/20,31575,1
Continued,East Feliciana Parish,RLMA 2 - Baton Rouge,5/30/20,827,1
Continued,Iberville Parish,RLMA 2 - Baton Rouge,5/30/20,2210,1
Continued,Livingston Parish,RLMA 2 - Baton Rouge,5/30/20,7562,1
Continued,Pointe Coupee Parish,RLMA 2 - Baton Rouge,5/30/20,1132,1
Continued,St. Helena Parish,RLMA 2 - Baton Rouge,5/30/20,510,1
Continued,Tangipahoa Parish,RLMA 2 - Baton Rouge,5/30/20,10211,1
Continued,Washington Parish,RLMA 2 - Baton Rouge,5/30/20,2156,1
Continued,West Baton Rouge Parish,RLMA 2 - Baton Rouge,5/30/20,1657,1
Continued,West Feliciana Parish,RLMA 2 - Baton Rouge,5/30/20,418,1
Continued,Ascension Parish,RLMA 2 - Baton Rouge,6/6/20,7288,1
Continued,East Baton Rouge Parish,RLMA 2 - Baton Rouge,6/6/20,31482,1
Continued,East Feliciana Parish,RLMA 2 - Baton Rouge,6/6/20,840,1
Continued,Iberville Parish,RLMA 2 - Baton Rouge,6/6/20,2226,1
Continued,Livingston Parish,RLMA 2 - Baton Rouge,6/6/20,7408,1
Continued,Pointe Coupee Parish,RLMA 2 - Baton Rouge,6/6/20,1126,1
Continued,St. Helena Parish,RLMA 2 - Baton Rouge,6/6/20,519,1
Continued,Tangipahoa Parish,RLMA 2 - Baton Rouge,6/6/20,10091,1
Continued,Washington Parish,RLMA 2 - Baton Rouge,6/6/20,2160,1
Continued,West Baton Rouge Parish,RLMA 2 - Baton Rouge,6/6/20,1643,1
Continued,West Feliciana Parish,RLMA 2 - Baton Rouge,6/6/20,421,1
Continued,Ascension Parish,RLMA 2 - Baton Rouge,6/13/20,7056,1
Continued,East Baton Rouge Parish,RLMA 2 - Baton Rouge,6/13/20,31704,1
Continued,East Feliciana Parish,RLMA 2 - Baton Rouge,6/13/20,827,1
Continued,Iberville Parish,RLMA 2 - Baton Rouge,6/13/20,2229,1
Continued,Livingston Parish,RLMA 2 - Baton Rouge,6/13/20,7204,1
Continued,Pointe Coupee Parish,RLMA 2 - Baton Rouge,6/13/20,1122,1
Continued,St. Helena Parish,RLMA 2 - Baton Rouge,6/13/20,527,1
Continued,Tangipahoa Parish,RLMA 2 - Baton Rouge,6/13/20,9947,1
Continued,Washington Parish,RLMA 2 - Baton Rouge,6/13/20,2132,1
Continued,West Baton Rouge Parish,RLMA 2 - Baton Rouge,6/13/20,1641,1
Continued,West Feliciana Parish,RLMA 2 - Baton Rouge,6/13/20,415,1
Continued,Ascension Parish,RLMA 2 - Baton Rouge,6/20/20,6944,1
Continued,East Baton Rouge Parish,RLMA 2 - Baton Rouge,6/20/20,31391,1
Continued,East Feliciana Parish,RLMA 2 - Baton Rouge,6/20/20,840,1
Continued,Iberville Parish,RLMA 2 - Baton Rouge,6/20/20,2190,1
Continued,Livingston Parish,RLMA 2 - Baton Rouge,6/20/20,7093,1
Continued,Pointe Coupee Parish,RLMA 2 - Baton Rouge,6/20/20,1139,1
Continued,St. Helena Parish,RLMA 2 - Baton Rouge,6/20/20,541,1
