SortingColumn (Ignore),ID,Region,Area,Year,Period,Adjustment,State Name,Employed,Labor Force,Unemployed,Unemployment Rate
"2019, 12",806779,AR,Cleveland County,2019,December,Not Adj,Arkansas,"3,081","3,208",127,4.00%
"2019, 12",806800,AR,Columbia County,2019,December,Not Adj,Arkansas,"8,784","9,151",367,4.00%
"2019, 12",806813,AR,Conway County,2019,December,Not Adj,Arkansas,"7,951","8,284",333,4.00%
"2019, 12",806834,AR,Craighead County,2019,December,Not Adj,Arkansas,"54,519","55,922","1,403",2.50%
"2019, 12",806847,AR,Crawford County,2019,December,Not Adj,Arkansas,"25,922","26,734",812,3.00%
"2019, 12",806868,AR,Crittenden County,2019,December,Not Adj,Arkansas,"20,548","21,355",807,3.80%
"2019, 12",806881,AR,Cross County,2019,December,Not Adj,Arkansas,"7,091","7,395",304,4.10%
"2019, 12",806902,AR,Dallas County,2019,December,Not Adj,Arkansas,"2,703","2,826",123,4.40%
"2019, 12",806915,AR,Desha County,2019,December,Not Adj,Arkansas,"5,147","5,382",235,4.40%
"2019, 12",806936,AR,Drew County,2019,December,Not Adj,Arkansas,"7,548","7,936",388,4.90%
"2019, 12",806949,AR,Faulkner County,2019,December,Not Adj,Arkansas,"59,931","61,703","1,772",2.90%
"2019, 12",806970,AR,Franklin County,2019,December,Not Adj,Arkansas,"7,179","7,417",238,3.20%
"2019, 12",806983,AR,Fulton County,2019,December,Not Adj,Arkansas,"4,758","4,931",173,3.50%
"2019, 12",807004,AR,Garland County,2019,December,Not Adj,Arkansas,"39,008","40,408","1,400",3.50%
"2019, 12",807017,AR,Grant County,2019,December,Not Adj,Arkansas,"8,072","8,323",251,3.00%
"2019, 12",807038,AR,Greene County,2019,December,Not Adj,Arkansas,"19,316","19,978",662,3.30%
"2019, 12",807051,AR,Hempstead County,2019,December,Not Adj,Arkansas,"9,467","9,825",358,3.60%
"2019, 12",807072,AR,Hot Spring County,2019,December,Not Adj,Arkansas,"13,445","13,898",453,3.30%
"2019, 12",807085,AR,Howard County,2019,December,Not Adj,Arkansas,"5,545","5,743",198,3.40%
"2019, 12",807106,AR,Independence County,2019,December,Not Adj,Arkansas,"15,937","16,555",618,3.70%
"2019, 12",807119,AR,Izard County,2019,December,Not Adj,Arkansas,"4,612","4,900",288,5.90%
"2019, 12",807140,AR,Jackson County,2019,December,Not Adj,Arkansas,"5,464","5,871",407,6.90%
"2019, 12",807153,AR,Jefferson County,2019,December,Not Adj,Arkansas,"26,032","27,477","1,445",5.30%
"2019, 12",807174,AR,Johnson County,2019,December,Not Adj,Arkansas,"9,824","10,216",392,3.80%
"2019, 12",807187,AR,Lafayette County,2019,December,Not Adj,Arkansas,"2,343","2,439",96,3.90%
"2019, 12",807208,AR,Lawrence County,2019,December,Not Adj,Arkansas,"6,560","6,835",275,4.00%
"2019, 12",807221,AR,Lee County,2019,December,Not Adj,Arkansas,"2,707","2,838",131,4.60%
"2019, 12",807242,AR,Lincoln County,2019,December,Not Adj,Arkansas,"3,766","3,932",166,4.20%
"2019, 12",807255,AR,Little River County,2019,December,Not Adj,Arkansas,"5,297","5,523",226,4.10%
"2019, 12",807276,AR,Logan County,2019,December,Not Adj,Arkansas,"8,167","8,551",384,4.50%
"2019, 12",807289,AR,Lonoke County,2019,December,Not Adj,Arkansas,"33,076","34,203","1,127",3.30%
"2019, 12",807310,AR,Madison County,2019,December,Not Adj,Arkansas,"7,313","7,481",168,2.20%
"2019, 12",807323,AR,Marion County,2019,December,Not Adj,Arkansas,"6,321","6,579",258,3.90%
"2019, 12",807344,AR,Miller County,2019,December,Not Adj,Arkansas,"18,982","19,724",742,3.80%
"2019, 12",807357,AR,Mississippi County,2019,December,Not Adj,Arkansas,"16,421","17,257",836,4.80%
"2019, 12",807378,AR,Monroe County,2019,December,Not Adj,Arkansas,"2,622","2,747",125,4.60%
"2019, 12",807391,AR,Montgomery County,2019,December,Not Adj,Arkansas,"2,762","2,891",129,4.50%
"2019, 12",807412,AR,Nevada County,2019,December,Not Adj,Arkansas,"3,471","3,600",129,3.60%
"2019, 12",807425,AR,Newton County,2019,December,Not Adj,Arkansas,"3,213","3,325",112,3.40%
"2019, 12",807446,AR,Ouachita County,2019,December,Not Adj,Arkansas,"9,292","9,774",482,4.90%
"2019, 12",807459,AR,Perry County,2019,December,Not Adj,Arkansas,"4,063","4,215",152,3.60%
"2019, 12",807480,AR,Phillips County,2019,December,Not Adj,Arkansas,"5,938","6,329",391,6.20%
"2019, 12",807493,AR,Pike County,2019,December,Not Adj,Arkansas,"4,066","4,227",161,3.80%
"2019, 12",807514,AR,Poinsett County,2019,December,Not Adj,Arkansas,"10,037","10,386",349,3.40%
"2019, 12",807527,AR,Polk County,2019,December,Not Adj,Arkansas,"7,803","8,162",359,4.40%
"2019, 12",807548,AR,Pope County,2019,December,Not Adj,Arkansas,"27,693","28,903","1,210",4.20%
"2019, 12",807561,AR,Prairie County,2019,December,Not Adj,Arkansas,"3,442","3,599",157,4.40%
"2019, 12",807582,AR,Pulaski County,2019,December,Not Adj,Arkansas,"181,818","188,032","6,214",3.30%
"2019, 12",807595,AR,Randolph County,2019,December,Not Adj,Arkansas,"7,071","7,363",292,4.00%
"2019, 12",807616,AR,St. Francis County,2019,December,Not Adj,Arkansas,"7,716","8,095",379,4.70%
"2019, 12",807629,AR,Saline County,2019,December,Not Adj,Arkansas,"56,834","58,378","1,544",2.60%
"2019, 12",807650,AR,Scott County,2019,December,Not Adj,Arkansas,"4,176","4,320",144,3.30%
"2019, 12",807663,AR,Searcy County,2019,December,Not Adj,Arkansas,"2,674","2,819",145,5.10%
"2019, 12",807684,AR,Sebastian County,2019,December,Not Adj,Arkansas,"54,555","56,319","1,764",3.10%
"2019, 12",807697,AR,Sevier County,2019,December,Not Adj,Arkansas,"5,270","5,528",258,4.70%
"2019, 12",807718,AR,Sharp County,2019,December,Not Adj,Arkansas,"5,387","5,670",283,5.00%
"2019, 12",807731,AR,Stone County,2019,December,Not Adj,Arkansas,"4,402","4,613",211,4.60%
"2019, 12",807752,AR,Union County,2019,December,Not Adj,Arkansas,"14,947","15,788",841,5.30%
"2019, 12",807765,AR,Van Buren County,2019,December,Not Adj,Arkansas,"5,353","5,636",283,5.00%
"2019, 12",807786,AR,Washington County,2019,December,Not Adj,Arkansas,"122,658","125,398","2,740",2.20%
"2019, 12",807799,AR,White County,2019,December,Not Adj,Arkansas,"32,279","33,765","1,486",4.40%
"2019, 12",807820,AR,Woodruff County,2019,December,Not Adj,Arkansas,"2,634","2,773",139,5.00%
"2019, 12",807833,AR,Yell County,2019,December,Not Adj,Arkansas,"8,135","8,418",283,3.40%
"2019, 12",807854,AR,Bella Vista,2019,December,Not Adj,Arkansas,"11,893","12,248",355,2.90%
"2019, 12",807867,AR,Benton,2019,December,Not Adj,Arkansas,"16,905","17,356",451,2.60%
"2019, 12",807888,AR,Bentonville,2019,December,Not Adj,Arkansas,"26,521","27,074",553,2.00%
"2019, 12",807901,AR,Blytheville,2019,December,Not Adj,Arkansas,"5,531","5,891",360,6.10%
"2019, 12",807922,AR,Cabot,2019,December,Not Adj,Arkansas,"11,757","12,133",376,3.10%
"2019, 12",807935,AR,Conway,2019,December,Not Adj,Arkansas,"32,729","33,653",924,2.70%
"2019, 12",807956,AR,El Dorado,2019,December,Not Adj,Arkansas,"6,475","6,854",379,5.50%
"2019, 12",807969,AR,Fayetteville,2019,December,Not Adj,Arkansas,"47,134","48,244","1,110",2.30%
"2019, 12",807990,AR,Fort Smith,2019,December,Not Adj,Arkansas,"37,858","39,102","1,244",3.20%
"2019, 12",808003,AR,Hot Springs National Park (Hot Springs),2019,December,Not Adj,Arkansas,"13,867","14,434",567,3.90%
"2019, 12",808024,AR,Jacksonville,2019,December,Not Adj,Arkansas,"11,122","11,713",591,5.00%
"2019, 12",808037,AR,Jonesboro,2019,December,Not Adj,Arkansas,"38,379","39,391","1,012",2.60%
"2019, 12",808058,AR,Little Rock,2019,December,Not Adj,Arkansas,"93,594","96,600","3,006",3.10%
"2019, 12",808071,AR,North Little Rock,2019,December,Not Adj,Arkansas,"28,714","29,877","1,163",3.90%
"2019, 12",808092,AR,Paragould,2019,December,Not Adj,Arkansas,"12,205","12,638",433,3.40%
"2019, 12",808105,AR,Pine Bluff,2019,December,Not Adj,Arkansas,"15,381","16,355",974,6.00%
"2019, 12",808126,AR,Rogers,2019,December,Not Adj,Arkansas,"35,109","35,886",777,2.20%
"2019, 12",808139,AR,Russellville,2019,December,Not Adj,Arkansas,"12,875","13,337",462,3.50%
"2019, 12",808160,AR,Searcy,2019,December,Not Adj,Arkansas,"9,841","10,182",341,3.30%
"2019, 12",808173,AR,Sherwood,2019,December,Not Adj,Arkansas,"15,500","15,954",454,2.80%
"2019, 12",808194,AR,Springdale,2019,December,Not Adj,Arkansas,"38,828","39,679",851,2.10%
"2019, 12",808207,AR,Texarkana,2019,December,Not Adj,Arkansas,"13,043","13,603",560,4.10%
"2019, 12",808228,AR,Van Buren,2019,December,Not Adj,Arkansas,"10,078","10,385",307,3.00%
"2019, 12",808241,AR,West Memphis,2019,December,Not Adj,Arkansas,"10,072","10,532",460,4.40%
"2019, 11",806559,AR,Arkansas,2019,November,Not Adj,Arkansas,"1,320,158","1,361,974","41,816",3.10%
"2019, 11",806574,AR,Arkansas County,2019,November,Not Adj,Arkansas,"9,129","9,385",256,2.70%
"2019, 11",806595,AR,Ashley County,2019,November,Not Adj,Arkansas,"7,196","7,566",370,4.90%
"2019, 11",806608,AR,Baxter County,2019,November,Not Adj,Arkansas,"15,639","16,191",552,3.40%
"2019, 11",806629,AR,Benton County,2019,November,Not Adj,Arkansas,"135,615","138,707","3,092",2.20%
"2019, 11",806642,AR,Boone County,2019,November,Not Adj,Arkansas,"15,588","16,031",443,2.80%
"2019, 11",806663,AR,Bradley County,2019,November,Not Adj,Arkansas,"4,307","4,453",146,3.30%
"2019, 11",806676,AR,Calhoun County,2019,November,Not Adj,Arkansas,"2,352","2,443",91,3.70%
"2019, 11",806697,AR,Carroll County,2019,November,Not Adj,Arkansas,"12,402","12,720",318,2.50%
"2019, 11",806710,AR,Chicot County,2019,November,Not Adj,Arkansas,"3,053","3,239",186,5.70%
"2019, 11",806731,AR,Clark County,2019,November,Not Adj,Arkansas,"9,483","9,803",320,3.30%
"2019, 11",806744,AR,Clay County,2019,November,Not Adj,Arkansas,"5,368","5,613",245,4.40%
"2019, 11",806765,AR,Cleburne County,2019,November,Not Adj,Arkansas,"8,709","9,092",383,4.20%
"2019, 11",806778,AR,Cleveland County,2019,November,Not Adj,Arkansas,"3,098","3,213",115,3.60%
"2019, 11",806799,AR,Columbia County,2019,November,Not Adj,Arkansas,"8,868","9,224",356,3.90%
"2019, 11",806812,AR,Conway County,2019,November,Not Adj,Arkansas,"7,991","8,289",298,3.60%
"2019, 11",806833,AR,Craighead County,2019,November,Not Adj,Arkansas,"55,005","56,299","1,294",2.30%
"2019, 11",806846,AR,Crawford County,2019,November,Not Adj,Arkansas,"26,153","26,895",742,2.80%
"2019, 11",806867,AR,Crittenden County,2019,November,Not Adj,Arkansas,"20,765","21,511",746,3.50%
"2019, 11",806880,AR,Cross County,2019,November,Not Adj,Arkansas,"7,120","7,394",274,3.70%
"2019, 11",806901,AR,Dallas County,2019,November,Not Adj,Arkansas,"2,714","2,831",117,4.10%
"2019, 11",806914,AR,Desha County,2019,November,Not Adj,Arkansas,"5,200","5,410",210,3.90%
"2019, 11",806935,AR,Drew County,2019,November,Not Adj,Arkansas,"7,572","7,935",363,4.60%
"2019, 11",806948,AR,Faulkner County,2019,November,Not Adj,Arkansas,"60,443","62,075","1,632",2.60%
"2019, 11",806969,AR,Franklin County,2019,November,Not Adj,Arkansas,"7,239","7,457",218,2.90%
"2019, 11",806982,AR,Fulton County,2019,November,Not Adj,Arkansas,"4,770","4,925",155,3.10%
"2019, 11",807003,AR,Garland County,2019,November,Not Adj,Arkansas,"39,335","40,659","1,324",3.30%
"2019, 11",807016,AR,Grant County,2019,November,Not Adj,Arkansas,"8,134","8,379",245,2.90%
"2019, 11",807037,AR,Greene County,2019,November,Not Adj,Arkansas,"19,444","20,052",608,3.00%
"2019, 11",807050,AR,Hempstead County,2019,November,Not Adj,Arkansas,"9,544","9,869",325,3.30%
"2019, 11",807071,AR,Hot Spring County,2019,November,Not Adj,Arkansas,"13,549","13,983",434,3.10%
"2019, 11",807084,AR,Howard County,2019,November,Not Adj,Arkansas,"5,537","5,698",161,2.80%
"2019, 11",807105,AR,Independence County,2019,November,Not Adj,Arkansas,"15,952","16,553",601,3.60%
"2019, 11",807118,AR,Izard County,2019,November,Not Adj,Arkansas,"4,620","4,862",242,5.00%
"2019, 11",807139,AR,Jackson County,2019,November,Not Adj,Arkansas,"5,484","5,830",346,5.90%
"2019, 11",807152,AR,Jefferson County,2019,November,Not Adj,Arkansas,"26,303","27,654","1,351",4.90%
"2019, 11",807173,AR,Johnson County,2019,November,Not Adj,Arkansas,"9,900","10,263",363,3.50%
"2019, 11",807186,AR,Lafayette County,2019,November,Not Adj,Arkansas,"2,350","2,450",100,4.10%
"2019, 11",807207,AR,Lawrence County,2019,November,Not Adj,Arkansas,"6,617","6,868",251,3.70%
"2019, 11",807220,AR,Lee County,2019,November,Not Adj,Arkansas,"2,701","2,820",119,4.20%
"2019, 11",807241,AR,Lincoln County,2019,November,Not Adj,Arkansas,"3,782","3,927",145,3.70%
"2019, 11",807254,AR,Little River County,2019,November,Not Adj,Arkansas,"5,329","5,541",212,3.80%
"2019, 11",807275,AR,Logan County,2019,November,Not Adj,Arkansas,"8,196","8,532",336,3.90%
"2019, 11",807288,AR,Lonoke County,2019,November,Not Adj,Arkansas,"33,315","34,303",988,2.90%
"2019, 11",807309,AR,Madison County,2019,November,Not Adj,Arkansas,"7,329","7,490",161,2.10%
"2019, 11",807322,AR,Marion County,2019,November,Not Adj,Arkansas,"6,354","6,573",219,3.30%
"2019, 11",807343,AR,Miller County,2019,November,Not Adj,Arkansas,"19,082","19,772",690,3.50%
"2019, 11",807356,AR,Mississippi County,2019,November,Not Adj,Arkansas,"16,530","17,233",703,4.10%
"2019, 11",807377,AR,Monroe County,2019,November,Not Adj,Arkansas,"2,611","2,718",107,3.90%
"2019, 11",807390,AR,Montgomery County,2019,November,Not Adj,Arkansas,"2,766","2,891",125,4.30%
"2019, 11",807411,AR,Nevada County,2019,November,Not Adj,Arkansas,"3,504","3,625",121,3.30%
"2019, 11",807424,AR,Newton County,2019,November,Not Adj,Arkansas,"3,224","3,323",99,3.00%
"2019, 11",807445,AR,Ouachita County,2019,November,Not Adj,Arkansas,"9,355","9,787",432,4.40%
"2019, 11",807458,AR,Perry County,2019,November,Not Adj,Arkansas,"4,087","4,221",134,3.20%
"2019, 11",807479,AR,Phillips County,2019,November,Not Adj,Arkansas,"5,961","6,306",345,5.50%
"2019, 11",807492,AR,Pike County,2019,November,Not Adj,Arkansas,"4,059","4,204",145,3.40%
"2019, 11",807513,AR,Poinsett County,2019,November,Not Adj,Arkansas,"10,089","10,391",302,2.90%
"2019, 11",807526,AR,Polk County,2019,November,Not Adj,Arkansas,"7,823","8,151",328,4.00%
"2019, 11",807547,AR,Pope County,2019,November,Not Adj,Arkansas,"27,905","28,922","1,017",3.50%
"2019, 11",807560,AR,Prairie County,2019,November,Not Adj,Arkansas,"3,443","3,576",133,3.70%
"2019, 11",807581,AR,Pulaski County,2019,November,Not Adj,Arkansas,"183,501","189,276","5,775",3.10%
"2019, 11",807594,AR,Randolph County,2019,November,Not Adj,Arkansas,"7,106","7,345",239,3.30%
"2019, 11",807615,AR,St. Francis County,2019,November,Not Adj,Arkansas,"7,766","8,111",345,4.30%
"2019, 11",807628,AR,Saline County,2019,November,Not Adj,Arkansas,"57,355","58,825","1,470",2.50%
"2019, 11",807649,AR,Scott County,2019,November,Not Adj,Arkansas,"4,175","4,307",132,3.10%
"2019, 11",807662,AR,Searcy County,2019,November,Not Adj,Arkansas,"2,698","2,814",116,4.10%
"2019, 11",807683,AR,Sebastian County,2019,November,Not Adj,Arkansas,"55,087","56,702","1,615",2.80%
"2019, 11",807696,AR,Sevier County,2019,November,Not Adj,Arkansas,"5,275","5,498",223,4.10%
"2019, 11",807717,AR,Sharp County,2019,November,Not Adj,Arkansas,"5,428","5,681",253,4.50%
"2019, 11",807730,AR,Stone County,2019,November,Not Adj,Arkansas,"4,433","4,623",190,4.10%
"2019, 11",807751,AR,Union County,2019,November,Not Adj,Arkansas,"15,011","15,776",765,4.80%
"2019, 11",807764,AR,Van Buren County,2019,November,Not Adj,Arkansas,"5,415","5,662",247,4.40%
"2019, 11",807785,AR,Washington County,2019,November,Not Adj,Arkansas,"123,692","126,299","2,607",2.10%
"2019, 11",807798,AR,White County,2019,November,Not Adj,Arkansas,"32,436","33,758","1,322",3.90%
"2019, 11",807819,AR,Woodruff County,2019,November,Not Adj,Arkansas,"2,625","2,753",128,4.60%
"2019, 11",807832,AR,Yell County,2019,November,Not Adj,Arkansas,"8,160","8,415",255,3.00%
"2019, 11",807853,AR,Bella Vista,2019,November,Not Adj,Arkansas,"11,995","12,343",348,2.80%
"2019, 11",807866,AR,Benton,2019,November,Not Adj,Arkansas,"17,060","17,492",432,2.50%
"2019, 11",807887,AR,Bentonville,2019,November,Not Adj,Arkansas,"26,749","27,280",531,1.90%
"2019, 11",807900,AR,Blytheville,2019,November,Not Adj,Arkansas,"5,567","5,857",290,5.00%
"2019, 11",807921,AR,Cabot,2019,November,Not Adj,Arkansas,"11,842","12,194",352,2.90%
"2019, 11",807934,AR,Conway,2019,November,Not Adj,Arkansas,"33,009","33,859",850,2.50%
"2019, 11",807955,AR,El Dorado,2019,November,Not Adj,Arkansas,"6,502","6,853",351,5.10%
"2019, 11",807968,AR,Fayetteville,2019,November,Not Adj,Arkansas,"47,531","48,600","1,069",2.20%
"2019, 11",807989,AR,Fort Smith,2019,November,Not Adj,Arkansas,"38,227","39,367","1,140",2.90%
"2019, 11",808002,AR,Hot Springs National Park (Hot Springs),2019,November,Not Adj,Arkansas,"13,983","14,515",532,3.70%
"2019, 11",808023,AR,Jacksonville,2019,November,Not Adj,Arkansas,"11,225","11,724",499,4.30%
"2019, 11",808036,AR,Jonesboro,2019,November,Not Adj,Arkansas,"38,721","39,633",912,2.30%
"2019, 11",808057,AR,Little Rock,2019,November,Not Adj,Arkansas,"94,460","97,391","2,931",3.00%
"2019, 11",808070,AR,North Little Rock,2019,November,Not Adj,Arkansas,"28,979","29,984","1,005",3.40%
"2019, 11",808091,AR,Paragould,2019,November,Not Adj,Arkansas,"12,286","12,689",403,3.20%
"2019, 11",808104,AR,Pine Bluff,2019,November,Not Adj,Arkansas,"15,541","16,497",956,5.80%
"2019, 11",808125,AR,Rogers,2019,November,Not Adj,Arkansas,"35,410","36,152",742,2.10%
"2019, 11",808138,AR,Russellville,2019,November,Not Adj,Arkansas,"12,974","13,385",411,3.10%
"2019, 11",808159,AR,Searcy,2019,November,Not Adj,Arkansas,"9,889","10,209",320,3.10%
"2019, 11",808172,AR,Sherwood,2019,November,Not Adj,Arkansas,"15,644","16,069",425,2.60%
"2019, 11",808193,AR,Springdale,2019,November,Not Adj,Arkansas,"39,157","39,981",824,2.10%
"2019, 11",808206,AR,Texarkana,2019,November,Not Adj,Arkansas,"13,112","13,622",510,3.70%
"2019, 11",808227,AR,Van Buren,2019,November,Not Adj,Arkansas,"10,168","10,449",281,2.70%
"2019, 11",808240,AR,West Memphis,2019,November,Not Adj,Arkansas,"10,178","10,611",433,4.10%
"2019, 10",806557,AR,Arkansas,2019,October,Not Adj,Arkansas,"1,324,968","1,367,199","42,231",3.10%
"2019, 10",806573,AR,Arkansas County,2019,October,Not Adj,Arkansas,"9,211","9,450",239,2.50%
"2019, 10",806594,AR,Ashley County,2019,October,Not Adj,Arkansas,"7,265","7,592",327,4.30%
"2019, 10",806607,AR,Baxter County,2019,October,Not Adj,Arkansas,"15,670","16,215",545,3.40%
"2019, 10",806628,AR,Benton County,2019,October,Not Adj,Arkansas,"135,989","139,190","3,201",2.30%
"2019, 10",806641,AR,Boone County,2019,October,Not Adj,Arkansas,"15,643","16,101",458,2.80%
"2019, 10",806662,AR,Bradley County,2019,October,Not Adj,Arkansas,"4,362","4,516",154,3.40%
"2019, 10",806675,AR,Calhoun County,2019,October,Not Adj,Arkansas,"2,377","2,459",82,3.30%
"2019, 10",806696,AR,Carroll County,2019,October,Not Adj,Arkansas,"12,749","13,075",326,2.50%
"2019, 10",806709,AR,Chicot County,2019,October,Not Adj,Arkansas,"3,097","3,279",182,5.60%
"2019, 10",806730,AR,Clark County,2019,October,Not Adj,Arkansas,"9,493","9,821",328,3.30%
"2019, 10",806743,AR,Clay County,2019,October,Not Adj,Arkansas,"5,429","5,642",213,3.80%
"2019, 10",806764,AR,Cleburne County,2019,October,Not Adj,Arkansas,"8,779","9,160",381,4.20%
"2019, 10",806777,AR,Cleveland County,2019,October,Not Adj,Arkansas,"3,128","3,243",115,3.50%
"2019, 10",806798,AR,Columbia County,2019,October,Not Adj,Arkansas,"8,889","9,247",358,3.90%
"2019, 10",806811,AR,Conway County,2019,October,Not Adj,Arkansas,"8,030","8,340",310,3.70%
"2019, 10",806832,AR,Craighead County,2019,October,Not Adj,Arkansas,"54,998","56,337","1,339",2.40%
"2019, 10",806845,AR,Crawford County,2019,October,Not Adj,Arkansas,"26,121","26,915",794,3.00%
"2019, 10",806866,AR,Crittenden County,2019,October,Not Adj,Arkansas,"20,660","21,432",772,3.60%
"2019, 10",806879,AR,Cross County,2019,October,Not Adj,Arkansas,"7,195","7,469",274,3.70%
"2019, 10",806900,AR,Dallas County,2019,October,Not Adj,Arkansas,"2,729","2,841",112,3.90%
"2019, 10",806913,AR,Desha County,2019,October,Not Adj,Arkansas,"5,258","5,462",204,3.70%
"2019, 10",806934,AR,Drew County,2019,October,Not Adj,Arkansas,"7,612","7,952",340,4.30%
"2019, 10",806947,AR,Faulkner County,2019,October,Not Adj,Arkansas,"60,622","62,297","1,675",2.70%
"2019, 10",806968,AR,Franklin County,2019,October,Not Adj,Arkansas,"7,328","7,554",226,3.00%
"2019, 10",806981,AR,Fulton County,2019,October,Not Adj,Arkansas,"4,797","4,956",159,3.20%
"2019, 10",807002,AR,Garland County,2019,October,Not Adj,Arkansas,"39,546","40,921","1,375",3.40%
"2019, 10",807015,AR,Grant County,2019,October,Not Adj,Arkansas,"8,174","8,417",243,2.90%
"2019, 10",807036,AR,Greene County,2019,October,Not Adj,Arkansas,"19,526","20,130",604,3.00%
"2019, 10",807049,AR,Hempstead County,2019,October,Not Adj,Arkansas,"9,611","9,943",332,3.30%
"2019, 10",807070,AR,Hot Spring County,2019,October,Not Adj,Arkansas,"13,588","14,049",461,3.30%
"2019, 10",807083,AR,Howard County,2019,October,Not Adj,Arkansas,"5,578","5,733",155,2.70%
"2019, 10",807104,AR,Independence County,2019,October,Not Adj,Arkansas,"15,977","16,570",593,3.60%
"2019, 10",807117,AR,Izard County,2019,October,Not Adj,Arkansas,"4,644","4,857",213,4.40%
"2019, 10",807138,AR,Jackson County,2019,October,Not Adj,Arkansas,"5,540","5,884",344,5.80%
"2019, 10",807151,AR,Jefferson County,2019,October,Not Adj,Arkansas,"26,440","27,765","1,325",4.80%
"2019, 10",807172,AR,Johnson County,2019,October,Not Adj,Arkansas,"9,862","10,237",375,3.70%
"2019, 10",807185,AR,Lafayette County,2019,October,Not Adj,Arkansas,"2,358","2,463",105,4.30%
"2019, 10",807206,AR,Lawrence County,2019,October,Not Adj,Arkansas,"6,661","6,897",236,3.40%
"2019, 10",807219,AR,Lee County,2019,October,Not Adj,Arkansas,"2,742","2,854",112,3.90%
"2019, 10",807240,AR,Lincoln County,2019,October,Not Adj,Arkansas,"3,820","3,967",147,3.70%
"2019, 10",807253,AR,Little River County,2019,October,Not Adj,Arkansas,"5,308","5,519",211,3.80%
"2019, 10",807274,AR,Logan County,2019,October,Not Adj,Arkansas,"8,245","8,597",352,4.10%
"2019, 10",807287,AR,Lonoke County,2019,October,Not Adj,Arkansas,"33,475","34,462",987,2.90%
"2019, 10",807308,AR,Madison County,2019,October,Not Adj,Arkansas,"7,398","7,577",179,2.40%
"2019, 10",807321,AR,Marion County,2019,October,Not Adj,Arkansas,"6,399","6,636",237,3.60%
"2019, 10",807342,AR,Miller County,2019,October,Not Adj,Arkansas,"19,002","19,685",683,3.50%
"2019, 10",807355,AR,Mississippi County,2019,October,Not Adj,Arkansas,"16,702","17,393",691,4.00%
"2019, 10",807376,AR,Monroe County,2019,October,Not Adj,Arkansas,"2,661","2,767",106,3.80%
"2019, 10",807389,AR,Montgomery County,2019,October,Not Adj,Arkansas,"2,819","2,941",122,4.10%
"2019, 10",807410,AR,Nevada County,2019,October,Not Adj,Arkansas,"3,520","3,649",129,3.50%
"2019, 10",807423,AR,Newton County,2019,October,Not Adj,Arkansas,"3,245","3,342",97,2.90%
"2019, 10",807444,AR,Ouachita County,2019,October,Not Adj,Arkansas,"9,408","9,840",432,4.40%
"2019, 10",807457,AR,Perry County,2019,October,Not Adj,Arkansas,"4,108","4,245",137,3.20%
"2019, 10",807478,AR,Phillips County,2019,October,Not Adj,Arkansas,"6,000","6,336",336,5.30%
"2019, 10",807491,AR,Pike County,2019,October,Not Adj,Arkansas,"4,098","4,245",147,3.50%
"2019, 10",807512,AR,Poinsett County,2019,October,Not Adj,Arkansas,"10,131","10,438",307,2.90%
"2019, 10",807525,AR,Polk County,2019,October,Not Adj,Arkansas,"7,837","8,159",322,3.90%
"2019, 10",807546,AR,Pope County,2019,October,Not Adj,Arkansas,"28,034","29,011",977,3.40%
"2019, 10",807559,AR,Prairie County,2019,October,Not Adj,Arkansas,"3,484","3,612",128,3.50%
"2019, 10",807580,AR,Pulaski County,2019,October,Not Adj,Arkansas,"183,949","189,786","5,837",3.10%
"2019, 10",807593,AR,Randolph County,2019,October,Not Adj,Arkansas,"7,152","7,382",230,3.10%
"2019, 10",807614,AR,St. Francis County,2019,October,Not Adj,Arkansas,"7,832","8,181",349,4.30%
"2019, 10",807627,AR,Saline County,2019,October,Not Adj,Arkansas,"57,494","59,026","1,532",2.60%
"2019, 10",807648,AR,Scott County,2019,October,Not Adj,Arkansas,"4,212","4,346",134,3.10%
"2019, 10",807661,AR,Searcy County,2019,October,Not Adj,Arkansas,"2,728","2,848",120,4.20%
"2019, 10",807682,AR,Sebastian County,2019,October,Not Adj,Arkansas,"54,959","56,640","1,681",3.00%
"2019, 10",807695,AR,Sevier County,2019,October,Not Adj,Arkansas,"5,311","5,549",238,4.30%
"2019, 10",807716,AR,Sharp County,2019,October,Not Adj,Arkansas,"5,470","5,723",253,4.40%
"2019, 10",807729,AR,Stone County,2019,October,Not Adj,Arkansas,"4,504","4,680",176,3.80%
"2019, 10",807750,AR,Union County,2019,October,Not Adj,Arkansas,"15,082","15,816",734,4.60%
"2019, 10",807763,AR,Van Buren County,2019,October,Not Adj,Arkansas,"5,453","5,698",245,4.30%
"2019, 10",807784,AR,Washington County,2019,October,Not Adj,Arkansas,"124,020","126,763","2,743",2.20%
"2019, 10",807797,AR,White County,2019,October,Not Adj,Arkansas,"32,512","33,766","1,254",3.70%
"2019, 10",807818,AR,Woodruff County,2019,October,Not Adj,Arkansas,"2,678","2,803",125,4.50%
"2019, 10",807831,AR,Yell County,2019,October,Not Adj,Arkansas,"8,239","8,507",268,3.20%
"2019, 10",807852,AR,Bella Vista,2019,October,Not Adj,Arkansas,"12,028","12,375",347,2.80%
"2019, 10",807865,AR,Benton,2019,October,Not Adj,Arkansas,"17,102","17,563",461,2.60%
"2019, 10",807886,AR,Bentonville,2019,October,Not Adj,Arkansas,"26,822","27,369",547,2.00%
