Number of Records,Region,Adjustment,area,Area,Area Type,areatype,Employed,Labor Force,Period,periodtype,Year,Period Type,Preliminary or Final,stfips,Unemployed,Unemployment Rate
1,MI,Not Adj,29000,"Flint city, MI",City,11,30629,34363,July,3,2019,Monthly,Final,26,3734,10.90%
1,MI,Not Adj,29000,"Flint city, MI",City,11,30909,33793,August,3,2019,Monthly,Final,26,2884,8.50%
1,MI,Not Adj,29000,"Flint city, MI",City,11,30577,32913,September,3,2019,Monthly,Final,26,2336,7.10%
1,MI,Not Adj,29000,"Flint city, MI",City,11,30908,33659,October,3,2019,Monthly,Final,26,2751,8.20%
1,MI,Not Adj,29000,"Flint city, MI",City,11,31279,33573,November,3,2019,Monthly,Final,26,2294,6.80%
1,MI,Not Adj,29000,"Flint city, MI",City,11,31155,33579,December,3,2019,Monthly,Final,26,2424,7.20%
1,MI,Not Adj,29020,"Flint charter township, MI",City,11,13736,14221,February,3,2020,Monthly,Final,26,485,3.40%
1,MI,Not Adj,29020,"Flint charter township, MI",City,11,13355,13837,March,3,2020,Monthly,Final,26,482,3.50%
1,MI,Not Adj,29020,"Flint charter township, MI",City,11,9934,13486,April,3,2020,Monthly,Final,26,3552,26.30%
1,MI,Not Adj,29020,"Flint charter township, MI",City,11,11290,14337,May,3,2020,Monthly,Preliminary,26,3047,21.30%
1,MI,Not Adj,29020,"Flint charter township, MI",City,11,13483,14040,August,3,2019,Monthly,Final,26,557,4.00%
1,MI,Not Adj,29020,"Flint charter township, MI",City,11,13338,13789,September,3,2019,Monthly,Final,26,451,3.30%
1,MI,Not Adj,29020,"Flint charter township, MI",City,11,13483,14014,October,3,2019,Monthly,Final,26,531,3.80%
1,MI,Not Adj,29020,"Flint charter township, MI",City,11,13644,14087,November,3,2019,Monthly,Final,26,443,3.10%
1,MI,Not Adj,29020,"Flint charter township, MI",City,11,13590,14058,December,3,2019,Monthly,Final,26,468,3.30%
1,MI,Not Adj,29020,"Flint charter township, MI",City,11,13426,14011,January,3,2020,Monthly,Final,26,585,4.20%
1,MI,Not Adj,29020,"Flint charter township, MI",City,11,13329,13963,February,3,2019,Monthly,Final,26,634,4.50%
1,MI,Not Adj,29020,"Flint charter township, MI",City,11,13306,13943,March,3,2019,Monthly,Final,26,637,4.60%
1,MI,Not Adj,29020,"Flint charter township, MI",City,11,13402,13914,April,3,2019,Monthly,Final,26,512,3.70%
1,MI,Not Adj,29020,"Flint charter township, MI",City,11,13199,13855,May,3,2019,Monthly,Final,26,656,4.70%
1,MI,Not Adj,29020,"Flint charter township, MI",City,11,13509,14148,June,3,2019,Monthly,Final,26,639,4.50%
1,MI,Not Adj,29020,"Flint charter township, MI",City,11,13361,14082,July,3,2019,Monthly,Final,26,721,5.10%
1,MI,Not Adj,29020,"Flint charter township, MI",City,11,13205,13903,January,3,2019,Monthly,Final,26,698,5.00%
1,MI,Not Adj,31240,"Gaines charter township, MI",City,11,14912,15340,January,3,2019,Monthly,Final,26,428,2.80%
1,MI,Not Adj,31240,"Gaines charter township, MI",City,11,15066,15467,February,3,2019,Monthly,Final,26,401,2.60%
1,MI,Not Adj,31240,"Gaines charter township, MI",City,11,15040,15460,March,3,2019,Monthly,Final,26,420,2.70%
1,MI,Not Adj,31240,"Gaines charter township, MI",City,11,15022,15349,April,3,2019,Monthly,Final,26,327,2.10%
1,MI,Not Adj,31240,"Gaines charter township, MI",City,11,15093,15453,May,3,2019,Monthly,Final,26,360,2.30%
1,MI,Not Adj,31240,"Gaines charter township, MI",City,11,15164,15584,June,3,2019,Monthly,Final,26,420,2.70%
1,MI,Not Adj,31240,"Gaines charter township, MI",City,11,15010,15375,January,3,2020,Monthly,Final,26,365,2.40%
1,MI,Not Adj,31240,"Gaines charter township, MI",City,11,15321,15633,February,3,2020,Monthly,Final,26,312,2.00%
1,MI,Not Adj,31240,"Gaines charter township, MI",City,11,14942,15261,March,3,2020,Monthly,Final,26,319,2.10%
1,MI,Not Adj,31240,"Gaines charter township, MI",City,11,11368,13943,April,3,2020,Monthly,Final,26,2575,18.50%
1,MI,Not Adj,31240,"Gaines charter township, MI",City,11,12819,15059,May,3,2020,Monthly,Preliminary,26,2240,14.90%
1,MI,Not Adj,31240,"Gaines charter township, MI",City,11,14917,15420,July,3,2019,Monthly,Final,26,503,3.30%
1,MI,Not Adj,31240,"Gaines charter township, MI",City,11,14987,15380,August,3,2019,Monthly,Final,26,393,2.60%
1,MI,Not Adj,31240,"Gaines charter township, MI",City,11,14880,15207,September,3,2019,Monthly,Final,26,327,2.20%
1,MI,Not Adj,31240,"Gaines charter township, MI",City,11,14963,15261,October,3,2019,Monthly,Final,26,298,2.00%
1,MI,Not Adj,31240,"Gaines charter township, MI",City,11,15079,15375,November,3,2019,Monthly,Final,26,296,1.90%
1,MI,Not Adj,31240,"Gaines charter township, MI",City,11,14965,15268,December,3,2019,Monthly,Final,26,303,2.00%
1,MI,Not Adj,31420,"Garden City city, MI",City,11,14423,15026,January,3,2019,Monthly,Final,26,603,4.00%
1,MI,Not Adj,31420,"Garden City city, MI",City,11,14493,15017,February,3,2019,Monthly,Final,26,524,3.50%
1,MI,Not Adj,31420,"Garden City city, MI",City,11,14509,15053,March,3,2019,Monthly,Final,26,544,3.60%
1,MI,Not Adj,31420,"Garden City city, MI",City,11,14410,14843,April,3,2019,Monthly,Final,26,433,2.90%
1,MI,Not Adj,31420,"Garden City city, MI",City,11,14447,14907,May,3,2019,Monthly,Final,26,460,3.10%
1,MI,Not Adj,31420,"Garden City city, MI",City,11,14474,15007,June,3,2019,Monthly,Final,26,533,3.60%
1,MI,Not Adj,31420,"Garden City city, MI",City,11,14602,15120,January,3,2020,Monthly,Final,26,518,3.40%
1,MI,Not Adj,31420,"Garden City city, MI",City,11,14583,15023,February,3,2020,Monthly,Final,26,440,2.90%
1,MI,Not Adj,31420,"Garden City city, MI",City,11,14533,15084,March,3,2020,Monthly,Final,26,551,3.70%
1,MI,Not Adj,31420,"Garden City city, MI",City,11,10240,12596,April,3,2020,Monthly,Final,26,2356,18.70%
1,MI,Not Adj,31420,"Garden City city, MI",City,11,10270,12716,May,3,2020,Monthly,Preliminary,26,2446,19.20%
1,MI,Not Adj,31420,"Garden City city, MI",City,11,14562,15235,July,3,2019,Monthly,Final,26,673,4.40%
1,MI,Not Adj,31420,"Garden City city, MI",City,11,14633,15216,August,3,2019,Monthly,Final,26,583,3.80%
1,MI,Not Adj,31420,"Garden City city, MI",City,11,14734,15214,September,3,2019,Monthly,Final,26,480,3.20%
1,MI,Not Adj,31420,"Garden City city, MI",City,11,14757,15245,October,3,2019,Monthly,Final,26,488,3.20%
1,MI,Not Adj,31420,"Garden City city, MI",City,11,14681,15105,November,3,2019,Monthly,Final,26,424,2.80%
1,MI,Not Adj,31420,"Garden City city, MI",City,11,14709,15164,December,3,2019,Monthly,Final,26,455,3.00%
1,MI,Not Adj,31880,"Georgetown charter township, MI",City,11,29931,30400,February,3,2020,Monthly,Final,26,469,1.50%
1,MI,Not Adj,31880,"Georgetown charter township, MI",City,11,29217,29697,March,3,2020,Monthly,Final,26,480,1.60%
1,MI,Not Adj,31880,"Georgetown charter township, MI",City,11,22319,26272,April,3,2020,Monthly,Final,26,3953,15.00%
1,MI,Not Adj,31880,"Georgetown charter township, MI",City,11,25180,28437,May,3,2020,Monthly,Preliminary,26,3257,11.50%
1,MI,Not Adj,31880,"Georgetown charter township, MI",City,11,29437,30016,August,3,2019,Monthly,Final,26,579,1.90%
1,MI,Not Adj,31880,"Georgetown charter township, MI",City,11,29198,29700,September,3,2019,Monthly,Final,26,502,1.70%
1,MI,Not Adj,31880,"Georgetown charter township, MI",City,11,29329,29770,October,3,2019,Monthly,Final,26,441,1.50%
1,MI,Not Adj,31880,"Georgetown charter township, MI",City,11,29485,29921,November,3,2019,Monthly,Final,26,436,1.50%
1,MI,Not Adj,31880,"Georgetown charter township, MI",City,11,29240,29692,December,3,2019,Monthly,Final,26,452,1.50%
1,MI,Not Adj,31880,"Georgetown charter township, MI",City,11,29314,29851,January,3,2020,Monthly,Final,26,537,1.80%
1,MI,Not Adj,31880,"Georgetown charter township, MI",City,11,29433,30038,February,3,2019,Monthly,Final,26,605,2.00%
1,MI,Not Adj,31880,"Georgetown charter township, MI",City,11,29407,30050,March,3,2019,Monthly,Final,26,643,2.10%
1,MI,Not Adj,31880,"Georgetown charter township, MI",City,11,29387,29882,April,3,2019,Monthly,Final,26,495,1.70%
1,MI,Not Adj,31880,"Georgetown charter township, MI",City,11,29562,30093,May,3,2019,Monthly,Final,26,531,1.80%
1,MI,Not Adj,31880,"Georgetown charter township, MI",City,11,29712,30351,June,3,2019,Monthly,Final,26,639,2.10%
1,MI,Not Adj,31880,"Georgetown charter township, MI",City,11,29295,30040,July,3,2019,Monthly,Final,26,745,2.50%
1,MI,Not Adj,31880,"Georgetown charter township, MI",City,11,29120,29760,January,3,2019,Monthly,Final,26,640,2.20%
1,MI,Not Adj,33300,"Grand Blanc charter township, MI",City,11,18512,18995,February,3,2020,Monthly,Final,26,483,2.50%
1,MI,Not Adj,33300,"Grand Blanc charter township, MI",City,11,17999,18479,March,3,2020,Monthly,Final,26,480,2.60%
1,MI,Not Adj,33300,"Grand Blanc charter township, MI",City,11,13387,16924,April,3,2020,Monthly,Final,26,3537,20.90%
1,MI,Not Adj,33300,"Grand Blanc charter township, MI",City,11,15215,18249,May,3,2020,Monthly,Preliminary,26,3034,16.60%
1,MI,Not Adj,33300,"Grand Blanc charter township, MI",City,11,18170,18724,August,3,2019,Monthly,Final,26,554,3.00%
1,MI,Not Adj,33300,"Grand Blanc charter township, MI",City,11,17976,18425,September,3,2019,Monthly,Final,26,449,2.40%
1,MI,Not Adj,33300,"Grand Blanc charter township, MI",City,11,18170,18699,October,3,2019,Monthly,Final,26,529,2.80%
1,MI,Not Adj,33300,"Grand Blanc charter township, MI",City,11,18388,18829,November,3,2019,Monthly,Final,26,441,2.30%
1,MI,Not Adj,33300,"Grand Blanc charter township, MI",City,11,18315,18781,December,3,2019,Monthly,Final,26,466,2.50%
1,MI,Not Adj,33300,"Grand Blanc charter township, MI",City,11,18094,18677,January,3,2020,Monthly,Final,26,583,3.10%
1,MI,Not Adj,33300,"Grand Blanc charter township, MI",City,11,17963,18594,February,3,2019,Monthly,Final,26,631,3.40%
1,MI,Not Adj,33300,"Grand Blanc charter township, MI",City,11,17932,18566,March,3,2019,Monthly,Final,26,634,3.40%
1,MI,Not Adj,33300,"Grand Blanc charter township, MI",City,11,18062,18572,April,3,2019,Monthly,Final,26,510,2.70%
1,MI,Not Adj,33300,"Grand Blanc charter township, MI",City,11,17787,18440,May,3,2019,Monthly,Final,26,653,3.50%
1,MI,Not Adj,33300,"Grand Blanc charter township, MI",City,11,18206,18842,June,3,2019,Monthly,Final,26,636,3.40%
1,MI,Not Adj,33300,"Grand Blanc charter township, MI",City,11,18006,18724,July,3,2019,Monthly,Final,26,718,3.80%
1,MI,Not Adj,33300,"Grand Blanc charter township, MI",City,11,17796,18491,January,3,2019,Monthly,Final,26,695,3.80%
1,MI,Not Adj,34000,"Grand Rapids city, MI",City,11,103097,106478,February,3,2020,Monthly,Final,26,3381,3.20%
1,MI,Not Adj,34000,"Grand Rapids city, MI",City,11,100546,104001,March,3,2020,Monthly,Final,26,3455,3.30%
1,MI,Not Adj,34000,"Grand Rapids city, MI",City,11,76495,104380,April,3,2020,Monthly,Final,26,27885,26.70%
1,MI,Not Adj,34000,"Grand Rapids city, MI",City,11,86263,110525,May,3,2020,Monthly,Preliminary,26,24262,22.00%
1,MI,Not Adj,34000,"Grand Rapids city, MI",City,11,100853,105107,August,3,2019,Monthly,Final,26,4254,4.00%
1,MI,Not Adj,34000,"Grand Rapids city, MI",City,11,100133,103675,September,3,2019,Monthly,Final,26,3542,3.40%
1,MI,Not Adj,34000,"Grand Rapids city, MI",City,11,100688,103912,October,3,2019,Monthly,Final,26,3224,3.10%
1,MI,Not Adj,34000,"Grand Rapids city, MI",City,11,101470,104676,November,3,2019,Monthly,Final,26,3206,3.10%
1,MI,Not Adj,34000,"Grand Rapids city, MI",City,11,100701,103987,December,3,2019,Monthly,Final,26,3286,3.20%
1,MI,Not Adj,34000,"Grand Rapids city, MI",City,11,101008,104960,January,3,2020,Monthly,Final,26,3952,3.80%
1,MI,Not Adj,34000,"Grand Rapids city, MI",City,11,101381,105725,February,3,2019,Monthly,Final,26,4344,4.10%
1,MI,Not Adj,34000,"Grand Rapids city, MI",City,11,101206,105754,March,3,2019,Monthly,Final,26,4548,4.30%
1,MI,Not Adj,34000,"Grand Rapids city, MI",City,11,101083,104623,April,3,2019,Monthly,Final,26,3540,3.40%
1,MI,Not Adj,34000,"Grand Rapids city, MI",City,11,101564,105467,May,3,2019,Monthly,Final,26,3903,3.70%
1,MI,Not Adj,34000,"Grand Rapids city, MI",City,11,102044,106593,June,3,2019,Monthly,Final,26,4549,4.30%
1,MI,Not Adj,34000,"Grand Rapids city, MI",City,11,100378,105829,July,3,2019,Monthly,Final,26,5451,5.20%
1,MI,Not Adj,34000,"Grand Rapids city, MI",City,11,100345,104983,January,3,2019,Monthly,Final,26,4638,4.40%
1,MI,Not Adj,36820,"Harrison charter township, MI",City,11,13564,14289,January,3,2019,Monthly,Final,26,725,5.10%
1,MI,Not Adj,36820,"Harrison charter township, MI",City,11,13678,14247,February,3,2019,Monthly,Final,26,569,4.00%
1,MI,Not Adj,36820,"Harrison charter township, MI",City,11,13682,14287,March,3,2019,Monthly,Final,26,605,4.20%
1,MI,Not Adj,36820,"Harrison charter township, MI",City,11,13617,14090,April,3,2019,Monthly,Final,26,473,3.40%
1,MI,Not Adj,36820,"Harrison charter township, MI",City,11,13708,14194,May,3,2019,Monthly,Final,26,486,3.40%
1,MI,Not Adj,36820,"Harrison charter township, MI",City,11,13755,14323,June,3,2019,Monthly,Final,26,568,4.00%
1,MI,Not Adj,36820,"Harrison charter township, MI",City,11,13713,14327,January,3,2020,Monthly,Final,26,614,4.30%
1,MI,Not Adj,36820,"Harrison charter township, MI",City,11,13754,14230,February,3,2020,Monthly,Final,26,476,3.30%
1,MI,Not Adj,36820,"Harrison charter township, MI",City,11,13744,14346,March,3,2020,Monthly,Final,26,602,4.20%
1,MI,Not Adj,36820,"Harrison charter township, MI",City,11,9529,12747,April,3,2020,Monthly,Final,26,3218,25.20%
1,MI,Not Adj,36820,"Harrison charter township, MI",City,11,9847,12896,May,3,2020,Monthly,Preliminary,26,3049,23.60%
1,MI,Not Adj,36820,"Harrison charter township, MI",City,11,13836,14505,July,3,2019,Monthly,Final,26,669,4.60%
1,MI,Not Adj,36820,"Harrison charter township, MI",City,11,13840,14448,August,3,2019,Monthly,Final,26,608,4.20%
1,MI,Not Adj,36820,"Harrison charter township, MI",City,11,13893,14400,September,3,2019,Monthly,Final,26,507,3.50%
1,MI,Not Adj,36820,"Harrison charter township, MI",City,11,13912,14430,October,3,2019,Monthly,Final,26,518,3.60%
1,MI,Not Adj,36820,"Harrison charter township, MI",City,11,13825,14278,November,3,2019,Monthly,Final,26,453,3.20%
1,MI,Not Adj,36820,"Harrison charter township, MI",City,11,13827,14302,December,3,2019,Monthly,Final,26,475,3.30%
1,MI,Not Adj,38180,"Highland Park city, MI",City,11,2941,3368,January,3,2019,Monthly,Final,26,427,12.70%
1,MI,Not Adj,38180,"Highland Park city, MI",City,11,2955,3326,February,3,2019,Monthly,Final,26,371,11.20%
1,MI,Not Adj,38180,"Highland Park city, MI",City,11,2958,3343,March,3,2019,Monthly,Final,26,385,11.50%
1,MI,Not Adj,38180,"Highland Park city, MI",City,11,2938,3244,April,3,2019,Monthly,Final,26,306,9.40%
1,MI,Not Adj,38180,"Highland Park city, MI",City,11,2946,3271,May,3,2019,Monthly,Final,26,325,9.90%
1,MI,Not Adj,38180,"Highland Park city, MI",City,11,2951,3328,June,3,2019,Monthly,Final,26,377,11.30%
1,MI,Not Adj,38180,"Highland Park city, MI",City,11,2978,3345,January,3,2020,Monthly,Final,26,367,11.00%
1,MI,Not Adj,38180,"Highland Park city, MI",City,11,2974,3286,February,3,2020,Monthly,Final,26,312,9.50%
1,MI,Not Adj,38180,"Highland Park city, MI",City,11,2963,3353,March,3,2020,Monthly,Final,26,390,11.60%
1,MI,Not Adj,38180,"Highland Park city, MI",City,11,2088,3756,April,3,2020,Monthly,Final,26,1668,44.40%
1,MI,Not Adj,38180,"Highland Park city, MI",City,11,2094,3826,May,3,2020,Monthly,Preliminary,26,1732,45.30%
1,MI,Not Adj,38180,"Highland Park city, MI",City,11,2969,3445,July,3,2019,Monthly,Final,26,476,13.80%
1,MI,Not Adj,38180,"Highland Park city, MI",City,11,2984,3397,August,3,2019,Monthly,Final,26,413,12.20%
1,MI,Not Adj,38180,"Highland Park city, MI",City,11,3004,3344,September,3,2019,Monthly,Final,26,340,10.20%
1,MI,Not Adj,38180,"Highland Park city, MI",City,11,3009,3354,October,3,2019,Monthly,Final,26,345,10.30%
1,MI,Not Adj,38180,"Highland Park city, MI",City,11,2994,3294,November,3,2019,Monthly,Final,26,300,9.10%
1,MI,Not Adj,38180,"Highland Park city, MI",City,11,2999,3321,December,3,2019,Monthly,Final,26,322,9.70%
1,MI,Not Adj,38641,"Holland city, Ottawa County part, MI",City,11,13053,13524,January,3,2019,Monthly,Final,26,471,3.50%
1,MI,Not Adj,38641,"Holland city, Ottawa County part, MI",City,11,13193,13639,February,3,2019,Monthly,Final,26,446,3.30%
1,MI,Not Adj,38641,"Holland city, Ottawa County part, MI",City,11,13182,13655,March,3,2019,Monthly,Final,26,473,3.50%
1,MI,Not Adj,38641,"Holland city, Ottawa County part, MI",City,11,13173,13537,April,3,2019,Monthly,Final,26,364,2.70%
1,MI,Not Adj,38641,"Holland city, Ottawa County part, MI",City,11,13251,13642,May,3,2019,Monthly,Final,26,391,2.90%
1,MI,Not Adj,38641,"Holland city, Ottawa County part, MI",City,11,13318,13788,June,3,2019,Monthly,Final,26,470,3.40%
1,MI,Not Adj,38641,"Holland city, Ottawa County part, MI",City,11,13140,13536,January,3,2020,Monthly,Final,26,396,2.90%
1,MI,Not Adj,38641,"Holland city, Ottawa County part, MI",City,11,13416,13761,February,3,2020,Monthly,Final,26,345,2.50%
1,MI,Not Adj,38641,"Holland city, Ottawa County part, MI",City,11,13096,13449,March,3,2020,Monthly,Final,26,353,2.60%
1,MI,Not Adj,38641,"Holland city, Ottawa County part, MI",City,11,10004,12914,April,3,2020,Monthly,Final,26,2910,22.50%
1,MI,Not Adj,38641,"Holland city, Ottawa County part, MI",City,11,11287,13685,May,3,2020,Monthly,Preliminary,26,2398,17.50%
1,MI,Not Adj,38641,"Holland city, Ottawa County part, MI",City,11,13131,13680,July,3,2019,Monthly,Final,26,549,4.00%
1,MI,Not Adj,38641,"Holland city, Ottawa County part, MI",City,11,13195,13621,August,3,2019,Monthly,Final,26,426,3.10%
1,MI,Not Adj,38641,"Holland city, Ottawa County part, MI",City,11,13088,13458,September,3,2019,Monthly,Final,26,370,2.70%
1,MI,Not Adj,38641,"Holland city, Ottawa County part, MI",City,11,13147,13472,October,3,2019,Monthly,Final,26,325,2.40%
1,MI,Not Adj,38641,"Holland city, Ottawa County part, MI",City,11,13217,13538,November,3,2019,Monthly,Final,26,321,2.40%
1,MI,Not Adj,38641,"Holland city, Ottawa County part, MI",City,11,13107,13440,December,3,2019,Monthly,Final,26,333,2.50%
1,MI,Not Adj,38642,"Holland city, Allegan County part, MI",City,11,3424,3593,January,3,2019,Monthly,Final,26,169,4.70%
1,MI,Not Adj,38642,"Holland city, Allegan County part, MI",City,11,3448,3610,February,3,2019,Monthly,Final,26,162,4.50%
1,MI,Not Adj,38642,"Holland city, Allegan County part, MI",City,11,3453,3618,March,3,2019,Monthly,Final,26,165,4.60%
1,MI,Not Adj,38642,"Holland city, Allegan County part, MI",City,11,3474,3597,April,3,2019,Monthly,Final,26,123,3.40%
1,MI,Not Adj,38642,"Holland city, Allegan County part, MI",City,11,3536,3658,May,3,2019,Monthly,Final,26,122,3.30%
1,MI,Not Adj,38642,"Holland city, Allegan County part, MI",City,11,3574,3717,June,3,2019,Monthly,Final,26,143,3.80%
1,MI,Not Adj,38642,"Holland city, Allegan County part, MI",City,11,3467,3611,January,3,2020,Monthly,Final,26,144,4.00%
1,MI,Not Adj,38642,"Holland city, Allegan County part, MI",City,11,3528,3653,February,3,2020,Monthly,Final,26,125,3.40%
1,MI,Not Adj,38642,"Holland city, Allegan County part, MI",City,11,3454,3576,March,3,2020,Monthly,Final,26,122,3.40%
1,MI,Not Adj,38642,"Holland city, Allegan County part, MI",City,11,2597,3490,April,3,2020,Monthly,Final,26,893,25.60%
1,MI,Not Adj,38642,"Holland city, Allegan County part, MI",City,11,2981,3701,May,3,2020,Monthly,Preliminary,26,720,19.50%
1,MI,Not Adj,38642,"Holland city, Allegan County part, MI",City,11,3534,3702,July,3,2019,Monthly,Final,26,168,4.50%
1,MI,Not Adj,38642,"Holland city, Allegan County part, MI",City,11,3557,3686,August,3,2019,Monthly,Final,26,129,3.50%
1,MI,Not Adj,38642,"Holland city, Allegan County part, MI",City,11,3510,3618,September,3,2019,Monthly,Final,26,108,3.00%
1,MI,Not Adj,38642,"Holland city, Allegan County part, MI",City,11,3511,3608,October,3,2019,Monthly,Final,26,97,2.70%
1,MI,Not Adj,38642,"Holland city, Allegan County part, MI",City,11,3512,3612,November,3,2019,Monthly,Final,26,100,2.80%
1,MI,Not Adj,38642,"Holland city, Allegan County part, MI",City,11,3475,3591,December,3,2019,Monthly,Final,26,116,3.20%
1,MI,Not Adj,38660,"Holland charter township (Ottawa County), MI",City,11,21953,22475,February,3,2020,Monthly,Final,26,522,2.30%
1,MI,Not Adj,38660,"Holland charter township (Ottawa County), MI",City,11,21429,21963,March,3,2020,Monthly,Final,26,534,2.40%
