weekEnding,county,claims
1/4/14,BOONE,223
1/4/14,BOLLINGER,21
1/4/14,BENTON,50
1/4/14,BATES,34
1/4/14,BARTON,16
1/4/14,BARRY,72
1/4/14,AUDRAIN,36
1/4/14,ATCHISON,6
1/4/14,ANDREW,32
12/28/13,BUTLER,93
12/28/13,ST. LOUIS CITY,509
12/28/13,WRIGHT,21
12/28/13,WORTH,1
12/28/13,WEBSTER,41
12/28/13,WAYNE,36
12/28/13,WASHINGTON,56
12/28/13,WARREN,90
12/28/13,VERNON,30
12/28/13,TEXAS,27
12/28/13,TANEY,280
12/28/13,SULLIVAN,8
12/28/13,STONE,86
12/28/13,STODDARD,66
12/28/13,SHELBY,15
12/28/13,SHANNON,5
12/28/13,SCOTT,84
12/28/13,SCOTLAND,5
12/28/13,SCHUYLER,6
12/28/13,SALINE,53
12/28/13,ST. LOUIS,1099
12/28/13,ST. FRANCOIS,112
12/28/13,STE. GENEVIEVE,32
12/28/13,ST. CLAIR,14
12/28/13,ST. CHARLES,486
12/28/13,RIPLEY,11
12/28/13,REYNOLDS,11
12/28/13,RAY,70
12/28/13,RANDOLPH,43
12/28/13,RALLS,18
12/28/13,PUTNAM,5
12/28/13,PULASKI,176
12/28/13,PLATTE,179
12/28/13,PIKE,17
12/28/13,PHELPS,51
12/28/13,PETTIS,99
12/28/13,PERRY,26
12/28/13,PEMISCOT,29
12/28/13,OZARK,9
12/28/13,OSAGE,18
12/28/13,OREGON,5
12/28/13,NODAWAY,53
12/28/13,NEWTON,53
12/28/13,NEW MADRID,49
12/28/13,MORGAN,39
12/28/13,MONTGOMERY,21
12/28/13,MONROE,8
12/28/13,MONITEAU,49
12/28/13,MISSISSIPPI,48
12/28/13,MILLER,54
12/28/13,MERCER,3
12/28/13,MARION,35
12/28/13,MARIES,15
12/28/13,MADISON,30
12/28/13,MACON,10
12/28/13,MCDONALD,22
12/28/13,LIVINGSTON,13
12/28/13,LINN,59
12/28/13,LINCOLN,153
12/28/13,LEWIS,15
12/28/13,LAWRENCE,39
12/28/13,LAFAYETTE,80
12/28/13,LACLEDE,181
12/28/13,KNOX,7
12/28/13,JOHNSON,87
12/28/13,JEFFERSON,405
12/28/13,JASPER,81
12/28/13,JACKSON,1017
12/28/13,IRON,20
12/28/13,HOWELL,38
12/28/13,HOWARD,36
12/28/13,HOLT,11
12/28/13,HICKORY,10
12/28/13,HENRY,68
12/28/13,HARRISON,11
12/28/13,GRUNDY,7
12/28/13,GREENE,196
12/28/13,GENTRY,12
12/28/13,GASCONADE,17
12/28/13,BUCHANAN,113
12/28/13,POLK,23
12/28/13,FRANKLIN,259
12/28/13,DUNKLIN,45
12/28/13,DOUGLAS,19
12/28/13,DENT,19
12/28/13,DEKALB,17
12/28/13,DAVIESS,10
12/28/13,DALLAS,19
12/28/13,DADE,4
12/28/13,CRAWFORD,48
12/28/13,COOPER,142
12/28/13,COLE,96
12/28/13,CLINTON,54
12/28/13,CLAY,357
12/28/13,CLARK,6
12/28/13,CHRISTIAN,66
12/28/13,CHARITON,17
12/28/13,CEDAR,32
12/28/13,CASS,159
12/28/13,CARTER,9
12/28/13,CARROLL,18
12/28/13,CAPE GIRARDEAU,97
12/28/13,CAMDEN,76
12/28/13,CALLAWAY,76
12/28/13,CALDWELL,13
12/28/13,BOONE,238
12/28/13,BOLLINGER,20
12/28/13,BENTON,33
12/28/13,BATES,24
12/28/13,BARTON,17
12/28/13,BARRY,47
12/28/13,AUDRAIN,26
12/28/13,ATCHISON,10
12/28/13,ANDREW,25
12/28/13,ADAIR,41
12/21/13,WEBSTER,65
12/21/13,CALDWELL,8
12/21/13,CALLAWAY,72
12/21/13,CAMDEN,134
12/21/13,CAPE GIRARDEAU,94
12/21/13,CARROLL,13
12/21/13,CARTER,11
12/21/13,CASS,107
12/21/13,CEDAR,7
12/21/13,CHARITON,13
12/21/13,CHRISTIAN,133
12/21/13,CLARK,5
12/21/13,CLAY,208
12/21/13,CLINTON,25
12/21/13,COLE,88
12/21/13,COOPER,27
12/21/13,CRAWFORD,51
12/21/13,DADE,10
12/21/13,DALLAS,26
12/21/13,DAVIESS,6
12/21/13,DEKALB,8
12/21/13,DENT,23
12/21/13,DOUGLAS,41
12/21/13,DUNKLIN,75
12/21/13,FRANKLIN,234
12/21/13,GASCONADE,24
12/21/13,GENTRY,4
12/21/13,GREENE,295
12/21/13,GRUNDY,7
12/21/13,HARRISON,9
12/21/13,HENRY,46
12/21/13,HICKORY,14
12/21/13,HOLT,6
12/21/13,HOWARD,14
12/21/13,HOWELL,56
12/21/13,IRON,24
12/21/13,JACKSON,727
12/21/13,JASPER,125
12/21/13,JEFFERSON,411
12/21/13,JOHNSON,74
12/21/13,KNOX,8
12/21/13,LACLEDE,174
12/21/13,LAFAYETTE,45
12/21/13,LAWRENCE,69
12/21/13,LEWIS,5
12/21/13,LINCOLN,131
12/21/13,LINN,17
12/21/13,LIVINGSTON,15
12/21/13,MCDONALD,41
12/21/13,MACON,22
12/21/13,MADISON,24
12/21/13,MARIES,14
12/21/13,MARION,33
12/21/13,MERCER,3
12/21/13,MILLER,74
12/21/13,MISSISSIPPI,32
12/21/13,MONITEAU,27
12/21/13,MONROE,9
12/21/13,MONTGOMERY,13
12/21/13,MORGAN,38
12/21/13,NEW MADRID,57
12/21/13,NEWTON,83
12/21/13,NODAWAY,59
12/21/13,OREGON,19
12/21/13,OSAGE,21
12/21/13,OZARK,17
12/21/13,PEMISCOT,43
12/21/13,PERRY,36
12/21/13,PETTIS,86
12/21/13,PHELPS,81
12/21/13,PIKE,26
12/21/13,PLATTE,67
12/21/13,POLK,40
12/21/13,PULASKI,149
12/21/13,PUTNAM,4
12/21/13,RALLS,10
12/21/13,RANDOLPH,35
12/21/13,RAY,36
12/21/13,REYNOLDS,5
12/21/13,RIPLEY,17
12/21/13,ST. CHARLES,436
12/21/13,ST. CLAIR,11
12/21/13,STE. GENEVIEVE,55
12/21/13,ST. FRANCOIS,116
12/21/13,ST. LOUIS,1150
12/21/13,SALINE,70
12/21/13,SCHUYLER,4
12/21/13,SCOTLAND,9
12/21/13,SCOTT,94
12/21/13,SHANNON,20
12/21/13,SHELBY,23
12/21/13,STODDARD,90
12/21/13,STONE,132
12/21/13,SULLIVAN,10
12/21/13,TANEY,499
12/21/13,TEXAS,39
12/21/13,VERNON,11
12/21/13,WARREN,80
12/21/13,WASHINGTON,68
12/21/13,WAYNE,27
12/21/13,BUTLER,59
12/21/13,WORTH,2
12/21/13,WRIGHT,34
12/21/13,ST. LOUIS CITY,469
12/21/13,BUCHANAN,101
12/21/13,BOONE,144
12/21/13,BOLLINGER,31
12/21/13,BENTON,20
12/21/13,BATES,17
12/21/13,BARTON,5
12/21/13,BARRY,38
12/21/13,AUDRAIN,19
12/21/13,ATCHISON,2
12/21/13,ANDREW,23
12/21/13,ADAIR,42
12/14/13,ST. LOUIS CITY,348
12/14/13,WRIGHT,38
12/14/13,WORTH,3
12/14/13,WEBSTER,71
12/14/13,WAYNE,33
12/14/13,WASHINGTON,101
12/14/13,WARREN,74
12/14/13,VERNON,11
12/14/13,TEXAS,45
12/14/13,TANEY,423
12/14/13,SULLIVAN,10
12/14/13,STONE,184
12/14/13,STODDARD,68
12/14/13,SHELBY,37
12/14/13,SHANNON,17
12/14/13,SCOTT,79
12/14/13,SCOTLAND,2
12/14/13,SCHUYLER,10
12/14/13,SALINE,44
12/14/13,ST. LOUIS,1065
12/14/13,ST. FRANCOIS,132
12/14/13,STE. GENEVIEVE,62
12/14/13,ST. CLAIR,14
12/14/13,ST. CHARLES,394
12/14/13,RIPLEY,15
12/14/13,REYNOLDS,7
12/14/13,RAY,40
12/14/13,RANDOLPH,28
12/14/13,RALLS,15
12/14/13,PUTNAM,3
12/14/13,PULASKI,42
12/14/13,POLK,35
12/14/13,PLATTE,65
12/14/13,PIKE,29
12/14/13,PHELPS,56
12/14/13,PETTIS,53
12/14/13,PERRY,28
12/14/13,PEMISCOT,27
12/14/13,OZARK,17
12/14/13,OSAGE,16
12/14/13,OREGON,16
12/14/13,NODAWAY,32
12/14/13,NEWTON,56
12/14/13,NEW MADRID,38
12/14/13,MORGAN,37
12/14/13,MONTGOMERY,22
12/14/13,MONROE,9
12/14/13,MONITEAU,31
12/14/13,MISSISSIPPI,19
12/14/13,MILLER,87
12/14/13,MERCER,6
12/14/13,MARION,23
12/14/13,MARIES,11
12/14/13,MADISON,26
12/14/13,MACON,29
12/14/13,MCDONALD,29
12/14/13,LIVINGSTON,15
12/14/13,LINN,11
12/14/13,LINCOLN,102
12/14/13,LEWIS,10
12/14/13,LAWRENCE,54
12/14/13,LAFAYETTE,37
12/14/13,LACLEDE,59
12/14/13,KNOX,3
12/14/13,JOHNSON,45
12/14/13,JEFFERSON,494
12/14/13,JASPER,117
12/14/13,JACKSON,745
12/14/13,IRON,20
12/14/13,HOWELL,68
12/14/13,HOWARD,16
12/14/13,HOLT,4
12/14/13,HICKORY,14
12/14/13,HENRY,39
12/14/13,HARRISON,2
12/14/13,GRUNDY,12
12/14/13,GREENE,275
12/14/13,GENTRY,5
12/14/13,GASCONADE,30
12/14/13,FRANKLIN,248
12/14/13,DUNKLIN,71
12/14/13,DOUGLAS,34
12/14/13,DENT,19
12/14/13,DEKALB,11
12/14/13,DAVIESS,5
12/14/13,DALLAS,20
12/14/13,DADE,7
12/14/13,CRAWFORD,41
12/14/13,COOPER,26
12/14/13,COLE,72
12/14/13,CLINTON,26
12/14/13,CLAY,185
12/14/13,CLARK,5
12/14/13,CHRISTIAN,116
12/14/13,CHARITON,4
12/14/13,CEDAR,16
12/14/13,CASS,115
12/14/13,CARTER,16
12/14/13,CARROLL,15
12/14/13,CAPE GIRARDEAU,125
12/14/13,CAMDEN,115
12/14/13,CALLAWAY,64
12/14/13,CALDWELL,9
12/14/13,BUTLER,57
12/14/13,BUCHANAN,103
12/14/13,BOONE,137
12/14/13,BOLLINGER,31
12/14/13,BENTON,22
12/14/13,BATES,21
12/14/13,BARTON,13
12/14/13,BARRY,49
12/14/13,AUDRAIN,23
12/14/13,ATCHISON,4
12/14/13,ANDREW,36
12/14/13,ADAIR,28
12/7/13,ST. LOUIS CITY,347
12/7/13,WRIGHT,20
12/7/13,WORTH,2
12/7/13,WEBSTER,49
12/7/13,WAYNE,17
12/7/13,WASHINGTON,50
12/7/13,WARREN,68
12/7/13,VERNON,23
12/7/13,TEXAS,20
12/7/13,TANEY,153
12/7/13,SULLIVAN,6
12/7/13,STONE,73
12/7/13,STODDARD,61
12/7/13,SHELBY,12
12/7/13,SHANNON,13
12/7/13,SCOTT,123
12/7/13,SCOTLAND,3
12/7/13,SCHUYLER,3
12/7/13,SALINE,22
12/7/13,ST. LOUIS,1099
12/7/13,ST. FRANCOIS,73
12/7/13,STE. GENEVIEVE,33
12/7/13,ST. CLAIR,15
12/7/13,ST. CHARLES,399
12/7/13,RIPLEY,21
12/7/13,REYNOLDS,17
12/7/13,RAY,31
12/7/13,RANDOLPH,32
12/7/13,RALLS,15
12/7/13,PUTNAM,5
12/7/13,PULASKI,47
12/7/13,POLK,38
12/7/13,PLATTE,125
12/7/13,PIKE,27
12/7/13,PHELPS,54
12/7/13,PETTIS,70
12/7/13,PERRY,19
12/7/13,PEMISCOT,12
12/7/13,OZARK,15
12/7/13,OSAGE,9
12/7/13,OREGON,9
12/7/13,NODAWAY,34
12/7/13,NEWTON,46
12/7/13,NEW MADRID,50
12/7/13,MORGAN,38
12/7/13,MONTGOMERY,14
12/7/13,MONROE,14
12/7/13,MONITEAU,18
12/7/13,MISSISSIPPI,37
12/7/13,MILLER,73
12/7/13,MERCER,4
12/7/13,MARION,33
12/7/13,MARIES,10
12/7/13,MADISON,16
12/7/13,MACON,29
12/7/13,MCDONALD,13
12/7/13,LIVINGSTON,22
12/7/13,LINN,14
12/7/13,LINCOLN,107
12/7/13,LEWIS,10
12/7/13,LAWRENCE,42
12/7/13,LAFAYETTE,48
12/7/13,LACLEDE,54
12/7/13,KNOX,11
12/7/13,JOHNSON,173
12/7/13,JEFFERSON,370
12/7/13,JASPER,87
12/7/13,JACKSON,818
12/7/13,IRON,9
12/7/13,HOWELL,37
12/7/13,HOWARD,12
12/7/13,HOLT,3
12/7/13,HICKORY,9
12/7/13,HENRY,49
12/7/13,HARRISON,1
12/7/13,GRUNDY,8
12/7/13,GREENE,280
12/7/13,GENTRY,5
12/7/13,GASCONADE,24
12/7/13,FRANKLIN,182
12/7/13,DUNKLIN,69
12/7/13,DOUGLAS,10
12/7/13,DENT,11
12/7/13,DEKALB,23
12/7/13,DAVIESS,5
12/7/13,DALLAS,22
12/7/13,DADE,6
12/7/13,CRAWFORD,45
12/7/13,COOPER,21
12/7/13,COLE,62
12/7/13,CLINTON,35
12/7/13,CLAY,292
12/7/13,CLARK,2
12/7/13,CHRISTIAN,93
12/7/13,CHARITON,6
12/7/13,CEDAR,5
12/7/13,CASS,102
12/7/13,CARTER,29
12/7/13,CARROLL,13
12/7/13,CAPE GIRARDEAU,84
12/7/13,CAMDEN,120
12/7/13,CALLAWAY,57
12/7/13,CALDWELL,10
12/7/13,BUTLER,58
12/7/13,BUCHANAN,182
12/7/13,BOONE,135
12/7/13,BOLLINGER,17
12/7/13,BENTON,24
12/7/13,BATES,19
12/7/13,BARTON,11
12/7/13,BARRY,27
12/7/13,AUDRAIN,26
12/7/13,ATCHISON,1
12/7/13,ANDREW,34
12/7/13,ADAIR,37
11/30/13,LAWRENCE,30
11/30/13,CLARK,1
11/30/13,ADAIR,56
11/30/13,ANDREW,23
11/30/13,ATCHISON,0
11/30/13,AUDRAIN,13
11/30/13,BARRY,22
11/30/13,BARTON,6
11/30/13,BATES,17
11/30/13,BENTON,17
11/30/13,BOLLINGER,13
11/30/13,BOONE,90
11/30/13,BUCHANAN,138
11/30/13,BUTLER,63
11/30/13,CALDWELL,8
11/30/13,CALLAWAY,27
11/30/13,CAMDEN,76
11/30/13,CAPE GIRARDEAU,49
11/30/13,CARROLL,4
11/30/13,CARTER,14
11/30/13,CASS,54
11/30/13,CEDAR,7
11/30/13,CHARITON,12
11/30/13,CHRISTIAN,49
11/30/13,CLAY,106
11/30/13,CLINTON,18
11/30/13,COLE,38
11/30/13,COOPER,14
11/30/13,CRAWFORD,30
11/30/13,DADE,9
11/30/13,DALLAS,20
11/30/13,DAVIESS,2
11/30/13,DEKALB,5
11/30/13,DENT,16
11/30/13,DOUGLAS,9
11/30/13,DUNKLIN,70
11/30/13,FRANKLIN,95
11/30/13,GASCONADE,10
11/30/13,GENTRY,5
11/30/13,GREENE,167
11/30/13,GRUNDY,8
11/30/13,HARRISON,3
11/30/13,HENRY,19
11/30/13,HICKORY,7
11/30/13,HOLT,4
11/30/13,HOWARD,18
11/30/13,HOWELL,32
11/30/13,IRON,8
11/30/13,JACKSON,466
11/30/13,JASPER,60
11/30/13,JEFFERSON,209
11/30/13,JOHNSON,46
11/30/13,KNOX,8
11/30/13,LACLEDE,101
11/30/13,LAFAYETTE,26
11/30/13,LEWIS,0
11/30/13,LINCOLN,52
11/30/13,LINN,8
11/30/13,LIVINGSTON,6
11/30/13,MCDONALD,13
11/30/13,MACON,31
11/30/13,MADISON,9
11/30/13,MARIES,9
11/30/13,MARION,23
11/30/13,MERCER,1
11/30/13,MILLER,49
11/30/13,MISSISSIPPI,21
11/30/13,MONITEAU,8
11/30/13,MONROE,8
11/30/13,MONTGOMERY,6
11/30/13,MORGAN,22
11/30/13,NEW MADRID,18
11/30/13,NEWTON,37
11/30/13,NODAWAY,16
11/30/13,OREGON,5
11/30/13,OSAGE,9
11/30/13,OZARK,11
11/30/13,PEMISCOT,11
11/30/13,PERRY,8
11/30/13,PETTIS,47
11/30/13,PHELPS,40
11/30/13,PIKE,17
11/30/13,PLATTE,48
11/30/13,POLK,19
11/30/13,PULASKI,36
11/30/13,PUTNAM,4
11/30/13,RALLS,14
11/30/13,RANDOLPH,22
11/30/13,RAY,13
11/30/13,REYNOLDS,6
11/30/13,RIPLEY,10
11/30/13,ST. CHARLES,210
11/30/13,ST. CLAIR,8
11/30/13,STE. GENEVIEVE,17
11/30/13,ST. FRANCOIS,58
11/30/13,ST. LOUIS,628
11/30/13,SALINE,14
11/30/13,SCHUYLER,3
11/30/13,SCOTLAND,5
11/30/13,SCOTT,51
11/30/13,SHANNON,9
11/30/13,SHELBY,8
11/30/13,STODDARD,49
11/30/13,STONE,39
11/30/13,SULLIVAN,4
11/30/13,TANEY,81
11/30/13,TEXAS,24
11/30/13,VERNON,15
11/30/13,WARREN,45
11/30/13,WASHINGTON,32
11/30/13,WAYNE,12
11/30/13,WEBSTER,23
11/30/13,WORTH,1
11/30/13,WRIGHT,28
11/30/13,ST. LOUIS CITY,222
11/16/13,HOWELL,20
11/16/13,ADAIR,15
11/16/13,ANDREW,22
11/16/13,ATCHISON,2
11/16/13,AUDRAIN,16
11/16/13,BARRY,33
11/16/13,BARTON,6
11/16/13,BATES,15
11/16/13,BENTON,11
11/16/13,BOLLINGER,12
11/16/13,BOONE,70
11/16/13,BUCHANAN,80
11/16/13,STONE,39
11/16/13,STODDARD,41
11/16/13,SHELBY,1
11/16/13,SHANNON,4
11/16/13,SCOTT,33
11/16/13,SCOTLAND,3
11/16/13,SCHUYLER,7
11/16/13,SALINE,14
11/16/13,ST. LOUIS,877
11/16/13,ST. FRANCOIS,70
11/16/13,STE. GENEVIEVE,23
11/16/13,ST. CLAIR,7
11/16/13,ST. CHARLES,284
11/16/13,RIPLEY,15
11/16/13,REYNOLDS,9
11/16/13,RAY,25
11/16/13,RANDOLPH,14
11/16/13,RALLS,10
11/16/13,PUTNAM,0
11/16/13,PULASKI,33
11/16/13,POLK,22
11/16/13,PLATTE,51
11/16/13,PIKE,8
11/16/13,PHELPS,31
11/16/13,PETTIS,46
11/16/13,PERRY,19
11/16/13,PEMISCOT,12
11/16/13,OZARK,17
11/16/13,OSAGE,4
11/16/13,OREGON,2
11/16/13,NODAWAY,47
11/16/13,NEWTON,37
11/16/13,NEW MADRID,18
11/16/13,MORGAN,27
11/16/13,MONTGOMERY,9
11/16/13,MONROE,7
11/16/13,MONITEAU,14
11/16/13,MISSISSIPPI,15
11/16/13,MILLER,61
11/16/13,MERCER,1
11/16/13,MARION,30
11/16/13,MARIES,7
11/16/13,MADISON,9
11/16/13,MACON,11
11/16/13,MCDONALD,13
11/16/13,LIVINGSTON,5
11/16/13,LINN,17
11/16/13,LINCOLN,67
11/16/13,LEWIS,1
11/16/13,LAWRENCE,15
11/16/13,LAFAYETTE,21
11/16/13,LACLEDE,42
11/16/13,KNOX,1
11/16/13,JOHNSON,32
11/16/13,JEFFERSON,280
11/16/13,JASPER,90
11/16/13,JACKSON,602
11/16/13,IRON,14
11/16/13,HOWARD,9
11/16/13,HOLT,5
11/16/13,HICKORY,10
11/16/13,HENRY,14
11/16/13,HARRISON,4
11/16/13,GRUNDY,3
11/16/13,GREENE,200
11/16/13,GENTRY,7
11/16/13,GASCONADE,18
11/16/13,FRANKLIN,109
11/16/13,DUNKLIN,29
11/16/13,DOUGLAS,16
11/16/13,BUTLER,44
11/16/13,DENT,15
11/16/13,DEKALB,7
11/16/13,DAVIESS,1
11/16/13,DALLAS,10
11/16/13,DADE,5
11/16/13,CRAWFORD,39
11/16/13,COOPER,20
11/16/13,COLE,49
11/16/13,CLINTON,22
11/16/13,CLAY,134
11/16/13,CLARK,1
11/16/13,CHRISTIAN,57
11/16/13,CHARITON,6
11/16/13,CEDAR,14
11/16/13,CASS,57
11/16/13,CARTER,12
11/16/13,CARROLL,6
11/16/13,CAPE GIRARDEAU,61
11/16/13,CAMDEN,93
11/16/13,CALLAWAY,28
11/16/13,CALDWELL,6
11/16/13,ST. LOUIS CITY,297
11/16/13,WRIGHT,20
11/16/13,WORTH,0
11/16/13,WEBSTER,33
11/16/13,WAYNE,10
11/16/13,WASHINGTON,21
11/16/13,WARREN,34
11/16/13,VERNON,16
11/16/13,TEXAS,14
11/16/13,TANEY,72
11/16/13,SULLIVAN,6
11/9/13,BUCHANAN,93
11/9/13,CALDWELL,5
11/9/13,CALLAWAY,38
11/9/13,CAMDEN,84
11/9/13,CAPE GIRARDEAU,68
11/9/13,CARROLL,13
11/9/13,CARTER,14
11/9/13,CASS,72
11/9/13,CEDAR,17
11/9/13,CHARITON,9
11/9/13,CHRISTIAN,51
11/9/13,CLARK,1
11/9/13,CLAY,177
11/9/13,CLINTON,15
11/9/13,COLE,53
11/9/13,COOPER,10
11/9/13,CRAWFORD,46
11/9/13,DADE,10
11/9/13,DALLAS,16
11/9/13,DAVIESS,3
11/9/13,DEKALB,14
11/9/13,DENT,53
11/9/13,DOUGLAS,18
11/9/13,DUNKLIN,22
11/9/13,FRANKLIN,177
11/9/13,GASCONADE,13
11/9/13,GENTRY,6
11/9/13,GREENE,222
11/9/13,GRUNDY,3
11/9/13,HARRISON,5
11/9/13,HENRY,27
11/9/13,HICKORY,9
11/9/13,HOLT,4
11/9/13,HOWARD,7
11/9/13,HOWELL,39
11/9/13,IRON,12
11/9/13,JACKSON,697
11/9/13,JASPER,86
11/9/13,JEFFERSON,330
11/9/13,JOHNSON,44
11/9/13,KNOX,1
11/9/13,LACLEDE,78
11/9/13,LAFAYETTE,25
11/9/13,LAWRENCE,44
11/9/13,LEWIS,2
11/9/13,LINCOLN,91
11/9/13,LINN,9
11/9/13,LIVINGSTON,15
11/9/13,MCDONALD,18
11/9/13,MACON,9
11/9/13,MADISON,17
11/9/13,MARIES,8
11/9/13,MARION,33
11/9/13,MERCER,4
11/9/13,MILLER,45
11/9/13,MISSISSIPPI,50
11/9/13,MONITEAU,11
11/9/13,MONROE,8
11/9/13,MONTGOMERY,10
11/9/13,MORGAN,23
11/9/13,NEW MADRID,40
11/9/13,NEWTON,33
11/9/13,NODAWAY,37
11/9/13,OREGON,5
11/9/13,OSAGE,16
11/9/13,OZARK,10
11/9/13,PEMISCOT,12
11/9/13,PERRY,23
11/9/13,PETTIS,39
11/9/13,PHELPS,50
11/9/13,PIKE,15
11/9/13,PLATTE,74
11/9/13,POLK,21
11/9/13,PULASKI,33
11/9/13,PUTNAM,1
11/9/13,RALLS,7
11/9/13,RANDOLPH,18
11/9/13,RAY,28
11/9/13,REYNOLDS,14
11/9/13,RIPLEY,20
11/9/13,ST. CHARLES,375
11/9/13,ST. CLAIR,9
11/9/13,STE. GENEVIEVE,37
11/9/13,ST. FRANCOIS,104
11/9/13,ST. LOUIS,1001
11/9/13,SALINE,18
11/9/13,SCHUYLER,12
11/9/13,SCOTLAND,5
11/9/13,SCOTT,117
11/9/13,SHANNON,8
11/9/13,SHELBY,9
11/9/13,STODDARD,42
11/9/13,STONE,61
11/9/13,SULLIVAN,7
11/9/13,TANEY,96
11/9/13,TEXAS,45
11/9/13,VERNON,22
11/9/13,WARREN,50
11/9/13,WASHINGTON,40
11/9/13,WAYNE,15
11/9/13,WEBSTER,36
11/9/13,WORTH,1
11/9/13,WRIGHT,18
11/9/13,ST. LOUIS CITY,392
11/9/13,BOONE,97
11/9/13,BOLLINGER,19
11/9/13,BENTON,29
11/9/13,BATES,20
11/9/13,BARTON,28
11/9/13,BARRY,31
11/9/13,AUDRAIN,16
11/9/13,ATCHISON,1
11/9/13,ANDREW,21
11/9/13,BUTLER,40
11/9/13,ADAIR,17
11/2/13,BUCHANAN,92
11/2/13,ADAIR,18
11/2/13,ANDREW,23
11/2/13,ATCHISON,2
11/2/13,AUDRAIN,17
11/2/13,BARRY,30
11/2/13,BARTON,14
11/2/13,BATES,12
11/2/13,BENTON,26
11/2/13,BOLLINGER,18
11/2/13,BOONE,76
11/2/13,BUTLER,31
11/2/13,CALDWELL,5
11/2/13,CALLAWAY,36
11/2/13,CAMDEN,64
11/2/13,CAPE GIRARDEAU,67
11/2/13,CARROLL,9
11/2/13,CARTER,4
11/2/13,CASS,56
11/2/13,CEDAR,9
11/2/13,CHARITON,6
11/2/13,CHRISTIAN,51
11/2/13,CLARK,2
11/2/13,CLAY,172
11/2/13,CLINTON,14
11/2/13,COLE,51
11/2/13,COOPER,14
11/2/13,CRAWFORD,28
11/2/13,DADE,8
11/2/13,DALLAS,16
11/2/13,DAVIESS,7
11/2/13,DEKALB,9
11/2/13,DENT,7
11/2/13,DOUGLAS,14
11/2/13,DUNKLIN,21
11/2/13,FRANKLIN,125
11/2/13,POLK,19
11/2/13,GASCONADE,15
11/2/13,GENTRY,2
11/2/13,GREENE,203
11/2/13,GRUNDY,3
11/2/13,HARRISON,7
11/2/13,HENRY,22
11/2/13,HICKORY,10
11/2/13,HOLT,2
11/2/13,HOWARD,2
11/2/13,HOWELL,27
11/2/13,IRON,13
11/2/13,JACKSON,671
11/2/13,JASPER,75
11/2/13,JEFFERSON,248
11/2/13,JOHNSON,38
11/2/13,KNOX,0
11/2/13,LACLEDE,41
11/2/13,LAFAYETTE,22
11/2/13,LAWRENCE,38
11/2/13,LEWIS,2
11/2/13,LINCOLN,58
11/2/13,LINN,14
11/2/13,LIVINGSTON,14
11/2/13,MCDONALD,10
11/2/13,MACON,11
11/2/13,MADISON,14
11/2/13,MARIES,7
11/2/13,MARION,31
11/2/13,MERCER,0
11/2/13,MILLER,45
11/2/13,MISSISSIPPI,34
11/2/13,MONITEAU,10
11/2/13,MONROE,6
11/2/13,MONTGOMERY,5
11/2/13,MORGAN,28
11/2/13,NEW MADRID,27
11/2/13,NEWTON,25
11/2/13,NODAWAY,28
11/2/13,OREGON,8
11/2/13,OSAGE,18
11/2/13,OZARK,2
11/2/13,PEMISCOT,9
11/2/13,PERRY,10
11/2/13,PETTIS,40
11/2/13,PHELPS,29
11/2/13,PIKE,13
11/2/13,PLATTE,67
11/2/13,PULASKI,26
11/2/13,PUTNAM,1
11/2/13,RALLS,4
11/2/13,RANDOLPH,21
11/2/13,RAY,20
11/2/13,REYNOLDS,10
11/2/13,RIPLEY,9
11/2/13,ST. CHARLES,291
11/2/13,ST. CLAIR,7
11/2/13,STE. GENEVIEVE,17
11/2/13,ST. FRANCOIS,79
11/2/13,ST. LOUIS,896
11/2/13,SALINE,15
11/2/13,SCHUYLER,5
11/2/13,SCOTLAND,1
11/2/13,SCOTT,77
11/2/13,SHANNON,11
11/2/13,SHELBY,4
11/2/13,STODDARD,36
11/2/13,STONE,75
11/2/13,SULLIVAN,5
11/2/13,TANEY,110
11/2/13,TEXAS,22
11/2/13,VERNON,13
11/2/13,WARREN,42
11/2/13,WASHINGTON,25
11/2/13,WAYNE,16
11/2/13,WEBSTER,22
11/2/13,WORTH,1
11/2/13,WRIGHT,13
11/2/13,ST. LOUIS CITY,306
10/26/13,ADAIR,6
10/26/13,BUTLER,37
10/26/13,CALLAWAY,34
10/26/13,CAMDEN,49
10/26/13,CAPE GIRARDEAU,60
10/26/13,CARROLL,4
10/26/13,CARTER,6
10/26/13,CASS,57
10/26/13,CEDAR,5
10/26/13,CHARITON,5
10/26/13,CHRISTIAN,64
10/26/13,CLARK,1
10/26/13,CLAY,235
10/26/13,CLINTON,27
10/26/13,COLE,45
10/26/13,COOPER,7
10/26/13,CRAWFORD,28
10/26/13,DADE,2
10/26/13,DALLAS,11
10/26/13,DAVIESS,7
10/26/13,DEKALB,9
10/26/13,DENT,5
10/26/13,DOUGLAS,3
10/26/13,DUNKLIN,30
10/26/13,FRANKLIN,127
10/26/13,GASCONADE,10
10/26/13,GENTRY,13
10/26/13,GREENE,180
10/26/13,GRUNDY,9
10/26/13,HARRISON,4
10/26/13,HENRY,13
10/26/13,HICKORY,6
10/26/13,HOLT,2
10/26/13,HOWARD,9
10/26/13,HOWELL,31
10/26/13,IRON,11
10/26/13,JACKSON,661
10/26/13,JASPER,62
10/26/13,JEFFERSON,199
10/26/13,JOHNSON,22
10/26/13,KNOX,1
