weekEnding,county,claims
12/5/15,STONE,47
12/5/15,BARRY,33
12/5/15,LAFAYETTE,40
12/5/15,NEWTON,38
12/5/15,PULASKI,31
12/5/15,SCOTT,64
12/5/15,GREENE,250
12/5/15,AUDRAIN,21
12/5/15,RALLS,21
12/5/15,PEMISCOT,34
12/5/15,BUTLER,61
12/5/15,CALLAWAY,51
12/5/15,CHARITON,6
12/5/15,SCHUYLER,8
12/5/15,SHELBY,8
12/5/15,WASHINGTON,74
11/28/15,STODDARD,57
11/28/15,SHANNON,10
11/28/15,WEBSTER,28
11/28/15,ST. LOUIS,486
11/28/15,CRAWFORD,21
11/28/15,LINN,5
11/28/15,BUCHANAN,37
11/28/15,TEXAS,20
11/28/15,WARREN,27
11/28/15,MARIES,7
11/28/15,MISSISSIPPI,31
11/28/15,PIKE,12
11/28/15,PUTNAM,4
11/28/15,CLAY,86
11/28/15,RANDOLPH,11
11/28/15,SCOTT,60
11/28/15,STONE,39
11/28/15,DALLAS,17
11/28/15,MARION,14
11/28/15,WRIGHT,22
11/28/15,CEDAR,6
11/28/15,CHRISTIAN,36
11/28/15,SCOTLAND,2
11/28/15,NEW MADRID,20
11/28/15,MILLER,37
11/28/15,MONITEAU,12
11/28/15,SHELBY,8
11/28/15,WORTH,1
11/28/15,ST. FRANCOIS,54
11/28/15,TANEY,59
11/28/15,CAPE GIRARDEAU,55
11/28/15,JASPER,40
11/28/15,MERCER,2
11/28/15,KNOX,3
11/28/15,OREGON,14
11/28/15,OZARK,16
11/28/15,LAWRENCE,25
11/28/15,MADISON,5
11/28/15,MACON,17
11/28/15,AUDRAIN,13
11/28/15,RAY,12
11/28/15,CASS,46
11/28/15,OSAGE,7
11/28/15,LEWIS,2
11/28/15,CAMDEN,59
11/28/15,WAYNE,8
11/28/15,DENT,5
11/28/15,ST. LOUIS CITY,197
11/28/15,WASHINGTON,29
11/28/15,ANDREW,7
11/28/15,RALLS,10
11/28/15,FRANKLIN,116
11/28/15,REYNOLDS,1
11/28/15,NEWTON,27
11/28/15,DUNKLIN,44
11/28/15,BOONE,76
11/28/15,HOLT,0
11/28/15,PHELPS,55
11/28/15,MCDONALD,21
11/28/15,BARTON,0
11/28/15,HENRY,27
11/28/15,JEFFERSON,150
11/28/15,HARRISON,3
11/28/15,ADAIR,38
11/28/15,CALDWELL,9
11/28/15,STE. GENEVIEVE,13
11/28/15,CLARK,3
11/28/15,COLE,34
11/28/15,CHARITON,5
11/28/15,ST. CLAIR,3
11/28/15,ATCHISON,0
11/28/15,GRUNDY,2
11/28/15,IRON,5
11/28/15,DAVIESS,2
11/28/15,GREENE,153
11/28/15,RIPLEY,10
11/28/15,SCHUYLER,2
11/28/15,PEMISCOT,12
11/28/15,HOWARD,15
11/28/15,DOUGLAS,28
11/28/15,LINCOLN,45
11/28/15,SALINE,11
11/28/15,DADE,5
11/28/15,BATES,6
11/28/15,COOPER,9
11/28/15,DEKALB,4
11/28/15,CALLAWAY,34
11/28/15,LACLEDE,120
11/28/15,JACKSON,323
11/28/15,NODAWAY,8
11/28/15,BARRY,11
11/28/15,BOLLINGER,20
11/28/15,MONTGOMERY,13
11/28/15,VERNON,3
11/28/15,HICKORY,3
11/28/15,POLK,7
11/28/15,PERRY,7
11/28/15,MORGAN,16
11/28/15,JOHNSON,43
11/28/15,HOWELL,100
11/28/15,CARTER,10
11/28/15,ST. CHARLES,154
11/28/15,LAFAYETTE,19
11/28/15,MONROE,12
11/28/15,CARROLL,3
11/28/15,PETTIS,16
11/28/15,CLINTON,6
11/28/15,BENTON,14
11/28/15,PULASKI,21
11/28/15,LIVINGSTON,15
11/28/15,BUTLER,24
11/28/15,GASCONADE,14
11/28/15,GENTRY,1
11/28/15,PLATTE,18
11/28/15,SULLIVAN,6
11/14/15,LIVINGSTON,6
11/14/15,MARIES,5
11/14/15,CLINTON,6
11/14/15,LAFAYETTE,13
11/14/15,HICKORY,8
11/14/15,PERRY,11
11/14/15,COLE,43
11/14/15,ST. LOUIS,574
11/14/15,PLATTE,33
11/14/15,AUDRAIN,6
11/14/15,JEFFERSON,163
11/14/15,CASS,38
11/14/15,MISSISSIPPI,17
11/14/15,CLAY,104
11/14/15,POLK,22
11/14/15,ANDREW,5
11/14/15,LEWIS,1
11/14/15,BUCHANAN,39
11/14/15,GASCONADE,3
11/14/15,DEKALB,4
11/14/15,GRUNDY,3
11/14/15,OSAGE,0
11/14/15,COOPER,9
11/14/15,ADAIR,9
11/14/15,SCOTLAND,0
11/14/15,HOWARD,2
11/14/15,HOWELL,19
11/14/15,BOONE,79
11/14/15,PULASKI,28
11/14/15,CLARK,2
11/14/15,BARRY,15
11/14/15,HOLT,2
11/14/15,FRANKLIN,68
11/14/15,ST. CLAIR,3
11/14/15,CALLAWAY,17
11/14/15,PHELPS,22
11/14/15,LINN,5
11/14/15,JOHNSON,21
11/14/15,MORGAN,22
11/14/15,RIPLEY,12
11/14/15,MONROE,5
11/14/15,CEDAR,10
11/14/15,WARREN,21
11/14/15,CAPE GIRARDEAU,44
11/14/15,WRIGHT,19
11/14/15,OREGON,2
11/14/15,SHANNON,7
11/14/15,NODAWAY,6
11/14/15,MADISON,10
11/14/15,CHARITON,1
11/14/15,BOLLINGER,9
11/14/15,CARTER,3
11/14/15,BUTLER,26
11/14/15,RANDOLPH,14
11/14/15,HARRISON,3
11/14/15,MCDONALD,7
11/14/15,IRON,11
11/14/15,DENT,19
11/14/15,NEWTON,20
11/14/15,WASHINGTON,21
11/14/15,REYNOLDS,4
11/14/15,PUTNAM,0
11/14/15,JACKSON,422
11/14/15,TANEY,73
11/14/15,CALDWELL,4
11/14/15,BENTON,11
11/14/15,CHRISTIAN,51
11/14/15,VERNON,10
11/14/15,BARTON,3
11/14/15,SHELBY,7
11/14/15,WORTH,2
11/14/15,STODDARD,26
11/14/15,MONITEAU,17
11/14/15,BATES,6
11/14/15,GENTRY,0
11/14/15,RALLS,10
11/14/15,WEBSTER,28
11/14/15,MONTGOMERY,10
11/14/15,ATCHISON,1
11/14/15,STONE,36
11/14/15,DALLAS,18
11/14/15,ST. CHARLES,204
11/14/15,PIKE,9
11/14/15,CAMDEN,64
11/14/15,DOUGLAS,17
11/14/15,MERCER,1
11/14/15,ST. LOUIS CITY,199
11/14/15,PEMISCOT,9
11/14/15,WAYNE,13
11/14/15,MARION,18
11/14/15,JASPER,47
11/14/15,LAWRENCE,20
11/14/15,OZARK,6
11/14/15,KNOX,1
11/14/15,ST. FRANCOIS,64
11/14/15,CRAWFORD,26
11/14/15,SCOTT,42
11/14/15,SCHUYLER,3
11/14/15,DADE,4
11/14/15,DUNKLIN,21
11/14/15,TEXAS,17
11/14/15,PETTIS,27
11/14/15,STE. GENEVIEVE,10
11/14/15,NEW MADRID,13
11/14/15,LACLEDE,166
11/14/15,SULLIVAN,2
11/14/15,CARROLL,5
11/14/15,LINCOLN,42
11/14/15,GREENE,149
11/14/15,HENRY,12
11/14/15,RAY,16
11/14/15,MILLER,33
11/14/15,SALINE,12
11/14/15,DAVIESS,1
11/14/15,MACON,7
11/7/15,PLATTE,37
11/7/15,LIVINGSTON,5
11/7/15,ST. FRANCOIS,64
11/7/15,BOLLINGER,7
11/7/15,WAYNE,14
11/7/15,ST. LOUIS,673
11/7/15,MCDONALD,14
11/7/15,ANDREW,8
11/7/15,DEKALB,3
11/7/15,SHANNON,10
11/7/15,FRANKLIN,87
11/7/15,MARION,17
11/7/15,DAVIESS,3
11/7/15,DENT,24
11/7/15,LINCOLN,68
11/7/15,BOONE,124
11/7/15,ADAIR,10
11/7/15,TEXAS,21
11/7/15,WORTH,1
11/7/15,RIPLEY,10
11/7/15,CLARK,5
11/7/15,ST. CHARLES,192
11/7/15,NODAWAY,4
11/7/15,HOWELL,19
11/7/15,SCOTT,30
11/7/15,COOPER,10
11/7/15,MISSISSIPPI,17
11/7/15,JACKSON,462
11/7/15,COLE,39
11/7/15,GRUNDY,4
11/7/15,PETTIS,21
11/7/15,MILLER,32
11/7/15,CARTER,4
11/7/15,DALLAS,23
11/7/15,LAWRENCE,26
11/7/15,WARREN,26
11/7/15,PERRY,15
11/7/15,POLK,19
11/7/15,JASPER,47
11/7/15,JOHNSON,33
11/7/15,CAPE GIRARDEAU,41
11/7/15,VERNON,10
11/7/15,AUDRAIN,17
11/7/15,MONITEAU,12
11/7/15,CAMDEN,49
11/7/15,BARTON,2
11/7/15,MADISON,11
11/7/15,GREENE,153
11/7/15,MONTGOMERY,6
11/7/15,ST. CLAIR,0
11/7/15,CLINTON,15
11/7/15,WRIGHT,14
11/7/15,CALDWELL,7
11/7/15,PHELPS,14
11/7/15,STE. GENEVIEVE,6
11/7/15,CLAY,141
11/7/15,NEWTON,17
11/7/15,WEBSTER,30
11/7/15,DADE,1
11/7/15,SCHUYLER,3
11/7/15,MORGAN,16
11/7/15,OZARK,10
11/7/15,OSAGE,10
11/7/15,MACON,6
11/7/15,BATES,10
11/7/15,GENTRY,1
11/7/15,BUTLER,19
11/7/15,LEWIS,3
11/7/15,BUCHANAN,47
11/7/15,DOUGLAS,4
11/7/15,MERCER,3
11/7/15,JEFFERSON,182
11/7/15,SCOTLAND,0
11/7/15,CASS,33
11/7/15,ST. LOUIS CITY,218
11/7/15,TANEY,75
11/7/15,HENRY,17
11/7/15,WASHINGTON,25
11/7/15,REYNOLDS,7
11/7/15,MONROE,6
11/7/15,CARROLL,6
11/7/15,PIKE,8
11/7/15,CHARITON,3
11/7/15,HOWARD,9
11/7/15,STODDARD,34
11/7/15,BENTON,9
11/7/15,RALLS,5
11/7/15,BARRY,29
11/7/15,IRON,5
11/7/15,GASCONADE,10
11/7/15,PEMISCOT,12
11/7/15,CEDAR,5
11/7/15,ATCHISON,1
11/7/15,LACLEDE,64
11/7/15,LAFAYETTE,19
11/7/15,CRAWFORD,19
11/7/15,PUTNAM,0
11/7/15,SALINE,11
11/7/15,CHRISTIAN,53
11/7/15,SHELBY,1
11/7/15,DUNKLIN,28
11/7/15,STONE,78
11/7/15,NEW MADRID,19
11/7/15,MARIES,7
11/7/15,CALLAWAY,38
11/7/15,SULLIVAN,2
11/7/15,RANDOLPH,23
11/7/15,LINN,4
11/7/15,PULASKI,11
11/7/15,HARRISON,2
11/7/15,KNOX,0
11/7/15,HICKORY,4
11/7/15,HOLT,2
11/7/15,RAY,10
11/7/15,OREGON,4
10/31/15,LAFAYETTE,16
10/31/15,PETTIS,24
10/31/15,LAWRENCE,16
10/31/15,ST. CLAIR,6
10/31/15,SCOTLAND,0
10/31/15,SALINE,11
10/31/15,NODAWAY,5
10/31/15,CRAWFORD,20
10/31/15,HOWARD,6
10/31/15,LINN,10
10/31/15,PIKE,4
10/31/15,HARRISON,4
10/31/15,BOLLINGER,9
10/31/15,RIPLEY,10
10/31/15,CEDAR,5
10/31/15,BOONE,82
10/31/15,GASCONADE,12
10/31/15,JOHNSON,49
10/31/15,WAYNE,9
10/31/15,SULLIVAN,1
10/31/15,MISSISSIPPI,12
10/31/15,JACKSON,455
10/31/15,ST. CHARLES,181
10/31/15,ADAIR,5
10/31/15,CLINTON,9
10/31/15,COOPER,8
10/31/15,MACON,16
10/31/15,ATCHISON,0
10/31/15,OSAGE,8
10/31/15,KNOX,2
10/31/15,BUCHANAN,53
10/31/15,CHRISTIAN,48
10/31/15,WARREN,29
10/31/15,MORGAN,19
10/31/15,RANDOLPH,29
10/31/15,CARTER,4
10/31/15,BUTLER,42
10/31/15,CAPE GIRARDEAU,39
10/31/15,DALLAS,14
10/31/15,MARIES,5
10/31/15,RALLS,5
10/31/15,BARTON,4
10/31/15,IRON,6
10/31/15,CALLAWAY,40
10/31/15,LINCOLN,35
10/31/15,MARION,13
10/31/15,LACLEDE,31
10/31/15,DOUGLAS,10
10/31/15,FRANKLIN,77
10/31/15,BARRY,12
10/31/15,ST. LOUIS,610
10/31/15,LEWIS,4
10/31/15,BATES,9
10/31/15,CLARK,1
10/31/15,TANEY,60
10/31/15,CLAY,121
10/31/15,COLE,39
10/31/15,MILLER,24
10/31/15,CHARITON,6
10/31/15,TEXAS,20
10/31/15,GENTRY,1
10/31/15,GRUNDY,1
10/31/15,HENRY,16
10/31/15,WASHINGTON,22
10/31/15,STONE,24
10/31/15,WRIGHT,5
10/31/15,STODDARD,35
10/31/15,PEMISCOT,17
10/31/15,HOWELL,22
10/31/15,WEBSTER,18
10/31/15,CARROLL,7
10/31/15,CALDWELL,7
10/31/15,AUDRAIN,14
10/31/15,PLATTE,38
10/31/15,VERNON,10
10/31/15,PHELPS,19
10/31/15,NEWTON,18
10/31/15,MONITEAU,11
10/31/15,MCDONALD,3
10/31/15,DUNKLIN,28
10/31/15,MONROE,6
10/31/15,SHANNON,11
10/31/15,ANDREW,10
10/31/15,ST. LOUIS CITY,311
10/31/15,DENT,14
10/31/15,GREENE,150
10/31/15,MADISON,8
10/31/15,DAVIESS,3
10/31/15,MERCER,1
10/31/15,PUTNAM,1
10/31/15,SCHUYLER,4
10/31/15,OREGON,5
10/31/15,NEW MADRID,18
10/31/15,HOLT,3
10/31/15,CASS,55
10/31/15,SHELBY,4
10/31/15,PULASKI,21
10/31/15,BENTON,12
10/31/15,CAMDEN,59
10/31/15,OZARK,8
10/31/15,REYNOLDS,3
10/31/15,PERRY,6
10/31/15,HICKORY,9
10/31/15,SCOTT,32
10/31/15,ST. FRANCOIS,50
10/31/15,DEKALB,7
10/31/15,LIVINGSTON,8
10/31/15,RAY,36
10/31/15,MONTGOMERY,10
10/31/15,STE. GENEVIEVE,11
10/31/15,JEFFERSON,165
10/31/15,POLK,14
10/31/15,JASPER,50
10/31/15,WORTH,0
10/31/15,DADE,4
10/24/15,MONROE,7
10/24/15,SHELBY,3
10/24/15,CRAWFORD,26
10/24/15,POLK,24
10/24/15,OSAGE,5
10/24/15,MCDONALD,10
10/24/15,VERNON,6
10/24/15,CALLAWAY,27
10/24/15,COOPER,10
10/24/15,RIPLEY,7
10/24/15,CEDAR,6
10/24/15,HOWELL,35
10/24/15,LEWIS,5
10/24/15,SULLIVAN,2
10/24/15,ST. CLAIR,8
10/24/15,CLAY,94
10/24/15,BATES,4
10/24/15,BARTON,14
10/24/15,RANDOLPH,19
10/24/15,RAY,12
10/24/15,WORTH,0
10/24/15,ST. LOUIS,666
10/24/15,JACKSON,463
10/24/15,ST. FRANCOIS,44
10/24/15,DAVIESS,3
10/24/15,JASPER,56
10/24/15,CAPE GIRARDEAU,49
10/24/15,BOONE,77
10/24/15,WARREN,15
10/24/15,MARIES,5
10/24/15,DADE,6
10/24/15,ST. CHARLES,193
10/24/15,SCOTT,26
10/24/15,AUDRAIN,14
10/24/15,ADAIR,12
10/24/15,MONITEAU,8
10/24/15,CLARK,2
10/24/15,LAWRENCE,16
10/24/15,GENTRY,3
10/24/15,GASCONADE,7
10/24/15,LINCOLN,38
10/24/15,HENRY,11
10/24/15,TEXAS,7
10/24/15,MONTGOMERY,3
10/24/15,CLINTON,12
10/24/15,DEKALB,3
10/24/15,LINN,11
10/24/15,BUCHANAN,56
10/24/15,CALDWELL,4
10/24/15,ST. LOUIS CITY,270
10/24/15,PUTNAM,3
10/24/15,MADISON,10
10/24/15,PERRY,10
10/24/15,HARRISON,3
10/24/15,CASS,35
10/24/15,PHELPS,16
10/24/15,MISSISSIPPI,8
10/24/15,NODAWAY,8
10/24/15,MARION,22
10/24/15,CHARITON,8
10/24/15,GRUNDY,2
10/24/15,ATCHISON,0
10/24/15,MERCER,2
10/24/15,PLATTE,30
10/24/15,NEW MADRID,19
10/24/15,HOWARD,5
10/24/15,DENT,15
10/24/15,LIVINGSTON,9
10/24/15,BARRY,12
10/24/15,SHANNON,12
10/24/15,TANEY,43
10/24/15,MORGAN,27
10/24/15,WEBSTER,27
10/24/15,OZARK,5
10/24/15,SCOTLAND,0
10/24/15,LAFAYETTE,22
10/24/15,SCHUYLER,0
10/24/15,LACLEDE,38
10/24/15,PETTIS,19
10/24/15,BUTLER,23
10/24/15,OREGON,4
10/24/15,PULASKI,19
10/24/15,MILLER,26
10/24/15,BOLLINGER,8
10/24/15,COLE,35
10/24/15,BENTON,16
10/24/15,DUNKLIN,18
10/24/15,DALLAS,18
10/24/15,MACON,11
10/24/15,STE. GENEVIEVE,6
10/24/15,SALINE,12
10/24/15,FRANKLIN,77
10/24/15,STONE,16
10/24/15,HICKORY,7
10/24/15,PIKE,3
10/24/15,PEMISCOT,7
10/24/15,IRON,8
10/24/15,CAMDEN,41
10/24/15,KNOX,1
10/24/15,JEFFERSON,157
10/24/15,HOLT,0
10/24/15,CHRISTIAN,36
10/24/15,JOHNSON,29
10/24/15,WRIGHT,16
10/24/15,STODDARD,27
10/24/15,WAYNE,7
10/24/15,DOUGLAS,5
10/24/15,GREENE,156
10/24/15,ANDREW,7
10/24/15,WASHINGTON,24
10/24/15,CARTER,5
10/24/15,REYNOLDS,5
10/24/15,RALLS,3
10/24/15,NEWTON,26
10/24/15,CARROLL,5
10/17/15,GASCONADE,5
10/17/15,SULLIVAN,5
10/17/15,HARRISON,0
10/17/15,LIVINGSTON,3
10/17/15,GREENE,160
10/17/15,PLATTE,34
10/17/15,CARROLL,2
10/17/15,PUTNAM,2
10/17/15,ANDREW,16
10/17/15,PERRY,9
10/17/15,HENRY,21
10/17/15,CHRISTIAN,39
10/17/15,PULASKI,13
10/17/15,ST. LOUIS CITY,310
10/17/15,HOWELL,53
10/17/15,VERNON,8
10/17/15,COOPER,11
10/17/15,BARRY,21
10/17/15,ST. CLAIR,6
10/17/15,OREGON,6
10/17/15,PHELPS,16
10/17/15,PEMISCOT,14
10/17/15,POLK,17
10/17/15,MILLER,20
10/17/15,SHELBY,2
10/17/15,RALLS,5
10/17/15,DOUGLAS,4
10/17/15,WASHINGTON,21
10/17/15,MONTGOMERY,8
10/17/15,MISSISSIPPI,12
10/17/15,DALLAS,6
10/17/15,MONITEAU,6
10/17/15,JACKSON,396
10/17/15,ST. CHARLES,299
10/17/15,BENTON,7
10/17/15,WRIGHT,8
10/17/15,KNOX,2
10/17/15,GRUNDY,8
10/17/15,STONE,16
10/17/15,DAVIESS,1
10/17/15,PIKE,13
10/17/15,MORGAN,12
10/17/15,RAY,12
10/17/15,DEKALB,3
10/17/15,JASPER,65
10/17/15,JEFFERSON,152
10/17/15,CRAWFORD,16
10/17/15,HOLT,1
10/17/15,IRON,11
10/17/15,CARTER,8
10/17/15,ST. LOUIS,707
10/17/15,WEBSTER,19
10/17/15,WAYNE,10
10/17/15,STODDARD,22
10/17/15,BUCHANAN,90
10/17/15,REYNOLDS,4
10/17/15,BARTON,5
10/17/15,ST. FRANCOIS,46
10/17/15,MERCER,3
10/17/15,SALINE,14
10/17/15,CAMDEN,39
10/17/15,ATCHISON,1
10/17/15,MARIES,3
10/17/15,TEXAS,8
10/17/15,DADE,2
10/17/15,MCDONALD,12
10/17/15,BOLLINGER,7
10/17/15,COLE,31
10/17/15,LINCOLN,47
10/17/15,HICKORY,10
10/17/15,WARREN,29
10/17/15,NEW MADRID,16
10/17/15,LEWIS,0
10/17/15,MADISON,2
10/17/15,NEWTON,28
10/17/15,OSAGE,2
10/17/15,LACLEDE,39
10/17/15,SHANNON,16
10/17/15,ADAIR,11
10/17/15,CHARITON,4
10/17/15,STE. GENEVIEVE,13
10/17/15,SCHUYLER,3
10/17/15,PETTIS,16
10/17/15,MARION,14
10/17/15,RANDOLPH,17
10/17/15,MONROE,2
10/17/15,CAPE GIRARDEAU,40
10/17/15,DENT,21
10/17/15,DUNKLIN,33
10/17/15,MACON,14
10/17/15,CASS,33
10/17/15,LAFAYETTE,10
10/17/15,CLAY,79
10/17/15,CEDAR,8
10/17/15,OZARK,13
10/17/15,AUDRAIN,13
10/17/15,CALLAWAY,17
10/17/15,BOONE,56
10/17/15,LINN,23
10/17/15,CLARK,1
10/17/15,JOHNSON,22
10/17/15,CALDWELL,1
10/17/15,HOWARD,5
10/17/15,BATES,4
10/17/15,SCOTT,33
10/17/15,NODAWAY,4
10/17/15,CLINTON,12
10/17/15,TANEY,46
10/17/15,BUTLER,20
10/17/15,RIPLEY,9
10/17/15,SCOTLAND,1
10/17/15,GENTRY,0
10/17/15,WORTH,0
10/17/15,LAWRENCE,18
10/17/15,FRANKLIN,66
10/10/15,CRAWFORD,20
10/10/15,POLK,14
10/10/15,HOWELL,54
10/10/15,HOLT,3
10/10/15,OSAGE,6
10/10/15,GASCONADE,11
10/10/15,CALLAWAY,41
10/10/15,RIPLEY,11
10/10/15,ANDREW,7
10/10/15,WAYNE,10
10/10/15,CASS,53
10/10/15,COOPER,13
10/10/15,BARRY,9
10/10/15,WASHINGTON,19
10/10/15,GRUNDY,6
10/10/15,COLE,34
10/10/15,BUCHANAN,64
10/10/15,STODDARD,31
10/10/15,BATES,6
10/10/15,KNOX,0
10/10/15,PULASKI,27
10/10/15,BARTON,7
10/10/15,WEBSTER,26
10/10/15,CLARK,5
10/10/15,BUTLER,37
10/10/15,LINCOLN,42
10/10/15,MONTGOMERY,10
10/10/15,CAMDEN,34
10/10/15,SHELBY,1
10/10/15,MARION,12
10/10/15,RALLS,5
10/10/15,STONE,21
10/10/15,GREENE,194
10/10/15,MONITEAU,6
10/10/15,NEWTON,24
10/10/15,PIKE,9
10/10/15,JOHNSON,25
10/10/15,SCOTLAND,1
10/10/15,HICKORY,7
10/10/15,FRANKLIN,74
10/10/15,RANDOLPH,19
10/10/15,MADISON,13
10/10/15,DEKALB,3
10/10/15,SCHUYLER,1
10/10/15,GENTRY,1
10/10/15,CAPE GIRARDEAU,50
10/10/15,SALINE,6
10/10/15,HENRY,25
10/10/15,SHANNON,7
10/10/15,HOWARD,5
10/10/15,VERNON,9
10/10/15,TEXAS,19
10/10/15,CARROLL,4
10/10/15,HARRISON,2
10/10/15,TANEY,65
10/10/15,CARTER,3
10/10/15,CLINTON,10
10/10/15,MORGAN,11
10/10/15,REYNOLDS,3
10/10/15,SULLIVAN,1
10/10/15,ATCHISON,0
10/10/15,CHARITON,7
10/10/15,CHRISTIAN,46
10/10/15,BENTON,8
10/10/15,JACKSON,565
10/10/15,PERRY,6
10/10/15,ST. LOUIS,736
10/10/15,DUNKLIN,27
10/10/15,LAWRENCE,15
10/10/15,SCOTT,34
10/10/15,LIVINGSTON,7
10/10/15,ST. CLAIR,6
10/10/15,NODAWAY,7
10/10/15,LEWIS,2
10/10/15,ST. LOUIS CITY,342
10/10/15,DENT,6
10/10/15,BOLLINGER,8
10/10/15,IRON,5
10/10/15,ST. CHARLES,246
10/10/15,PETTIS,23
10/10/15,DAVIESS,2
10/10/15,DADE,2
10/10/15,STE. GENEVIEVE,10
10/10/15,CEDAR,6
10/10/15,AUDRAIN,21
10/10/15,RAY,12
10/10/15,LACLEDE,40
10/10/15,WRIGHT,11
10/10/15,PEMISCOT,13
10/10/15,MARIES,2
10/10/15,PUTNAM,1
10/10/15,JEFFERSON,156
10/10/15,CALDWELL,5
10/10/15,MERCER,4
10/10/15,MACON,5
10/10/15,DALLAS,17
10/10/15,PHELPS,26
10/10/15,LAFAYETTE,10
10/10/15,CLAY,98
10/10/15,LINN,7
10/10/15,BOONE,66
10/10/15,OZARK,12
10/10/15,DOUGLAS,4
10/10/15,MONROE,7
10/10/15,ST. FRANCOIS,44
10/10/15,PLATTE,35
10/10/15,JASPER,62
10/10/15,MILLER,15
10/10/15,ADAIR,8
10/10/15,NEW MADRID,18
10/10/15,MISSISSIPPI,16
10/10/15,WARREN,23
10/10/15,MCDONALD,12
10/10/15,WORTH,1
10/10/15,OREGON,10
10/3/15,ST. FRANCOIS,42
10/3/15,JOHNSON,25
10/3/15,KNOX,0
10/3/15,ST. CLAIR,2
10/3/15,JASPER,58
10/3/15,DADE,2
10/3/15,ST. LOUIS,591
10/3/15,HARRISON,1
10/3/15,CHARITON,4
10/3/15,PHELPS,18
10/3/15,DUNKLIN,19
10/3/15,MORGAN,14
10/3/15,LEWIS,2
10/3/15,CHRISTIAN,39
10/3/15,MCDONALD,7
10/3/15,CLAY,122
10/3/15,ST. CHARLES,183
10/3/15,LINCOLN,33
10/3/15,WARREN,27
10/3/15,LINN,7
10/3/15,MADISON,7
10/3/15,LAFAYETTE,14
10/3/15,MONROE,0
10/3/15,MONITEAU,5
10/3/15,OREGON,7
10/3/15,LAWRENCE,21
10/3/15,JEFFERSON,137
10/3/15,SHANNON,5
10/3/15,ADAIR,5
10/3/15,JACKSON,533
10/3/15,BATES,7
10/3/15,BARTON,5
10/3/15,WEBSTER,12
10/3/15,SHELBY,5
10/3/15,CEDAR,5
10/3/15,HOWELL,29
10/3/15,WORTH,1
10/3/15,SCOTLAND,0
10/3/15,REYNOLDS,6
10/3/15,DAVIESS,0
10/3/15,SCOTT,29
10/3/15,CALLAWAY,21
10/3/15,CAPE GIRARDEAU,54
10/3/15,MARION,12
10/3/15,RALLS,0
10/3/15,MISSISSIPPI,5
10/3/15,WAYNE,6
10/3/15,HOLT,5
10/3/15,AUDRAIN,10
10/3/15,FRANKLIN,47
10/3/15,MERCER,2
10/3/15,WRIGHT,13
10/3/15,COLE,23
10/3/15,DOUGLAS,6
10/3/15,OZARK,1
10/3/15,DALLAS,19
10/3/15,PUTNAM,1
10/3/15,STODDARD,23
10/3/15,PEMISCOT,10
10/3/15,RAY,9
10/3/15,CALDWELL,4
10/3/15,NODAWAY,3
10/3/15,NEW MADRID,11
10/3/15,HOWARD,9
10/3/15,GENTRY,5
10/3/15,STE. GENEVIEVE,14
10/3/15,CLARK,0
10/3/15,ANDREW,11
10/3/15,TEXAS,11
10/3/15,BENTON,8
10/3/15,CLINTON,11
10/3/15,CASS,42
10/3/15,CARTER,5
10/3/15,TANEY,43
10/3/15,GASCONADE,9
10/3/15,RIPLEY,5
10/3/15,IRON,6
10/3/15,SCHUYLER,2
10/3/15,SALINE,8
10/3/15,MACON,11
10/3/15,DEKALB,4
10/3/15,CAMDEN,26
10/3/15,SULLIVAN,2
10/3/15,BOLLINGER,3
10/3/15,ATCHISON,1
10/3/15,LIVINGSTON,6
10/3/15,VERNON,8
10/3/15,CARROLL,4
10/3/15,DENT,7
10/3/15,PIKE,3
10/3/15,MARIES,8
10/3/15,PETTIS,24
10/3/15,PLATTE,32
10/3/15,OSAGE,2
10/3/15,BUCHANAN,56
10/3/15,GRUNDY,5
10/3/15,NEWTON,24
10/3/15,PERRY,6
10/3/15,POLK,36
10/3/15,LACLEDE,53
10/3/15,WASHINGTON,21
10/3/15,MONTGOMERY,4
10/3/15,MILLER,16
10/3/15,GREENE,150
10/3/15,HENRY,18
10/3/15,CRAWFORD,16
10/3/15,HICKORY,7
10/3/15,RANDOLPH,18
10/3/15,ST. LOUIS CITY,245
10/3/15,COOPER,6
10/3/15,BUTLER,33
10/3/15,PULASKI,20
10/3/15,BARRY,9
10/3/15,STONE,15
10/3/15,BOONE,68
9/26/15,HENRY,10
9/26/15,SALINE,14
9/26/15,VERNON,12
9/26/15,DALLAS,10
9/26/15,LEWIS,3
9/26/15,IRON,9
9/26/15,COOPER,6
9/26/15,DUNKLIN,21
9/26/15,AUDRAIN,15
9/26/15,PERRY,11
9/26/15,PULASKI,13
9/26/15,RANDOLPH,11
9/26/15,ST. CHARLES,172
9/26/15,COLE,37
9/26/15,SULLIVAN,2
9/26/15,MONITEAU,7
9/26/15,OSAGE,5
9/26/15,SCHUYLER,0
9/26/15,BOONE,46
9/26/15,CLAY,133
9/26/15,BOLLINGER,11
9/26/15,TEXAS,13
9/26/15,NODAWAY,4
9/26/15,FRANKLIN,67
9/26/15,WASHINGTON,16
9/26/15,MORGAN,6
9/26/15,HOLT,1
9/26/15,CARROLL,2
9/26/15,DENT,5
9/26/15,DAVIESS,1
9/26/15,MONTGOMERY,3
9/26/15,REYNOLDS,1
9/26/15,DEKALB,4
