Area,Year,Period,Period Value,Labor Force,Employment,Unemployment,Unemployment Rate,Adjusted,Preliminary,Benchmark
Washburn County,2019,June,201906,"8,272","7,963",309,3.7,0,0,2019
Washburn County,2019,May,201905,"7,766","7,511",255,3.3,0,0,2019
Washburn County,2019,April,201904,"7,635","7,304",331,4.3,0,0,2019
Washburn County,2019,March,201903,"7,620","7,222",398,5.2,0,0,2019
Washburn County,2019,February,201902,"7,640","7,184",456,6,0,0,2019
Washburn County,2019,January,201901,"7,756","7,343",413,5.3,0,0,2019
Washington County,2020,May,202005,"77,201","68,894","8,307",10.8,0,1,2019
Washington County,2020,April,202004,"75,793","66,275","9,518",12.6,0,0,2019
Washington County,2020,March,202003,"76,567","74,452","2,115",2.8,0,0,2019
Washington County,2020,February,202002,"77,412","74,870","2,542",3.3,0,0,2019
Washington County,2020,January,202001,"77,001","74,309","2,692",3.5,0,0,2019
Washington County,2019,December,201912,"76,628","74,666","1,962",2.6,0,0,2019
Washington County,2019,November,201911,"77,082","75,100","1,982",2.6,0,0,2019
Washington County,2019,October,201910,"77,172","75,220","1,952",2.5,0,0,2019
Washington County,2019,September,201909,"76,928","74,997","1,931",2.5,0,0,2019
Washington County,2019,August,201908,"77,591","75,286","2,305",3,0,0,2019
Washington County,2019,July,201907,"78,016","75,582","2,434",3.1,0,0,2019
Washington County,2019,June,201906,"77,885","75,273","2,612",3.4,0,0,2019
Washington County,2019,May,201905,"76,685","74,593","2,092",2.7,0,0,2019
Washington County,2019,April,201904,"76,559","74,536","2,023",2.6,0,0,2019
Washington County,2019,March,201903,"77,255","74,821","2,434",3.2,0,0,2019
Washington County,2019,February,201902,"77,453","74,999","2,454",3.2,0,0,2019
Washington County,2019,January,201901,"76,672","74,321","2,351",3.1,0,0,2019
Waukesha County,2020,May,202005,"224,006","200,453","23,553",10.5,0,1,2019
Waukesha County,2020,April,202004,"218,068","192,449","25,619",11.7,0,0,2019
Waukesha County,2020,March,202003,"222,810","216,817","5,993",2.7,0,0,2019
Waukesha County,2020,February,202002,"225,357","218,223","7,134",3.2,0,0,2019
Waukesha County,2020,January,202001,"224,165","216,361","7,804",3.5,0,0,2019
Waukesha County,2019,December,201912,"223,011","217,182","5,829",2.6,0,0,2019
Waukesha County,2019,November,201911,"224,979","218,950","6,029",2.7,0,0,2019
Waukesha County,2019,October,201910,"225,034","219,243","5,791",2.6,0,0,2019
Waukesha County,2019,September,201909,"224,238","218,367","5,871",2.6,0,0,2019
Waukesha County,2019,August,201908,"226,414","219,457","6,957",3.1,0,0,2019
Waukesha County,2019,July,201907,"227,514","220,027","7,487",3.3,0,0,2019
Waukesha County,2019,June,201906,"226,330","218,472","7,858",3.5,0,0,2019
Waukesha County,2019,May,201905,"223,493","217,136","6,357",2.8,0,0,2019
Waukesha County,2019,April,201904,"222,865","216,833","6,032",2.7,0,0,2019
Waukesha County,2019,March,201903,"224,990","217,914","7,076",3.1,0,0,2019
Waukesha County,2019,February,201902,"225,502","218,552","6,950",3.1,0,0,2019
Waukesha County,2019,January,201901,"222,406","215,678","6,728",3,0,0,2019
Waupaca County,2020,May,202005,"25,318","22,672","2,646",10.5,0,1,2019
Waupaca County,2020,April,202004,"24,931","21,824","3,107",12.5,0,0,2019
Waupaca County,2020,March,202003,"25,574","24,700",874,3.4,0,0,2019
Waupaca County,2020,February,202002,"25,477","24,475","1,002",3.9,0,0,2019
Waupaca County,2020,January,202001,"25,726","24,614","1,112",4.3,0,0,2019
Waupaca County,2019,December,201912,"25,627","24,778",849,3.3,0,0,2019
Waupaca County,2019,November,201911,"25,473","24,764",709,2.8,0,0,2019
Waupaca County,2019,October,201910,"25,565","24,866",699,2.7,0,0,2019
Waupaca County,2019,September,201909,"25,919","25,192",727,2.8,0,0,2019
Waupaca County,2019,August,201908,"26,030","25,233",797,3.1,0,0,2019
Waupaca County,2019,July,201907,"26,295","25,363",932,3.5,0,0,2019
Waupaca County,2019,June,201906,"26,826","25,889",937,3.5,0,0,2019
Waupaca County,2019,May,201905,"25,789","25,031",758,2.9,0,0,2019
Waupaca County,2019,April,201904,"25,849","25,009",840,3.2,0,0,2019
Waupaca County,2019,March,201903,"25,944","24,952",992,3.8,0,0,2019
Waupaca County,2019,February,201902,"25,832","24,856",976,3.8,0,0,2019
Waupaca County,2019,January,201901,"26,162","25,184",978,3.7,0,0,2019
Waushara County,2020,May,202005,"11,110","9,908","1,202",10.8,0,1,2019
Waushara County,2020,April,202004,"11,165","9,563","1,602",14.3,0,0,2019
Waushara County,2020,March,202003,"11,233","10,714",519,4.6,0,0,2019
Waushara County,2020,February,202002,"11,213","10,583",630,5.6,0,0,2019
Waushara County,2020,January,202001,"11,423","10,745",678,5.9,0,0,2019
Waushara County,2019,December,201912,"11,422","10,952",470,4.1,0,0,2019
Waushara County,2019,November,201911,"11,344","10,940",404,3.6,0,0,2019
Waushara County,2019,October,201910,"11,252","10,885",367,3.3,0,0,2019
Waushara County,2019,September,201909,"11,156","10,803",353,3.2,0,0,2019
Waushara County,2019,August,201908,"11,284","10,855",429,3.8,0,0,2019
Waushara County,2019,July,201907,"11,401","10,919",482,4.2,0,0,2019
Waushara County,2019,June,201906,"11,763","11,281",482,4.1,0,0,2019
Waushara County,2019,May,201905,"11,308","10,923",385,3.4,0,0,2019
Waushara County,2019,April,201904,"11,253","10,851",402,3.6,0,0,2019
Waushara County,2019,March,201903,"11,534","10,935",599,5.2,0,0,2019
Waushara County,2019,February,201902,"11,524","10,881",643,5.6,0,0,2019
Waushara County,2019,January,201901,"11,816","11,230",586,5,0,0,2019
Winnebago County,2020,May,202005,"91,007","81,331","9,676",10.6,0,1,2019
Winnebago County,2020,April,202004,"89,910","78,010","11,900",13.2,0,0,2019
Winnebago County,2020,March,202003,"90,159","87,717","2,442",2.7,0,0,2019
Winnebago County,2020,February,202002,"91,287","88,391","2,896",3.2,0,0,2019
Winnebago County,2020,January,202001,"91,141","87,953","3,188",3.5,0,0,2019
Winnebago County,2019,December,201912,"91,003","88,444","2,559",2.8,0,0,2019
Winnebago County,2019,November,201911,"91,241","88,743","2,498",2.7,0,0,2019
Winnebago County,2019,October,201910,"91,238","88,827","2,411",2.6,0,0,2019
Winnebago County,2019,September,201909,"91,009","88,556","2,453",2.7,0,0,2019
Winnebago County,2019,August,201908,"91,648","88,609","3,039",3.3,0,0,2019
Winnebago County,2019,July,201907,"92,662","89,527","3,135",3.4,0,0,2019
Winnebago County,2019,June,201906,"92,133","88,865","3,268",3.5,0,0,2019
Winnebago County,2019,May,201905,"91,139","88,493","2,646",2.9,0,0,2019
Winnebago County,2019,April,201904,"91,093","88,560","2,533",2.8,0,0,2019
Winnebago County,2019,March,201903,"91,766","88,893","2,873",3.1,0,0,2019
Winnebago County,2019,February,201902,"91,955","89,170","2,785",3,0,0,2019
Winnebago County,2019,January,201901,"90,800","88,052","2,748",3,0,0,2019
Wood County,2020,May,202005,"34,916","30,707","4,209",12.1,0,1,2019
Wood County,2020,April,202004,"34,450","29,466","4,984",14.5,0,0,2019
Wood County,2020,March,202003,"34,891","33,497","1,394",4,0,0,2019
Wood County,2020,February,202002,"34,880","33,250","1,630",4.7,0,0,2019
Wood County,2020,January,202001,"35,111","33,371","1,740",5,0,0,2019
Wood County,2019,December,201912,"35,122","33,812","1,310",3.7,0,0,2019
Wood County,2019,November,201911,"34,967","33,829","1,138",3.3,0,0,2019
Wood County,2019,October,201910,"35,116","34,091","1,025",2.9,0,0,2019
Wood County,2019,September,201909,"35,014","33,984","1,030",2.9,0,0,2019
Wood County,2019,August,201908,"35,118","33,781","1,337",3.8,0,0,2019
Wood County,2019,July,201907,"35,609","34,092","1,517",4.3,0,0,2019
Wood County,2019,June,201906,"35,920","34,491","1,429",4,0,0,2019
Wood County,2019,May,201905,"34,846","33,703","1,143",3.3,0,0,2019
Wood County,2019,April,201904,"34,809","33,534","1,275",3.7,0,0,2019
Wood County,2019,March,201903,"34,899","33,210","1,689",4.8,0,0,2019
Wood County,2019,February,201902,"35,003","33,323","1,680",4.8,0,0,2019
Wood County,2019,January,201901,"35,216","33,586","1,630",4.6,0,0,2019
De Pere City,2020,May,202005,"13,898","12,198","1,700",12.2,0,1,2019
De Pere City,2020,April,202004,"13,461","11,685","1,776",13.2,0,0,2019
De Pere City,2020,March,202003,"13,615","13,238",377,2.8,0,0,2019
De Pere City,2020,February,202002,"13,748","13,310",438,3.2,0,0,2019
De Pere City,2020,January,202001,"13,684","13,208",476,3.5,0,0,2019
De Pere City,2019,December,201912,"13,683","13,302",381,2.8,0,0,2019
De Pere City,2019,November,201911,"13,782","13,404",378,2.7,0,0,2019
De Pere City,2019,October,201910,"13,798","13,414",384,2.8,0,0,2019
De Pere City,2019,September,201909,"13,760","13,373",387,2.8,0,0,2019
De Pere City,2019,August,201908,"13,883","13,372",511,3.7,0,0,2019
De Pere City,2019,July,201907,"13,974","13,448",526,3.8,0,0,2019
De Pere City,2019,June,201906,"14,026","13,469",557,4,0,0,2019
De Pere City,2019,May,201905,"13,770","13,329",441,3.2,0,0,2019
De Pere City,2019,April,201904,"13,689","13,295",394,2.9,0,0,2019
De Pere City,2019,March,201903,"13,745","13,298",447,3.3,0,0,2019
De Pere City,2019,February,201902,"13,764","13,310",454,3.3,0,0,2019
De Pere City,2019,January,201901,"13,649","13,239",410,3,0,0,2019
Green Bay City,2020,May,202005,"55,590","47,785","7,805",14,0,1,2019
Green Bay City,2020,April,202004,"53,572","45,775","7,797",14.6,0,0,2019
Green Bay City,2020,March,202003,"53,557","51,860","1,697",3.2,0,0,2019
Green Bay City,2020,February,202002,"54,200","52,140","2,060",3.8,0,0,2019
Green Bay City,2020,January,202001,"53,986","51,740","2,246",4.2,0,0,2019
Green Bay City,2019,December,201912,"53,859","52,110","1,749",3.2,0,0,2019
Green Bay City,2019,November,201911,"54,223","52,510","1,713",3.2,0,0,2019
Green Bay City,2019,October,201910,"54,144","52,547","1,597",2.9,0,0,2019
Green Bay City,2019,September,201909,"54,031","52,390","1,641",3,0,0,2019
Green Bay City,2019,August,201908,"54,238","52,383","1,855",3.4,0,0,2019
Green Bay City,2019,July,201907,"54,737","52,681","2,056",3.8,0,0,2019
Green Bay City,2019,June,201906,"54,873","52,765","2,108",3.8,0,0,2019
Green Bay City,2019,May,201905,"53,952","52,217","1,735",3.2,0,0,2019
Green Bay City,2019,April,201904,"53,789","52,082","1,707",3.2,0,0,2019
Green Bay City,2019,March,201903,"54,050","52,096","1,954",3.6,0,0,2019
Green Bay City,2019,February,201902,"54,100","52,142","1,958",3.6,0,0,2019
Green Bay City,2019,January,201901,"53,709","51,863","1,846",3.4,0,0,2019
Appleton City - Calumet County,2020,May,202005,"6,272","5,569",703,11.2,0,1,2019
Appleton City - Calumet County,2020,April,202004,"6,207","5,370",837,13.5,0,0,2019
Appleton City - Calumet County,2020,March,202003,"6,217","6,041",176,2.8,0,0,2019
Appleton City - Calumet County,2020,February,202002,"6,236","6,045",191,3.1,0,0,2019
Appleton City - Calumet County,2020,January,202001,"6,306","6,083",223,3.5,0,0,2019
Appleton City - Calumet County,2019,December,201912,"6,288","6,114",174,2.8,0,0,2019
Appleton City - Calumet County,2019,November,201911,"6,286","6,116",170,2.7,0,0,2019
Appleton City - Calumet County,2019,October,201910,"6,279","6,126",153,2.4,0,0,2019
Appleton City - Calumet County,2019,September,201909,"6,277","6,122",155,2.5,0,0,2019
Appleton City - Calumet County,2019,August,201908,"6,380","6,161",219,3.4,0,0,2019
Appleton City - Calumet County,2019,July,201907,"6,441","6,230",211,3.3,0,0,2019
Appleton City - Calumet County,2019,June,201906,"6,464","6,260",204,3.2,0,0,2019
Appleton City - Calumet County,2019,May,201905,"6,284","6,105",179,2.8,0,0,2019
Appleton City - Calumet County,2019,April,201904,"6,282","6,096",186,3,0,0,2019
Appleton City - Calumet County,2019,March,201903,"6,282","6,079",203,3.2,0,0,2019
Appleton City - Calumet County,2019,February,201902,"6,308","6,089",219,3.5,0,0,2019
Appleton City - Calumet County,2019,January,201901,"6,346","6,133",213,3.4,0,0,2019
Eau Claire City - Chippewa County,2020,May,202005,989,867,122,12.3,0,1,2019
Eau Claire City - Chippewa County,2020,April,202004,993,839,154,15.5,0,0,2019
Eau Claire City - Chippewa County,2020,March,202003,988,955,33,3.3,0,0,2019
Eau Claire City - Chippewa County,2020,February,202002,994,952,42,4.2,0,0,2019
Eau Claire City - Chippewa County,2020,January,202001,987,940,47,4.8,0,0,2019
Eau Claire City - Chippewa County,2019,December,201912,"1,002",962,40,4,0,0,2019
Eau Claire City - Chippewa County,2019,November,201911,999,965,34,3.4,0,0,2019
Eau Claire City - Chippewa County,2019,October,201910,"1,004",968,36,3.6,0,0,2019
Eau Claire City - Chippewa County,2019,September,201909,984,960,24,2.4,0,0,2019
Eau Claire City - Chippewa County,2019,August,201908,983,954,29,3,0,0,2019
Eau Claire City - Chippewa County,2019,July,201907,992,959,33,3.3,0,0,2019
Eau Claire City - Chippewa County,2019,June,201906,990,958,32,3.2,0,0,2019
Eau Claire City - Chippewa County,2019,May,201905,991,963,28,2.8,0,0,2019
Eau Claire City - Chippewa County,2019,April,201904,989,962,27,2.7,0,0,2019
Eau Claire City - Chippewa County,2019,March,201903,984,953,31,3.2,0,0,2019
Eau Claire City - Chippewa County,2019,February,201902,988,951,37,3.7,0,0,2019
Eau Claire City - Chippewa County,2019,January,201901,985,948,37,3.8,0,0,2019
Madison City,2020,May,202005,"149,778","135,519","14,259",9.5,0,1,2019
Madison City,2020,April,202004,"146,016","130,812","15,204",10.4,0,0,2019
Madison City,2020,March,202003,"156,601","153,561","3,040",1.9,0,0,2019
Madison City,2020,February,202002,"157,023","153,420","3,603",2.3,0,0,2019
Madison City,2020,January,202001,"155,447","151,268","4,179",2.7,0,0,2019
Madison City,2019,December,201912,"157,534","154,347","3,187",2,0,0,2019
Madison City,2019,November,201911,"158,770","155,383","3,387",2.1,0,0,2019
Madison City,2019,October,201910,"158,520","155,190","3,330",2.1,0,0,2019
Madison City,2019,September,201909,"156,643","153,244","3,399",2.2,0,0,2019
Madison City,2019,August,201908,"157,843","153,956","3,887",2.5,0,0,2019
Madison City,2019,July,201907,"159,498","155,277","4,221",2.6,0,0,2019
Madison City,2019,June,201906,"158,335","153,455","4,880",3.1,0,0,2019
Madison City,2019,May,201905,"154,930","150,934","3,996",2.6,0,0,2019
Madison City,2019,April,201904,"155,739","152,250","3,489",2.2,0,0,2019
Madison City,2019,March,201903,"155,891","151,994","3,897",2.5,0,0,2019
Madison City,2019,February,201902,"156,289","152,504","3,785",2.4,0,0,2019
Madison City,2019,January,201901,"153,465","149,730","3,735",2.4,0,0,2019
Sun Prairie City,2020,May,202005,"19,228","17,321","1,907",9.9,0,1,2019
Sun Prairie City,2020,April,202004,"18,869","16,720","2,149",11.4,0,0,2019
Sun Prairie City,2020,March,202003,"20,065","19,627",438,2.2,0,0,2019
Sun Prairie City,2020,February,202002,"20,162","19,609",553,2.7,0,0,2019
Sun Prairie City,2020,January,202001,"19,922","19,334",588,3,0,0,2019
Sun Prairie City,2019,December,201912,"20,169","19,728",441,2.2,0,0,2019
Sun Prairie City,2019,November,201911,"20,335","19,860",475,2.3,0,0,2019
Sun Prairie City,2019,October,201910,"20,325","19,836",489,2.4,0,0,2019
Sun Prairie City,2019,September,201909,"20,031","19,587",444,2.2,0,0,2019
Sun Prairie City,2019,August,201908,"20,191","19,678",513,2.5,0,0,2019
Sun Prairie City,2019,July,201907,"20,414","19,847",567,2.8,0,0,2019
Sun Prairie City,2019,June,201906,"20,218","19,614",604,3,0,0,2019
Sun Prairie City,2019,May,201905,"19,794","19,292",502,2.5,0,0,2019
Sun Prairie City,2019,April,201904,"19,925","19,460",465,2.3,0,0,2019
Sun Prairie City,2019,March,201903,"19,941","19,427",514,2.6,0,0,2019
Sun Prairie City,2019,February,201902,"20,006","19,492",514,2.6,0,0,2019
Sun Prairie City,2019,January,201901,"19,628","19,138",490,2.5,0,0,2019
Fitchburg City,2020,May,202005,"16,045","14,728","1,317",8.2,0,1,2019
Fitchburg City,2020,April,202004,"15,645","14,216","1,429",9.1,0,0,2019
Fitchburg City,2020,March,202003,"17,048","16,688",360,2.1,0,0,2019
Fitchburg City,2020,February,202002,"17,088","16,673",415,2.4,0,0,2019
Fitchburg City,2020,January,202001,"16,939","16,439",500,3,0,0,2019
Fitchburg City,2019,December,201912,"17,173","16,774",399,2.3,0,0,2019
Fitchburg City,2019,November,201911,"17,258","16,886",372,2.2,0,0,2019
Fitchburg City,2019,October,201910,"17,237","16,865",372,2.2,0,0,2019
Fitchburg City,2019,September,201909,"17,025","16,654",371,2.2,0,0,2019
Fitchburg City,2019,August,201908,"17,141","16,731",410,2.4,0,0,2019
Fitchburg City,2019,July,201907,"17,305","16,875",430,2.5,0,0,2019
Fitchburg City,2019,June,201906,"17,182","16,677",505,2.9,0,0,2019
Fitchburg City,2019,May,201905,"16,808","16,403",405,2.4,0,0,2019
Fitchburg City,2019,April,201904,"16,932","16,546",386,2.3,0,0,2019
Fitchburg City,2019,March,201903,"16,944","16,518",426,2.5,0,0,2019
Fitchburg City,2019,February,201902,"16,956","16,573",383,2.3,0,0,2019
Fitchburg City,2019,January,201901,"16,670","16,272",398,2.4,0,0,2019
Superior City,2020,May,202005,"15,092","12,454","2,638",17.5,0,1,2019
Superior City,2020,April,202004,"14,958","12,083","2,875",19.2,0,0,2019
Superior City,2020,March,202003,"14,126","13,587",539,3.8,0,0,2019
Superior City,2020,February,202002,"14,358","13,709",649,4.5,0,0,2019
Superior City,2020,January,202001,"14,173","13,550",623,4.4,0,0,2019
Superior City,2019,December,201912,"14,161","13,641",520,3.7,0,0,2019
Superior City,2019,November,201911,"14,392","13,870",522,3.6,0,0,2019
Superior City,2019,October,201910,"14,463","13,991",472,3.3,0,0,2019
Superior City,2019,September,201909,"14,390","13,901",489,3.4,0,0,2019
Superior City,2019,August,201908,"14,348","13,694",654,4.6,0,0,2019
Superior City,2019,July,201907,"14,453","13,795",658,4.6,0,0,2019
Superior City,2019,June,201906,"14,451","13,812",639,4.4,0,0,2019
Superior City,2019,May,201905,"14,380","13,906",474,3.3,0,0,2019
Superior City,2019,April,201904,"14,386","13,847",539,3.7,0,0,2019
Superior City,2019,March,201903,"14,409","13,803",606,4.2,0,0,2019
Superior City,2019,February,201902,"14,521","13,913",608,4.2,0,0,2019
Superior City,2019,January,201901,"14,162","13,639",523,3.7,0,0,2019
Eau Claire City - Eau Claire County,2020,May,202005,"38,146","33,940","4,206",11,0,1,2019
Eau Claire City - Eau Claire County,2020,April,202004,"37,137","32,687","4,450",12,0,0,2019
Eau Claire City - Eau Claire County,2020,March,202003,"38,530","37,521","1,009",2.6,0,0,2019
Eau Claire City - Eau Claire County,2020,February,202002,"38,725","37,512","1,213",3.1,0,0,2019
Eau Claire City - Eau Claire County,2020,January,202001,"38,170","36,793","1,377",3.6,0,0,2019
Eau Claire City - Eau Claire County,2019,December,201912,"38,634","37,579","1,055",2.7,0,0,2019
Eau Claire City - Eau Claire County,2019,November,201911,"38,806","37,835",971,2.5,0,0,2019
Eau Claire City - Eau Claire County,2019,October,201910,"38,946","37,966",980,2.5,0,0,2019
Eau Claire City - Eau Claire County,2019,September,201909,"38,680","37,670","1,010",2.6,0,0,2019
Eau Claire City - Eau Claire County,2019,August,201908,"38,767","37,467","1,300",3.4,0,0,2019
Eau Claire City - Eau Claire County,2019,July,201907,"38,921","37,567","1,354",3.5,0,0,2019
Eau Claire City - Eau Claire County,2019,June,201906,"38,745","37,319","1,426",3.7,0,0,2019
Eau Claire City - Eau Claire County,2019,May,201905,"38,909","37,801","1,108",2.8,0,0,2019
Eau Claire City - Eau Claire County,2019,April,201904,"38,818","37,772","1,046",2.7,0,0,2019
Eau Claire City - Eau Claire County,2019,March,201903,"38,702","37,521","1,181",3.1,0,0,2019
Eau Claire City - Eau Claire County,2019,February,201902,"38,672","37,512","1,160",3,0,0,2019
Eau Claire City - Eau Claire County,2019,January,201901,"38,053","36,865","1,188",3.1,0,0,2019
Fond Du Lac City,2020,May,202005,"23,532","20,487","3,045",12.9,0,1,2019
Fond Du Lac City,2020,April,202004,"23,288","19,369","3,919",16.8,0,0,2019
Fond Du Lac City,2020,March,202003,"22,474","21,828",646,2.9,0,0,2019
Fond Du Lac City,2020,February,202002,"22,754","21,986",768,3.4,0,0,2019
Fond Du Lac City,2020,January,202001,"22,571","21,728",843,3.7,0,0,2019
Fond Du Lac City,2019,December,201912,"22,642","21,997",645,2.8,0,0,2019
Fond Du Lac City,2019,November,201911,"22,741","22,127",614,2.7,0,0,2019
Fond Du Lac City,2019,October,201910,"22,780","22,162",618,2.7,0,0,2019
Fond Du Lac City,2019,September,201909,"22,866","22,218",648,2.8,0,0,2019
Fond Du Lac City,2019,August,201908,"22,976","22,102",874,3.8,0,0,2019
Fond Du Lac City,2019,July,201907,"23,300","22,405",895,3.8,0,0,2019
Fond Du Lac City,2019,June,201906,"23,482","22,648",834,3.6,0,0,2019
Fond Du Lac City,2019,May,201905,"22,718","22,086",632,2.8,0,0,2019
Fond Du Lac City,2019,April,201904,"22,628","22,061",567,2.5,0,0,2019
Fond Du Lac City,2019,March,201903,"22,743","22,011",732,3.2,0,0,2019
Fond Du Lac City,2019,February,201902,"22,695","21,963",732,3.2,0,0,2019
Fond Du Lac City,2019,January,201901,"22,691","21,974",717,3.2,0,0,2019
Kenosha City,2020,May,202005,"51,708","44,268","7,440",14.4,0,1,2019
Kenosha City,2020,April,202004,"51,076","42,732","8,344",16.3,0,0,2019
Kenosha City,2020,March,202003,"49,099","47,013","2,086",4.2,0,0,2019
Kenosha City,2020,February,202002,"49,793","47,324","2,469",5,0,0,2019
Kenosha City,2020,January,202001,"49,485","46,966","2,519",5.1,0,0,2019
Kenosha City,2019,December,201912,"49,622","47,699","1,923",3.9,0,0,2019
Kenosha City,2019,November,201911,"50,141","48,089","2,052",4.1,0,0,2019
Kenosha City,2019,October,201910,"50,379","48,495","1,884",3.7,0,0,2019
Kenosha City,2019,September,201909,"50,752","48,752","2,000",3.9,0,0,2019
Kenosha City,2019,August,201908,"51,188","48,810","2,378",4.6,0,0,2019
Kenosha City,2019,July,201907,"51,679","49,297","2,382",4.6,0,0,2019
Kenosha City,2019,June,201906,"51,371","48,961","2,410",4.7,0,0,2019
Kenosha City,2019,May,201905,"50,302","48,341","1,961",3.9,0,0,2019
Kenosha City,2019,April,201904,"50,011","48,021","1,990",4,0,0,2019
Kenosha City,2019,March,201903,"50,355","48,023","2,332",4.6,0,0,2019
Kenosha City,2019,February,201902,"50,395","48,094","2,301",4.6,0,0,2019
Kenosha City,2019,January,201901,"49,712","47,508","2,204",4.4,0,0,2019
La Crosse City,2020,May,202005,"28,491","25,085","3,406",12,0,1,2019
La Crosse City,2020,April,202004,"28,214","24,538","3,676",13,0,0,2019
La Crosse City,2020,March,202003,"28,792","28,072",720,2.5,0,0,2019
La Crosse City,2020,February,202002,"29,159","28,239",920,3.2,0,0,2019
La Crosse City,2020,January,202001,"28,641","27,575","1,066",3.7,0,0,2019
La Crosse City,2019,December,201912,"29,025","28,243",782,2.7,0,0,2019
La Crosse City,2019,November,201911,"29,312","28,549",763,2.6,0,0,2019
La Crosse City,2019,October,201910,"29,196","28,448",748,2.6,0,0,2019
La Crosse City,2019,September,201909,"28,993","28,219",774,2.7,0,0,2019
La Crosse City,2019,August,201908,"28,847","27,911",936,3.2,0,0,2019
La Crosse City,2019,July,201907,"28,997","27,939","1,058",3.6,0,0,2019
La Crosse City,2019,June,201906,"29,073","27,899","1,174",4,0,0,2019
La Crosse City,2019,May,201905,"29,189","28,256",933,3.2,0,0,2019
La Crosse City,2019,April,201904,"29,192","28,390",802,2.7,0,0,2019
La Crosse City,2019,March,201903,"29,266","28,312",954,3.3,0,0,2019
La Crosse City,2019,February,201902,"29,376","28,457",919,3.1,0,0,2019
La Crosse City,2019,January,201901,"28,714","27,764",950,3.3,0,0,2019
Manitowoc City,2020,May,202005,"16,263","13,925","2,338",14.4,0,1,2019
Manitowoc City,2020,April,202004,"16,211","13,344","2,867",17.7,0,0,2019
Manitowoc City,2020,March,202003,"15,785","15,213",572,3.6,0,0,2019
Manitowoc City,2020,February,202002,"15,727","15,037",690,4.4,0,0,2019
Manitowoc City,2020,January,202001,"15,744","15,030",714,4.5,0,0,2019
Manitowoc City,2019,December,201912,"15,789","15,160",629,4,0,0,2019
Manitowoc City,2019,November,201911,"15,855","15,254",601,3.8,0,0,2019
Manitowoc City,2019,October,201910,"15,873","15,408",465,2.9,0,0,2019
Manitowoc City,2019,September,201909,"15,903","15,407",496,3.1,0,0,2019
Manitowoc City,2019,August,201908,"15,895","15,370",525,3.3,0,0,2019
Manitowoc City,2019,July,201907,"16,091","15,463",628,3.9,0,0,2019
