County,Date,Geofips,Month,Year,Civilian Labor Force,Employment,Number of Records,Unemployment,Unemployment Rate
Lewis,5/1/93,53041,5,1993,27477,24541,1,2936,10.70%
Lincoln,5/1/93,53043,5,1993,4507,4268,1,239,5.30%
Mason,5/1/93,53045,5,1993,16105,14495,1,1610,10.00%
Okanogan,5/1/93,53047,5,1993,19915,17551,1,2364,11.90%
Pacific,5/1/93,53049,5,1993,7878,7023,1,855,10.90%
Pend Oreille,5/1/93,53051,5,1993,3832,3300,1,532,13.90%
Pierce,5/1/93,53053,5,1993,290842,269028,1,21814,7.50%
San Juan,5/1/93,53055,5,1993,5427,5034,1,393,7.20%
Skagit,5/1/93,53057,5,1993,42637,37826,1,4811,11.30%
Skamania,5/1/93,53059,5,1993,4179,3580,1,599,14.30%
Snohomish,5/1/93,53061,5,1993,275716,258732,1,16984,6.20%
Spokane,5/1/93,53063,5,1993,183222,173006,1,10216,5.60%
Stevens,5/1/93,53065,5,1993,15299,13806,1,1493,9.80%
Thurston,5/1/93,53067,5,1993,86910,81122,1,5788,6.70%
Wahkiakum,5/1/93,53069,5,1993,1660,1531,1,129,7.80%
Walla Walla,5/1/93,53071,5,1993,25689,24397,1,1292,5.00%
Whatcom,5/1/93,53073,5,1993,73971,68501,1,5470,7.40%
Whitman,5/1/93,53075,5,1993,17620,17249,1,371,2.10%
Yakima,5/1/93,53077,5,1993,110098,95047,1,15051,13.70%
Adams,5/1/94,53001,5,1994,8341,7467,1,874,10.50%
Asotin,5/1/94,53003,5,1994,10705,10315,1,390,3.60%
Clallam,5/1/94,53009,5,1994,23234,20601,1,2633,11.30%
Columbia,5/1/94,53013,5,1994,2060,1926,1,134,6.50%
Cowlitz,5/1/94,53015,5,1994,38359,34872,1,3487,9.10%
Douglas,5/1/94,53017,5,1994,17001,15647,1,1354,8.00%
Ferry,5/1/94,53019,5,1994,2842,2482,1,360,12.70%
Franklin,5/1/94,53021,5,1994,22303,20869,1,1434,6.40%
Garfield,5/1/94,53023,5,1994,1050,1011,1,39,3.70%
Grant,5/1/94,53025,5,1994,32608,29529,1,3079,9.40%
Grays Harbor,5/1/94,53027,5,1994,27858,23823,1,4035,14.50%
Island,5/1/94,53029,5,1994,24303,23128,1,1175,4.80%
Jefferson,5/1/94,53031,5,1994,9364,8502,1,862,9.20%
King,5/1/94,53033,5,1994,898851,856923,1,41928,4.70%
Kitsap,5/1/94,53035,5,1994,88149,82427,1,5722,6.50%
Kittitas,5/1/94,53037,5,1994,14029,12750,1,1279,9.10%
Klickitat,5/1/94,53039,5,1994,8198,7173,1,1025,12.50%
Lewis,5/1/94,53041,5,1994,28399,25634,1,2765,9.70%
Lincoln,5/1/94,53043,5,1994,4567,4324,1,243,5.30%
Mason,5/1/94,53045,5,1994,16879,15216,1,1663,9.90%
Okanogan,5/1/94,53047,5,1994,20436,18295,1,2141,10.50%
Pacific,5/1/94,53049,5,1994,8310,7174,1,1136,13.70%
Pend Oreille,5/1/94,53051,5,1994,3797,3326,1,471,12.40%
Pierce,5/1/94,53053,5,1994,300612,278807,1,21805,7.30%
San Juan,5/1/94,53055,5,1994,5348,4991,1,357,6.70%
Skagit,5/1/94,53057,5,1994,45062,40528,1,4534,10.10%
Skamania,5/1/94,53059,5,1994,3923,3514,1,409,10.40%
Snohomish,5/1/94,53061,5,1994,280329,264353,1,15976,5.70%
Spokane,5/1/94,53063,5,1994,190437,180996,1,9441,5.00%
Stevens,5/1/94,53065,5,1994,16282,14784,1,1498,9.20%
Thurston,5/1/94,53067,5,1994,89460,83588,1,5872,6.60%
Wahkiakum,5/1/94,53069,5,1994,1672,1477,1,195,11.70%
Walla Walla,5/1/94,53071,5,1994,25802,24583,1,1219,4.70%
Whatcom,5/1/94,53073,5,1994,73898,68223,1,5675,7.70%
Whitman,5/1/94,53075,5,1994,18603,18241,1,362,1.90%
Yakima,5/1/94,53077,5,1994,109938,97046,1,12892,11.70%
Adams,5/1/95,53001,5,1995,8660,7729,1,931,10.80%
Asotin,5/1/95,53003,5,1995,11288,10772,1,516,4.60%
Clallam,5/1/95,53009,5,1995,24366,22279,1,2087,8.60%
Columbia,5/1/95,53013,5,1995,1933,1767,1,166,8.60%
Cowlitz,5/1/95,53015,5,1995,40463,37440,1,3023,7.50%
Douglas,5/1/95,53017,5,1995,17226,15713,1,1513,8.80%
Ferry,5/1/95,53019,5,1995,2944,2556,1,388,13.20%
Franklin,5/1/95,53021,5,1995,22856,21022,1,1834,8.00%
Garfield,5/1/95,53023,5,1995,1045,1009,1,36,3.40%
Grant,5/1/95,53025,5,1995,33861,30396,1,3465,10.20%
Grays Harbor,5/1/95,53027,5,1995,27749,24762,1,2987,10.80%
Island,5/1/95,53029,5,1995,25372,24235,1,1137,4.50%
Jefferson,5/1/95,53031,5,1995,10027,9315,1,712,7.10%
King,5/1/95,53033,5,1995,907750,864713,1,43037,4.70%
Kitsap,5/1/95,53035,5,1995,90146,83865,1,6281,7.00%
Kittitas,5/1/95,53037,5,1995,15040,13564,1,1476,9.80%
Klickitat,5/1/95,53039,5,1995,9059,7845,1,1214,13.40%
Lewis,5/1/95,53041,5,1995,30374,27589,1,2785,9.20%
Lincoln,5/1/95,53043,5,1995,4856,4569,1,287,5.90%
Mason,5/1/95,53045,5,1995,17861,16359,1,1502,8.40%
Okanogan,5/1/95,53047,5,1995,21171,18654,1,2517,11.90%
Pacific,5/1/95,53049,5,1995,8327,7567,1,760,9.10%
Pend Oreille,5/1/95,53051,5,1995,4042,3486,1,556,13.80%
Pierce,5/1/95,53053,5,1995,316013,295049,1,20964,6.60%
San Juan,5/1/95,53055,5,1995,5654,5295,1,359,6.30%
Skagit,5/1/95,53057,5,1995,47604,43097,1,4507,9.50%
Skamania,5/1/95,53059,5,1995,4153,3704,1,449,10.80%
Snohomish,5/1/95,53061,5,1995,283478,269052,1,14426,5.10%
Spokane,5/1/95,53063,5,1995,199481,188463,1,11018,5.50%
Stevens,5/1/95,53065,5,1995,16786,15218,1,1568,9.30%
Thurston,5/1/95,53067,5,1995,94555,88635,1,5920,6.30%
Wahkiakum,5/1/95,53069,5,1995,1650,1551,1,99,6.00%
Walla Walla,5/1/95,53071,5,1995,26862,25281,1,1581,5.90%
Whatcom,5/1/95,53073,5,1995,77925,72014,1,5911,7.60%
Whitman,5/1/95,53075,5,1995,18932,18561,1,371,2.00%
Yakima,5/1/95,53077,5,1995,113133,98323,1,14810,13.10%
Adams,5/1/96,53001,5,1996,8298,7320,1,978,11.80%
Asotin,5/1/96,53003,5,1996,12022,11500,1,522,4.30%
Clallam,5/1/96,53009,5,1996,24751,22544,1,2207,8.90%
Columbia,5/1/96,53013,5,1996,2060,1881,1,179,8.70%
Cowlitz,5/1/96,53015,5,1996,41639,38013,1,3626,8.70%
Douglas,5/1/96,53017,5,1996,18165,16445,1,1720,9.50%
Ferry,5/1/96,53019,5,1996,2921,2523,1,398,13.60%
Franklin,5/1/96,53021,5,1996,22896,20595,1,2301,10.00%
Garfield,5/1/96,53023,5,1996,1132,1085,1,47,4.20%
Grant,5/1/96,53025,5,1996,34728,31102,1,3626,10.40%
Grays Harbor,5/1/96,53027,5,1996,28345,25008,1,3337,11.80%
Island,5/1/96,53029,5,1996,26252,24898,1,1354,5.20%
Jefferson,5/1/96,53031,5,1996,10154,9370,1,784,7.70%
King,5/1/96,53033,5,1996,929078,886230,1,42848,4.60%
Kitsap,5/1/96,53035,5,1996,94589,88138,1,6451,6.80%
Kittitas,5/1/96,53037,5,1996,15053,13661,1,1392,9.20%
Klickitat,5/1/96,53039,5,1996,9134,7948,1,1186,13.00%
Lewis,5/1/96,53041,5,1996,31413,28204,1,3209,10.20%
Lincoln,5/1/96,53043,5,1996,5127,4870,1,257,5.00%
Mason,5/1/96,53045,5,1996,19039,17433,1,1606,8.40%
Okanogan,5/1/96,53047,5,1996,21880,19348,1,2532,11.60%
Pacific,5/1/96,53049,5,1996,8516,7656,1,860,10.10%
Pend Oreille,5/1/96,53051,5,1996,4129,3480,1,649,15.70%
Pierce,5/1/96,53053,5,1996,321243,300488,1,20755,6.50%
San Juan,5/1/96,53055,5,1996,5707,5344,1,363,6.40%
Skagit,5/1/96,53057,5,1996,46605,41933,1,4672,10.00%
Skamania,5/1/96,53059,5,1996,4148,3685,1,463,11.20%
Snohomish,5/1/96,53061,5,1996,293520,278934,1,14586,5.00%
Spokane,5/1/96,53063,5,1996,205805,194612,1,11193,5.40%
Stevens,5/1/96,53065,5,1996,17271,15426,1,1845,10.70%
Thurston,5/1/96,53067,5,1996,98097,91840,1,6257,6.40%
Wahkiakum,5/1/96,53069,5,1996,1746,1614,1,132,7.60%
Walla Walla,5/1/96,53071,5,1996,27292,25547,1,1745,6.40%
Whatcom,5/1/96,53073,5,1996,80010,73911,1,6099,7.60%
Whitman,5/1/96,53075,5,1996,19757,19319,1,438,2.20%
Yakima,5/1/96,53077,5,1996,116208,100575,1,15633,13.50%
Adams,5/1/97,53001,5,1997,8537,7751,1,786,9.20%
Asotin,5/1/97,53003,5,1997,12198,11844,1,354,2.90%
Clallam,5/1/97,53009,5,1997,25174,23180,1,1994,7.90%
Columbia,5/1/97,53013,5,1997,2002,1869,1,133,6.60%
Cowlitz,5/1/97,53015,5,1997,42314,39340,1,2974,7.00%
Douglas,5/1/97,53017,5,1997,18495,17268,1,1227,6.60%
Ferry,5/1/97,53019,5,1997,2891,2561,1,330,11.40%
Franklin,5/1/97,53021,5,1997,22850,21004,1,1846,8.10%
Garfield,5/1/97,53023,5,1997,1083,1059,1,24,2.20%
Grant,5/1/97,53025,5,1997,36320,33531,1,2789,7.70%
Grays Harbor,5/1/97,53027,5,1997,28129,25633,1,2496,8.90%
Island,5/1/97,53029,5,1997,27797,26925,1,872,3.10%
Jefferson,5/1/97,53031,5,1997,10181,9529,1,652,6.40%
King,5/1/97,53033,5,1997,964966,928833,1,36133,3.70%
Kitsap,5/1/97,53035,5,1997,93826,88902,1,4924,5.20%
Kittitas,5/1/97,53037,5,1997,15077,14186,1,891,5.90%
Klickitat,5/1/97,53039,5,1997,9055,8116,1,939,10.40%
Lewis,5/1/97,53041,5,1997,32460,29976,1,2484,7.70%
Lincoln,5/1/97,53043,5,1997,5150,4953,1,197,3.80%
Mason,5/1/97,53045,5,1997,19615,18350,1,1265,6.40%
Okanogan,5/1/97,53047,5,1997,22896,20800,1,2096,9.20%
Pacific,5/1/97,53049,5,1997,8841,8161,1,680,7.70%
Pend Oreille,5/1/97,53051,5,1997,4138,3655,1,483,11.70%
Pierce,5/1/97,53053,5,1997,331418,316750,1,14668,4.40%
San Juan,5/1/97,53055,5,1997,5897,5641,1,256,4.30%
Skagit,5/1/97,53057,5,1997,47928,44638,1,3290,6.90%
Skamania,5/1/97,53059,5,1997,4145,3747,1,398,9.60%
Snohomish,5/1/97,53061,5,1997,312100,300551,1,11549,3.70%
Spokane,5/1/97,53063,5,1997,208397,199591,1,8806,4.20%
Stevens,5/1/97,53065,5,1997,17406,15936,1,1470,8.40%
Thurston,5/1/97,53067,5,1997,100222,95459,1,4763,4.80%
Wahkiakum,5/1/97,53069,5,1997,1837,1735,1,102,5.60%
Walla Walla,5/1/97,53071,5,1997,27914,26533,1,1381,4.90%
Whatcom,5/1/97,53073,5,1997,79276,74909,1,4367,5.50%
Whitman,5/1/97,53075,5,1997,19826,19507,1,319,1.60%
Yakima,5/1/97,53077,5,1997,115352,104734,1,10618,9.20%
Adams,5/1/98,53001,5,1998,9322,8499,1,823,8.80%
Asotin,5/1/98,53003,5,1998,12794,12346,1,448,3.50%
Clallam,5/1/98,53009,5,1998,25352,23604,1,1748,6.90%
Columbia,5/1/98,53013,5,1998,2127,1993,1,134,6.30%
Cowlitz,5/1/98,53015,5,1998,42883,39810,1,3073,7.20%
Douglas,5/1/98,53017,5,1998,19141,17842,1,1299,6.80%
Ferry,5/1/98,53019,5,1998,2803,2557,1,246,8.80%
Franklin,5/1/98,53021,5,1998,23345,21637,1,1708,7.30%
Garfield,5/1/98,53023,5,1998,1135,1103,1,32,2.80%
Grant,5/1/98,53025,5,1998,37682,34789,1,2893,7.70%
Grays Harbor,5/1/98,53027,5,1998,27001,24420,1,2581,9.60%
Island,5/1/98,53029,5,1998,29476,28663,1,813,2.80%
Jefferson,5/1/98,53031,5,1998,10345,9769,1,576,5.60%
King,5/1/98,53033,5,1998,978462,946714,1,31748,3.20%
Kitsap,5/1/98,53035,5,1998,93644,89258,1,4386,4.70%
Kittitas,5/1/98,53037,5,1998,15354,14491,1,863,5.60%
Klickitat,5/1/98,53039,5,1998,8904,7997,1,907,10.20%
Lewis,5/1/98,53041,5,1998,31231,28638,1,2593,8.30%
Lincoln,5/1/98,53043,5,1998,5244,5044,1,200,3.80%
Mason,5/1/98,53045,5,1998,20067,18813,1,1254,6.20%
Okanogan,5/1/98,53047,5,1998,22508,20374,1,2134,9.50%
Pacific,5/1/98,53049,5,1998,8490,7785,1,705,8.30%
Pend Oreille,5/1/98,53051,5,1998,4337,3839,1,498,11.50%
Pierce,5/1/98,53053,5,1998,342062,327919,1,14143,4.10%
San Juan,5/1/98,53055,5,1998,6227,6009,1,218,3.50%
Skagit,5/1/98,53057,5,1998,47971,45033,1,2938,6.10%
Skamania,5/1/98,53059,5,1998,4401,4029,1,372,8.50%
Snohomish,5/1/98,53061,5,1998,322831,312469,1,10362,3.20%
Spokane,5/1/98,53063,5,1998,213810,205639,1,8171,3.80%
Stevens,5/1/98,53065,5,1998,18019,16598,1,1421,7.90%
Thurston,5/1/98,53067,5,1998,103696,99196,1,4500,4.30%
Wahkiakum,5/1/98,53069,5,1998,1999,1900,1,99,5.00%
Walla Walla,5/1/98,53071,5,1998,27843,26512,1,1331,4.80%
Whatcom,5/1/98,53073,5,1998,80815,76707,1,4108,5.10%
Whitman,5/1/98,53075,5,1998,19823,19497,1,326,1.60%
Yakima,5/1/98,53077,5,1998,117763,107350,1,10413,8.80%
Adams,5/1/99,53001,5,1999,8750,7821,1,929,10.60%
Asotin,5/1/99,53003,5,1999,13007,12576,1,431,3.30%
Clallam,5/1/99,53009,5,1999,26414,24473,1,1941,7.30%
Columbia,5/1/99,53013,5,1999,2074,1902,1,172,8.30%
Cowlitz,5/1/99,53015,5,1999,43594,40374,1,3220,7.40%
Douglas,5/1/99,53017,5,1999,19247,17757,1,1490,7.70%
Ferry,5/1/99,53019,5,1999,2692,2376,1,316,11.70%
Franklin,5/1/99,53021,5,1999,23756,21881,1,1875,7.90%
Garfield,5/1/99,53023,5,1999,1157,1121,1,36,3.10%
Grant,5/1/99,53025,5,1999,38480,34722,1,3758,9.80%
Grays Harbor,5/1/99,53027,5,1999,27604,25344,1,2260,8.20%
Island,5/1/99,53029,5,1999,30791,29632,1,1159,3.80%
Jefferson,5/1/99,53031,5,1999,11666,10941,1,725,6.20%
King,5/1/99,53033,5,1999,982192,951954,1,30238,3.10%
Kitsap,5/1/99,53035,5,1999,99264,94070,1,5194,5.20%
Kittitas,5/1/99,53037,5,1999,15497,14556,1,941,6.10%
Klickitat,5/1/99,53039,5,1999,8848,7975,1,873,9.90%
Lewis,5/1/99,53041,5,1999,31267,28779,1,2488,8.00%
Lincoln,5/1/99,53043,5,1999,5098,4874,1,224,4.40%
Mason,5/1/99,53045,5,1999,19783,18491,1,1292,6.50%
Okanogan,5/1/99,53047,5,1999,21090,18891,1,2199,10.40%
Pacific,5/1/99,53049,5,1999,8193,7509,1,684,8.30%
Pend Oreille,5/1/99,53051,5,1999,4455,3992,1,463,10.40%
Pierce,5/1/99,53053,5,1999,349060,332533,1,16527,4.70%
San Juan,5/1/99,53055,5,1999,6688,6469,1,219,3.30%
Skagit,5/1/99,53057,5,1999,51577,48222,1,3355,6.50%
Skamania,5/1/99,53059,5,1999,4340,3984,1,356,8.20%
Snohomish,5/1/99,53061,5,1999,330605,318137,1,12468,3.80%
Spokane,5/1/99,53063,5,1999,220128,208531,1,11597,5.30%
Stevens,5/1/99,53065,5,1999,17649,16116,1,1533,8.70%
Thurston,5/1/99,53067,5,1999,106333,101409,1,4924,4.60%
Wahkiakum,5/1/99,53069,5,1999,1933,1807,1,126,6.50%
Walla Walla,5/1/99,53071,5,1999,27905,26181,1,1724,6.20%
Whatcom,5/1/99,53073,5,1999,85944,81535,1,4409,5.10%
Whitman,5/1/99,53075,5,1999,19842,19502,1,340,1.70%
Yakima,5/1/99,53077,5,1999,114893,103213,1,11680,10.20%
Adams,5/1/00,53001,5,2000,7928,7381,1,547,6.90%
Asotin,5/1/00,53003,5,2000,9900,9430,1,470,4.70%
Clallam,5/1/00,53009,5,2000,26052,24164,1,1888,7.20%
Columbia,5/1/00,53013,5,2000,2245,2112,1,133,5.90%
Cowlitz,5/1/00,53015,5,2000,42985,39986,1,2999,7.00%
Douglas,5/1/00,53017,5,2000,17138,16015,1,1123,6.60%
Ferry,5/1/00,53019,5,2000,3043,2704,1,339,11.10%
Franklin,5/1/00,53021,5,2000,22874,21419,1,1455,6.40%
Garfield,5/1/00,53023,5,2000,1059,1008,1,51,4.80%
Grant,5/1/00,53025,5,2000,34673,31730,1,2943,8.50%
Grays Harbor,5/1/00,53027,5,2000,29518,27270,1,2248,7.60%
Island,5/1/00,53029,5,2000,29066,27360,1,1706,5.90%
Jefferson,5/1/00,53031,5,2000,11860,11187,1,673,5.70%
King,5/1/00,53033,5,2000,993697,958106,1,35591,3.60%
Kitsap,5/1/00,53035,5,2000,106019,100145,1,5874,5.50%
Kittitas,5/1/00,53037,5,2000,17609,16548,1,1061,6.00%
Klickitat,5/1/00,53039,5,2000,9178,8468,1,710,7.70%
Lewis,5/1/00,53041,5,2000,29774,27447,1,2327,7.80%
Lincoln,5/1/00,53043,5,2000,4696,4467,1,229,4.90%
Mason,5/1/00,53045,5,2000,20859,19460,1,1399,6.70%
Okanogan,5/1/00,53047,5,2000,19552,17988,1,1564,8.00%
Pacific,5/1/00,53049,5,2000,8659,7991,1,668,7.70%
Pend Oreille,5/1/00,53051,5,2000,4727,4356,1,371,7.80%
Pierce,5/1/00,53053,5,2000,338211,319651,1,18560,5.50%
San Juan,5/1/00,53055,5,2000,7575,7264,1,311,4.10%
Skagit,5/1/00,53057,5,2000,51303,47963,1,3340,6.50%
Skamania,5/1/00,53059,5,2000,4724,4441,1,283,6.00%
Snohomish,5/1/00,53061,5,2000,325677,312736,1,12941,4.00%
Spokane,5/1/00,53063,5,2000,210867,199507,1,11360,5.40%
Stevens,5/1/00,53065,5,2000,17736,16421,1,1315,7.40%
Thurston,5/1/00,53067,5,2000,107955,102623,1,5332,4.90%
Wahkiakum,5/1/00,53069,5,2000,1640,1525,1,115,7.00%
Walla Walla,5/1/00,53071,5,2000,27472,25957,1,1515,5.50%
Whatcom,5/1/00,53073,5,2000,87917,82967,1,4950,5.60%
Whitman,5/1/00,53075,5,2000,19107,18346,1,761,4.00%
Yakima,5/1/00,53077,5,2000,111373,102154,1,9219,8.30%
Adams,5/1/01,53001,5,2001,7885,7292,1,593,7.50%
Asotin,5/1/01,53003,5,2001,9714,9243,1,471,4.80%
Clallam,5/1/01,53009,5,2001,25323,23337,1,1986,7.80%
Columbia,5/1/01,53013,5,2001,2213,2067,1,146,6.60%
Cowlitz,5/1/01,53015,5,2001,41708,37503,1,4205,10.10%
Douglas,5/1/01,53017,5,2001,16333,15053,1,1280,7.80%
Ferry,5/1/01,53019,5,2001,2859,2496,1,363,12.70%
Franklin,5/1/01,53021,5,2001,22984,21410,1,1574,6.80%
Garfield,5/1/01,53023,5,2001,1070,1019,1,51,4.80%
Grant,5/1/01,53025,5,2001,34453,31127,1,3326,9.70%
Grays Harbor,5/1/01,53027,5,2001,27989,25358,1,2631,9.40%
Island,5/1/01,53029,5,2001,28485,26791,1,1694,5.90%
Jefferson,5/1/01,53031,5,2001,11846,11113,1,733,6.20%
King,5/1/01,53033,5,2001,999273,955065,1,44208,4.40%
Kitsap,5/1/01,53035,5,2001,103130,96910,1,6220,6.00%
Kittitas,5/1/01,53037,5,2001,17208,16082,1,1126,6.50%
Klickitat,5/1/01,53039,5,2001,9279,8144,1,1135,12.20%
Lewis,5/1/01,53041,5,2001,28694,26221,1,2473,8.60%
Lincoln,5/1/01,53043,5,2001,4572,4339,1,233,5.10%
Mason,5/1/01,53045,5,2001,19980,18451,1,1529,7.70%
Okanogan,5/1/01,53047,5,2001,17832,15992,1,1840,10.30%
Pacific,5/1/01,53049,5,2001,8499,7755,1,744,8.80%
Pend Oreille,5/1/01,53051,5,2001,4534,4125,1,409,9.00%
Pierce,5/1/01,53053,5,2001,329098,307654,1,21444,6.50%
San Juan,5/1/01,53055,5,2001,7436,7106,1,330,4.40%
Skagit,5/1/01,53057,5,2001,50082,46606,1,3476,6.90%
Skamania,5/1/01,53059,5,2001,4832,4280,1,552,11.40%
Snohomish,5/1/01,53061,5,2001,331026,316028,1,14998,4.50%
Spokane,5/1/01,53063,5,2001,207669,194627,1,13042,6.30%
Stevens,5/1/01,53065,5,2001,16957,15431,1,1526,9.00%
Thurston,5/1/01,53067,5,2001,105579,99536,1,6043,5.70%
Wahkiakum,5/1/01,53069,5,2001,1543,1398,1,145,9.40%
Walla Walla,5/1/01,53071,5,2001,27048,25535,1,1513,5.60%
Whatcom,5/1/01,53073,5,2001,86483,81033,1,5450,6.30%
Whitman,5/1/01,53075,5,2001,18711,17952,1,759,4.10%
Yakima,5/1/01,53077,5,2001,106592,96505,1,10087,9.50%
Adams,5/1/02,53001,5,2002,7832,7211,1,621,7.90%
Asotin,5/1/02,53003,5,2002,10180,9531,1,649,6.40%
Clallam,5/1/02,53009,5,2002,26275,24094,1,2181,8.30%
Columbia,5/1/02,53013,5,2002,2170,2007,1,163,7.50%
Cowlitz,5/1/02,53015,5,2002,42299,37544,1,4755,11.20%
Douglas,5/1/02,53017,5,2002,16795,15330,1,1465,8.70%
Ferry,5/1/02,53019,5,2002,2851,2549,1,302,10.60%
Franklin,5/1/02,53021,5,2002,24217,22489,1,1728,7.10%
Garfield,5/1/02,53023,5,2002,1095,1032,1,63,5.80%
Grant,5/1/02,53025,5,2002,35229,31497,1,3732,10.60%
Grays Harbor,5/1/02,53027,5,2002,28551,25953,1,2598,9.10%
Island,5/1/02,53029,5,2002,30011,27823,1,2188,7.30%
Jefferson,5/1/02,53031,5,2002,12304,11341,1,963,7.80%
King,5/1/02,53033,5,2002,986288,927602,1,58686,6.00%
Kitsap,5/1/02,53035,5,2002,109688,102356,1,7332,6.70%
Kittitas,5/1/02,53037,5,2002,17844,16571,1,1273,7.10%
Klickitat,5/1/02,53039,5,2002,9118,8053,1,1065,11.70%
Lewis,5/1/02,53041,5,2002,29409,26693,1,2716,9.20%
Lincoln,5/1/02,53043,5,2002,4647,4343,1,304,6.50%
Mason,5/1/02,53045,5,2002,21173,19449,1,1724,8.10%
Okanogan,5/1/02,53047,5,2002,17425,15715,1,1710,9.80%
Pacific,5/1/02,53049,5,2002,8592,7830,1,762,8.90%
Pend Oreille,5/1/02,53051,5,2002,4624,4192,1,432,9.30%
Pierce,5/1/02,53053,5,2002,339711,311692,1,28019,8.20%
San Juan,5/1/02,53055,5,2002,7497,7073,1,424,5.70%
Skagit,5/1/02,53057,5,2002,51363,47143,1,4220,8.20%
Skamania,5/1/02,53059,5,2002,4686,4211,1,475,10.10%
Snohomish,5/1/02,53061,5,2002,333401,310479,1,22922,6.90%
Spokane,5/1/02,53063,5,2002,209365,193928,1,15437,7.40%
Stevens,5/1/02,53065,5,2002,17208,15541,1,1667,9.70%
Thurston,5/1/02,53067,5,2002,109870,102701,1,7169,6.50%
Wahkiakum,5/1/02,53069,5,2002,1532,1382,1,150,9.80%
Walla Walla,5/1/02,53071,5,2002,28031,26297,1,1734,6.20%
Whatcom,5/1/02,53073,5,2002,90034,83774,1,6260,7.00%
Whitman,5/1/02,53075,5,2002,19249,18342,1,907,4.70%
Yakima,5/1/02,53077,5,2002,108281,97785,1,10496,9.70%
Adams,5/1/03,53001,5,2003,7984,7328,1,656,8.20%
Asotin,5/1/03,53003,5,2003,9862,9202,1,660,6.70%
Clallam,5/1/03,53009,5,2003,26624,24311,1,2313,8.70%
Columbia,5/1/03,53013,5,2003,2136,1992,1,144,6.70%
Cowlitz,5/1/03,53015,5,2003,41725,37555,1,4170,10.00%
Douglas,5/1/03,53017,5,2003,17320,15869,1,1451,8.40%
Ferry,5/1/03,53019,5,2003,2849,2434,1,415,14.60%
Franklin,5/1/03,53021,5,2003,25797,23909,1,1888,7.30%
Garfield,5/1/03,53023,5,2003,1096,1027,1,69,6.30%
Grant,5/1/03,53025,5,2003,35326,31841,1,3485,9.90%
Grays Harbor,5/1/03,53027,5,2003,29100,26401,1,2699,9.30%
Island,5/1/03,53029,5,2003,30093,27842,1,2251,7.50%
Jefferson,5/1/03,53031,5,2003,12541,11633,1,908,7.20%
King,5/1/03,53033,5,2003,991551,929479,1,62072,6.30%
Kitsap,5/1/03,53035,5,2003,111247,103562,1,7685,6.90%
Kittitas,5/1/03,53037,5,2003,18670,17263,1,1407,7.50%
Klickitat,5/1/03,53039,5,2003,9079,7945,1,1134,12.50%
Lewis,5/1/03,53041,5,2003,29737,26985,1,2752,9.30%
Lincoln,5/1/03,53043,5,2003,4702,4393,1,309,6.60%
Mason,5/1/03,53045,5,2003,22081,20187,1,1894,8.60%
Okanogan,5/1/03,53047,5,2003,18036,16252,1,1784,9.90%
Pacific,5/1/03,53049,5,2003,8801,7972,1,829,9.40%
Pend Oreille,5/1/03,53051,5,2003,4666,4223,1,443,9.50%
Pierce,5/1/03,53053,5,2003,343299,315201,1,28098,8.20%
San Juan,5/1/03,53055,5,2003,7772,7349,1,423,5.40%
Skagit,5/1/03,53057,5,2003,52279,47994,1,4285,8.20%
Skamania,5/1/03,53059,5,2003,4618,4181,1,437,9.50%
Snohomish,5/1/03,53061,5,2003,335332,312354,1,22978,6.90%
Spokane,5/1/03,53063,5,2003,211490,195963,1,15527,7.30%
Stevens,5/1/03,53065,5,2003,17485,15825,1,1660,9.50%
Thurston,5/1/03,53067,5,2003,113468,106253,1,7215,6.40%
Wahkiakum,5/1/03,53069,5,2003,1539,1391,1,148,9.60%
Walla Walla,5/1/03,53071,5,2003,28203,26381,1,1822,6.50%
Whatcom,5/1/03,53073,5,2003,93361,87062,1,6299,6.70%
Whitman,5/1/03,53075,5,2003,19388,18449,1,939,4.80%
Yakima,5/1/03,53077,5,2003,109890,99691,1,10199,9.30%
Adams,5/1/04,53001,5,2004,8020,7454,1,566,7.10%
Asotin,5/1/04,53003,5,2004,10069,9485,1,584,5.80%
Clallam,5/1/04,53009,5,2004,28142,26167,1,1975,7.00%
Columbia,5/1/04,53013,5,2004,2198,2073,1,125,5.70%
Cowlitz,5/1/04,53015,5,2004,42491,38919,1,3572,8.40%
Douglas,5/1/04,53017,5,2004,18339,17091,1,1248,6.80%
Ferry,5/1/04,53019,5,2004,2970,2656,1,314,10.60%
Franklin,5/1/04,53021,5,2004,27744,26017,1,1727,6.20%
Garfield,5/1/04,53023,5,2004,1085,1031,1,54,5.00%
Grant,5/1/04,53025,5,2004,37313,34196,1,3117,8.40%
Grays Harbor,5/1/04,53027,5,2004,30368,27886,1,2482,8.20%
Island,5/1/04,53029,5,2004,31332,29155,1,2177,6.90%
Jefferson,5/1/04,53031,5,2004,13385,12553,1,832,6.20%
King,5/1/04,53033,5,2004,992311,942830,1,49481,5.00%
Kitsap,5/1/04,53035,5,2004,117485,110606,1,6879,5.90%
Kittitas,5/1/04,53037,5,2004,19134,17853,1,1281,6.70%
Klickitat,5/1/04,53039,5,2004,9179,8368,1,811,8.80%
Lewis,5/1/04,53041,5,2004,30574,28091,1,2483,8.10%
Lincoln,5/1/04,53043,5,2004,4888,4591,1,297,6.10%
